gene,xen_celltype,set,meta_est,meta_padj,xen_logFC,xen_p,xen_logCPM,ctrl_med,scz_med,ctrl_mean,scz_mean,ctrl_pctpos,scz_pctpos,n_ctrl,n_scz,concord,raw_up
C14orf132,Lamp5,highexpr_up,0.0062945408925907,0.955102499401946,0.0823759560597084,0.2111598807195443,11.7,3,3,3.67,3.63,87.0,86.0,7576,6706,True,False
ZNF483,Lamp5,highexpr_up,0.0494748771320824,0.610514373847413,0.0908890235975542,0.2143785432005694,12.68,6,6,7.18,7.36,93.0,92.0,7576,6706,True,True
YWHAH,Lamp5,highexpr_up,-0.0159048118547993,0.944635873456075,0.0560154161269266,0.2885490999949375,13.18,8,8,10.28,10.25,95.0,96.0,7576,6706,False,False
KIF1A,Lamp5,highexpr_up,-0.0523070167801837,0.371139766052912,0.0526091720751562,0.2896173024796619,13.33,10,11,11.27,11.44,98.0,98.0,7576,6706,False,True
DKK3,Lamp5,highexpr_up,0.032147237102087,0.751226867098264,0.0608724693808652,0.3259318872786023,13.75,13,14,14.98,15.17,98.0,98.0,7576,6706,True,True
VAMP1,Lamp5,highexpr_up,-0.027563907150057,0.866674772839582,0.0729163758009116,0.3332227088529175,11.9,3,3,4.21,4.12,81.0,82.0,7576,6706,False,False
TMSB10,Lamp5,highexpr_up,-0.0552968819795599,0.799022591991929,0.0631763168302456,0.3703729896598934,11.74,3,3,3.74,3.75,84.0,85.0,7576,6706,False,True
KIF5A,Lamp5,highexpr_up,-0.0538620642891765,0.635678076859815,0.0559740132876379,0.3715540440348576,13.69,13,13,14.37,14.74,99.0,99.0,7576,6706,False,True
HNRNPH3,Lamp5,highexpr_up,0.0383462280906165,0.485268371819872,0.055293115784712,0.4201363192109767,11.62,3,3,3.44,3.5,85.0,84.0,7576,6706,True,True
RASGRF2,Lamp5,highexpr_up,-0.0934535466096482,0.28901235516893,0.0547345925318439,0.4333129248923519,12.44,4,4,6.21,6.04,77.0,78.0,7576,6706,False,False
LAMP5,Lamp5,highexpr_up,-0.0849581774713475,0.532245837046125,0.0715469869924842,0.4509846636533582,13.01,7,7,8.83,9.47,91.0,91.0,7576,6706,False,True
MT-ND6,Lamp5,highexpr_up,,,0.1114635953559576,0.4527081828763705,13.22,9,9,10.58,10.78,98.0,98.0,7576,6706,True,True
PDXK,Lamp5,highexpr_up,0.0263723685148753,0.735038005802028,0.0489909664829564,0.4910171337609974,11.97,4,4,4.39,4.45,90.0,91.0,7576,6706,True,True
NEFL,Lamp5,highexpr_up,-0.0972340921331431,0.561609367553448,0.0781522361827543,0.5023560745357638,11.51,2,2,3.2,3.24,73.0,75.0,7576,6706,False,True
OGA,Lamp5,highexpr_up,0.0324158931178493,0.617089119405634,0.0244443858615653,0.7397800386898312,12.83,7,7,8.02,8.02,92.0,92.0,7576,6706,True,False
MTRNR2L1,Lamp5,highexpr_up,,,0.0298993099117729,0.7921079735367854,16.18,73,78,80.11,84.1,100.0,100.0,7576,6706,True,True
PSMA7,Lamp5,highexpr_up,-0.071323275391459,0.635678076859815,0.0132644890695672,0.8334851888922483,12.02,4,4,4.64,4.47,87.0,88.0,7576,6706,False,False
SV2A,Lamp5,highexpr_up,0.0558212004424336,0.659961667128172,0.0063602064389819,0.9292577145547488,13.49,11,11,12.85,12.39,97.0,95.0,7576,6706,True,False
MBP,Microglia-PVM,highexpr_up,0.0504934367354651,0.606572046683082,0.5361166890233496,0.0027475196089323,12.6,3,3,4.02,5.01,82.0,85.0,29331,26061,True,True
TMSB10,Microglia-PVM,highexpr_up,,,0.3465592842467146,0.0031446059014731,12.01,2,2,3.18,3.56,81.0,82.0,29331,26061,True,True
DKK3,Microglia-PVM,highexpr_up,,,0.14532870822211,0.035873660150031,11.51,1,1,2.41,2.21,72.0,71.0,29331,26061,True,False
KIF1A,Microglia-PVM,highexpr_up,,,0.1967686689723382,0.0410506425829236,11.83,2,2,2.83,2.81,80.0,80.0,29331,26061,True,False
MT-ND6,Microglia-PVM,highexpr_up,,,0.2427695221911544,0.1000587726123942,13.74,9,9,10.96,11.13,98.0,97.0,29331,26061,True,True
YWHAH,Microglia-PVM,highexpr_up,-0.0826930051035087,0.47335721786541,0.1078014617815116,0.1383979042006481,12.35,3,3,4.58,4.12,84.0,83.0,29331,26061,False,False
HLA-DRB1,Microglia-PVM,highexpr_up,-0.0103371408507854,0.962709745973985,0.2709563943717084,0.213793998376725,12.26,3,3,3.62,3.78,86.0,84.0,29331,26061,False,True
GFAP,Microglia-PVM,highexpr_up,,,0.4841443907123026,0.216761875572241,11.88,1,1,1.91,3.32,61.0,71.0,29331,26061,True,True
KIF5A,Microglia-PVM,highexpr_up,,,0.1505815354099219,0.2329324392331673,13.44,7,7,8.63,8.37,95.0,95.0,29331,26061,True,False
ENC1,Microglia-PVM,highexpr_up,,,0.1227371147605932,0.2374600992162008,12.1,2,2,3.8,3.35,76.0,75.0,29331,26061,True,False
NEFL,Microglia-PVM,highexpr_up,,,0.1045009281583723,0.2429121693908481,12.07,2,2,3.72,3.32,80.0,79.0,29331,26061,True,False
HLA-B,Microglia-PVM,highexpr_up,0.108211117114368,0.765623382060624,0.1237165826400958,0.4142844540318383,11.73,2,2,2.82,2.85,76.0,72.0,29331,26061,True,True
MTRNR2L1,Microglia-PVM,highexpr_up,,,0.1483114488894698,0.4219177774846843,17.08,88,95,94.6,101.6,100.0,100.0,29331,26061,True,True
NORAD,Microglia-PVM,highexpr_up,0.0028440273299719,0.980630604256749,0.0242001463684709,0.7541578676058575,12.15,3,3,4.12,3.39,87.0,84.0,29331,26061,True,False
MT-ND2,Microglia-PVM,highexpr_up,,,0.0283566173067347,0.8722315423490158,16.43,63,58,67.74,62.71,100.0,100.0,29331,26061,True,False
MT-ND1,Microglia-PVM,highexpr_up,,,0.0267773528041145,0.8789084163879577,16.61,71,65,76.77,71.73,100.0,100.0,29331,26061,True,False
CD74,Microglia-PVM,highexpr_up,-0.0178843253535801,0.909818826044597,0.0083794393931531,0.9357094924999572,13.08,6,5,7.6,6.83,91.0,89.0,29331,26061,False,False
MBP,OPC,highexpr_up,-0.0473620421353175,0.551096858062514,0.4732232432068402,0.0007849404409448006,12.44,3,3,3.68,4.8,84.0,88.0,14769,13842,False,True
KIF1A,OPC,highexpr_up,-0.0612078674833122,0.468320249785567,0.1886990448673793,0.0165600501126137,12.1,3,3,3.25,3.53,87.0,88.0,14769,13842,False,True
YWHAH,OPC,highexpr_up,,,0.1525738713796414,0.024375393449116,11.97,2,2,3.03,3.19,78.0,80.0,14769,13842,True,True
MT-ND6,OPC,highexpr_up,,,0.2400103390295746,0.0906393403518192,13.68,8,9,9.79,10.82,98.0,98.0,14769,13842,True,True
KIF5A,OPC,highexpr_up,-0.0647485753808306,0.44243564156276,0.1647651671714273,0.0937056411957232,13.33,7,7,7.75,8.24,96.0,97.0,14769,13842,False,True
NEFL,OPC,highexpr_up,-0.0974385503388986,0.718329199075369,0.1548572005769534,0.1148179091053819,11.92,2,2,2.94,3.06,78.0,80.0,14769,13842,False,True
MTURN,OPC,highexpr_up,-0.059001221871617,0.694853961733737,0.1249627504190964,0.1328354907259712,12.28,3,3,3.87,3.94,90.0,90.0,14769,13842,False,True
OGA,OPC,highexpr_up,,,0.101368913114162,0.1587974088398898,11.77,2,2,2.68,2.79,83.0,81.0,14769,13842,True,True
DKK3,OPC,highexpr_up,0.0041514905186966,0.974892160030776,0.0873424581350763,0.2046648596016269,11.95,2,2,2.99,3.08,83.0,83.0,14769,13842,True,True
ENC1,OPC,highexpr_up,,,0.0916293220091806,0.2386550372754421,12.05,2,2,3.25,3.38,79.0,80.0,14769,13842,True,True
MTRNR2L1,OPC,highexpr_up,,,0.1105420650161805,0.3781875778681539,16.88,86,90,91.69,96.82,100.0,100.0,14769,13842,True,True
TXNIP,OPC,highexpr_up,0.25035631628479,0.319829251975842,0.0978100348980385,0.4102199315170465,11.56,2,2,2.29,2.47,76.0,77.0,14769,13842,True,True
HLA-B,OPC,highexpr_up,0.0604554959405413,0.91916105451383,0.1235975675847465,0.6133366618952873,11.62,2,2,2.46,2.7,74.0,74.0,14769,13842,True,True
MT-ND5,OPC,highexpr_up,,,0.0507533871943177,0.6519049641366653,15.98,48,46,51.66,49.41,100.0,100.0,14769,13842,True,False
MT-ND1,OPC,highexpr_up,,,0.0494950610756858,0.6794851444786074,16.53,70,66,75.6,71.95,100.0,100.0,14769,13842,True,False
NORAD,OPC,highexpr_up,-0.0128289337160434,0.933556659812725,0.0238410139215363,0.7795071798739512,12.34,3,3,4.13,3.92,89.0,88.0,14769,13842,False,False
MT-ND4,OPC,highexpr_up,,,0.0202512476190973,0.8543034299754083,16.28,60,56,64.63,59.92,100.0,100.0,14769,13842,True,False
MT-ND2,OPC,highexpr_up,,,0.0154418757389899,0.8867745559129161,16.43,67,63,70.96,66.83,100.0,100.0,14769,13842,True,False
MT-ATP8,OPC,highexpr_up,,,0.0173673481979189,0.8957870841310713,14.67,19,18,21.16,19.34,100.0,100.0,14769,13842,True,False
CSMD1,OPC,highexpr_up,-0.015016323883724,0.933556659812725,0.0091832797889923,0.9200235834846516,11.77,2,2,2.74,2.78,81.0,79.0,14769,13842,False,True
NPIPA1,OPC,highexpr_up,-0.0578524092704669,0.746458330228795,0.006112532353996,0.94358412695545,12.44,4,4,4.41,4.39,89.0,87.0,14769,13842,False,False
TNK2,OPC,highexpr_up,-0.0762891249156952,0.459350093904486,0.0016003776190582,0.9882822998289132,13.52,9,8,9.41,9.01,96.0,95.0,14769,13842,False,False
TMSB10,Oligodendrocyte,highexpr_up,-0.05317546588567,0.876248800735832,0.3194465131303619,0.002421786055281,11.6,2,2,2.44,2.47,77.0,78.0,64892,51900,False,True
MBP,Oligodendrocyte,highexpr_up,-0.0405502373278541,0.587286552734588,0.2157428718614096,0.0117097799981872,14.16,14,14,15.02,15.2,99.0,99.0,64892,51900,False,True
MT-ND6,Oligodendrocyte,highexpr_up,,,0.4129143385036906,0.0125097768260934,13.49,8,8,9.14,9.33,98.0,98.0,64892,51900,True,True
KIF1A,Oligodendrocyte,highexpr_up,0.0157856758703164,0.890365174129884,0.1795721865777541,0.0145089007062962,12.32,4,4,4.24,4.16,93.0,92.0,64892,51900,True,False
MTRNR2L1,Oligodendrocyte,highexpr_up,,,0.476633829873488,0.0257869206665746,16.52,63,68,68.9,73.69,100.0,100.0,64892,51900,True,True
DKK3,Oligodendrocyte,highexpr_up,0.0349709395067264,0.843377836004938,0.1271549173855682,0.0733713588065854,11.58,2,2,2.6,2.49,74.0,74.0,64892,51900,True,False
YWHAH,Oligodendrocyte,highexpr_up,-0.144650621731899,0.317615470983133,0.1249245389022157,0.0894490280600982,12.13,3,2,3.83,3.5,83.0,82.0,64892,51900,False,False
MTRNR2L12,Oligodendrocyte,highexpr_up,,,0.3837015857669599,0.1092346060530947,16.08,44,42,52.19,49.92,100.0,100.0,64892,51900,True,False
MT-ND1,Oligodendrocyte,highexpr_up,,,0.2345871187169539,0.1319537495294868,16.4,66,59,69.63,62.96,100.0,100.0,64892,51900,True,False
MT-ND2,Oligodendrocyte,highexpr_up,,,0.2202491072985576,0.149062383343984,16.29,62,56,64.99,58.21,100.0,100.0,64892,51900,True,False
MT-ND5,Oligodendrocyte,highexpr_up,,,0.216611726908201,0.1541783307227472,15.74,41,38,44.39,40.19,100.0,100.0,64892,51900,True,False
MT-ND4,Oligodendrocyte,highexpr_up,,,0.1710232169575386,0.2327406071452505,16.11,55,48,58.6,51.23,100.0,100.0,64892,51900,True,False
MT-ATP8,Oligodendrocyte,highexpr_up,,,0.2069910882398771,0.2393271839374832,14.49,17,15,18.85,16.51,100.0,100.0,64892,51900,True,False
MTURN,Oligodendrocyte,highexpr_up,0.0755106785197238,0.705482388441551,0.0872843610749459,0.2846750661246173,12.47,4,4,4.98,4.65,94.0,93.0,64892,51900,True,False
NEFL,Oligodendrocyte,highexpr_up,-0.184957089802678,0.114241252374568,0.0834634308483565,0.3493806717484731,12.09,3,2,3.83,3.52,83.0,82.0,64892,51900,False,False
ENC1,Oligodendrocyte,highexpr_up,-0.196343490194562,0.148266934039603,0.0352219185334389,0.6873841057336569,11.93,2,2,3.4,3.05,74.0,74.0,64892,51900,False,False
MAG,Oligodendrocyte,highexpr_up,-0.0054556902228236,0.97277005244671,0.0221774877865419,0.817557379620544,12.3,4,3,4.5,4.0,90.0,85.0,64892,51900,False,False
MT-ND4L,Oligodendrocyte,highexpr_up,,,0.0432935994403645,0.8410702679466628,15.51,34,26,39.6,30.48,100.0,100.0,64892,51900,True,False
USP22,Pax6,highexpr_up,0.0690109108504176,0.814024824701685,0.2105888576810816,0.0015138822048012,11.94,4,5,4.37,5.02,94.0,96.0,2723,2127,True,True
TEF,Pax6,highexpr_up,0.067075719945388,0.900650529425093,0.1943598110871467,0.0115914545332616,11.56,3,3,3.4,3.7,91.0,92.0,2723,2127,True,True
ENC1,Pax6,highexpr_up,,,0.2288791338727413,0.0150134940493508,12.51,3,4,6.76,7.56,84.0,87.0,2723,2127,True,True
ATP2B4,Pax6,highexpr_up,0.165739384275697,0.307533175661818,0.1272383456793191,0.0689414380368816,12.23,4,4,5.63,6.02,84.0,87.0,2723,2127,True,True
HPCAL1,Pax6,highexpr_up,0.0177433604197767,0.975865071053772,0.1452916955190367,0.0705377707868196,12.05,4,4,4.98,5.34,90.0,90.0,2723,2127,True,True
ZBTB16,Pax6,highexpr_up,-0.0389676392954738,0.949208393704975,0.1227137712235291,0.086578776018355,12.04,4,5,4.87,5.29,90.0,93.0,2723,2127,False,True
KIF1A,Pax6,highexpr_up,-0.110505973350651,0.514692269337851,0.1131128179389243,0.1015984619546218,13.29,10,11,11.81,12.33,99.0,100.0,2723,2127,False,True
GABBR2,Pax6,highexpr_up,-0.0032969066468985,0.992881522215002,0.1005220439403565,0.1040811410126596,12.44,6,6,6.55,6.74,94.0,95.0,2723,2127,False,True
C14orf132,Pax6,highexpr_up,0.100588674950302,0.62272139661461,0.0880638947411602,0.1755635099466297,11.84,4,4,4.41,4.38,94.0,93.0,2723,2127,True,False
PDXK,Pax6,highexpr_up,-0.0450666070679688,0.930369443029435,0.1015495250634918,0.2177664513886033,11.58,3,3,3.53,3.73,91.0,94.0,2723,2127,False,True
OGA,Pax6,highexpr_up,0.0264021054161753,0.956308175195684,0.0959021791512268,0.2310875037035161,12.76,7,7,8.17,8.41,97.0,98.0,2723,2127,True,True
KIF5A,Pax6,highexpr_up,0.0126554056204067,0.982986533874619,0.073490055096994,0.2574013523764282,13.85,16,16,17.28,17.89,100.0,100.0,2723,2127,True,True
MT-ND6,Pax6,highexpr_up,,,0.1555767007498368,0.3588735807704801,13.13,9,9,11.16,10.91,99.0,99.0,2723,2127,True,False
ZNF483,Pax6,highexpr_up,0.0053737816639847,0.995099469128826,0.0671763367976692,0.3714022004378897,13.01,9,10,10.15,10.18,98.0,98.0,2723,2127,True,True
HNRNPH3,Pax6,highexpr_up,0.0626982915367841,0.900650529425093,0.0623731835520844,0.3928807839768328,11.61,3,3,3.76,3.8,91.0,92.0,2723,2127,True,True
SV2A,Pax6,highexpr_up,0.103838976658741,0.62338632065312,0.055516309248964,0.4135838751502765,13.43,11,11,13.12,13.34,99.0,99.0,2723,2127,True,True
YWHAH,Pax6,highexpr_up,0.119740044817579,0.806914083448894,0.0493370862804648,0.4399758713200785,12.99,8,9,9.86,9.93,98.0,99.0,2723,2127,True,True
TNK2,Pax6,highexpr_up,-0.0575259625890456,0.946523578457089,0.0616600831057911,0.5227311675956388,11.67,3,3,3.87,3.9,89.0,91.0,2723,2127,False,True
RIPOR2,Pax6,highexpr_up,0.0890990902016598,0.900650529425093,0.048698129695175,0.533783579673784,11.6,3,3,3.74,3.74,88.0,89.0,2723,2127,True,False
DKK3,Pax6,highexpr_up,-0.0136054115154177,0.982986533874619,0.0455725264524551,0.5416346327743102,13.99,16,16,19.27,18.98,100.0,100.0,2723,2127,False,False
CNN3,Pax6,highexpr_up,0.193365990900799,0.352826556445403,0.0516363971403993,0.5507348733841418,11.63,3,3,3.84,3.94,90.0,90.0,2723,2127,True,True
EDIL3,Pax6,highexpr_up,0.0108739505567883,0.988702701751248,0.073525363799224,0.5514243240704524,11.61,2,1,3.73,3.72,69.0,68.0,2723,2127,True,False
NEFL,Pax6,highexpr_up,,,0.0495579807198971,0.6339614616689548,11.86,3,3,4.39,4.37,88.0,89.0,2723,2127,True,False
MTRNR2L1,Pax6,highexpr_up,,,0.0454203609009802,0.6581117444145359,16.2,82,88,86.2,90.48,100.0,100.0,2723,2127,True,True
ERBB4,Pax6,highexpr_up,0.0880903024039195,0.854225300757599,0.0232138347745656,0.7471460755002008,12.84,7,7,9.04,8.7,94.0,94.0,2723,2127,True,False
MT-ND1,Pax6,highexpr_up,,,0.0304456947306345,0.7534299442002185,15.86,66,65,71.45,71.69,100.0,100.0,2723,2127,True,True
CFAP36,Pax6,highexpr_up,-0.0880279671362987,0.74157595817748,0.0164252690770356,0.7637471145577048,11.63,3,3,3.88,3.81,91.0,90.0,2723,2127,False,False
MT-ATP8,Pax6,highexpr_up,,,0.0369734300285574,0.7670412759468384,14.2,21,20,22.95,21.88,100.0,100.0,2723,2127,True,False
AK5,Pax6,highexpr_up,0.0109335172427708,0.982986533874619,0.0193309290268053,0.7789870054865659,12.87,7,6,9.3,8.9,97.0,96.0,2723,2127,True,False
RELN,Pax6,highexpr_up,-0.094606205047096,0.70259064649126,0.0261048391888208,0.8343920778131814,14.57,19,19,28.76,28.26,82.0,84.0,2723,2127,False,False
CSMD1,Pax6,highexpr_up,-0.0389354574879516,0.914867199956661,0.0070819343739954,0.9187718317835258,12.34,5,5,6.35,6.13,92.0,91.0,2723,2127,False,False
NPIPA1,Pax6,highexpr_up,,,0.0019657738399062,0.982916231146312,12.49,7,7,7.02,6.95,94.0,93.0,2723,2127,True,False
MT-ND5,Pax6,highexpr_up,,,0.0009608986970446428,0.9908345967063776,15.61,59,56,60.98,59.0,100.0,100.0,2723,2127,True,False
USP22,Pvalb,highexpr_up,-0.004797111624616,0.971232347257578,0.276847070920331,0.0007080666611080481,11.8,4,5,4.23,5.27,90.0,94.0,11663,9340,False,True
MBP,Pvalb,highexpr_up,-0.0373955282957862,0.59725239401503,0.2543262623495933,0.0172204474301942,11.77,3,4,4.15,5.14,90.0,92.0,11663,9340,False,True
KIF1A,Pvalb,highexpr_up,-0.0622330619521035,0.263387927091161,0.1600658415985359,0.0512920136088238,13.12,10,12,11.22,12.81,97.0,99.0,11663,9340,False,True
ADCYAP1R1,Pvalb,highexpr_up,-0.0319380212859904,0.662866127360909,0.1173689613784141,0.0754263027757016,12.78,8,9,9.08,9.76,97.0,98.0,11663,9340,False,True
ZNF483,Pvalb,highexpr_up,-0.0114333091486227,0.971232347257578,0.1619846972251739,0.1441819763068307,12.41,6,7,7.05,7.85,94.0,96.0,11663,9340,False,True
TEF,Pvalb,highexpr_up,-0.0016237398705976,0.993231413367624,0.1194329982003377,0.1552645203905707,12.01,4,5,5.24,5.73,94.0,96.0,11663,9340,False,True
DKK3,Pvalb,highexpr_up,0.0009051551120563,0.996535205919542,0.1211257158716645,0.1883107073109259,13.58,14,16,15.57,17.0,99.0,100.0,11663,9340,True,True
KIF5A,Pvalb,highexpr_up,0.0034675850523584,0.974170583332465,0.089869651288883,0.2439209981380599,14.03,20,22,21.12,23.62,100.0,100.0,11663,9340,True,True
SLC32A1,Pvalb,highexpr_up,-0.173280978255992,0.511641158726423,0.0616474467347782,0.3413006585138137,12.2,5,6,6.15,6.6,95.0,96.0,11663,9340,False,True
YWHAH,Pvalb,highexpr_up,-0.0323164800062221,0.872221670174808,0.0678120971338361,0.3423925197618264,13.39,13,14,13.9,14.93,99.0,99.0,11663,9340,False,True
CYP46A1,Pvalb,highexpr_up,-0.0217210139162315,0.768959590641346,0.0700827216567821,0.3665790973697721,11.54,3,4,3.89,4.13,90.0,92.0,11663,9340,False,True
GAD1,Pvalb,highexpr_up,-0.0460811890329756,0.602684041310038,0.0678455162801047,0.4045895377363071,13.86,17,19,19.15,20.76,99.0,100.0,11663,9340,False,True
MTRNR2L1,Pvalb,highexpr_up,,,0.121033583997254,0.4271511473494329,15.15,39,46,43.95,51.8,100.0,100.0,11663,9340,True,True
RTF2,Pvalb,highexpr_up,-0.028768091143366,0.796939973769593,0.0396089688231952,0.5105202587646616,11.58,4,4,4.01,4.17,91.0,93.0,11663,9340,False,True
NEFL,Pvalb,highexpr_up,-0.0096384719369418,0.965828676743199,0.0550881302206608,0.5185828548665555,13.38,13,13,14.05,15.03,99.0,99.0,11663,9340,False,True
MT-ND6,Pvalb,highexpr_up,,,0.0785195847294399,0.5735412980477397,13.59,14,15,16.2,17.06,99.0,100.0,11663,9340,True,True
GABBR2,Pvalb,highexpr_up,-0.007754491500738,0.943504921063542,0.0332177702941341,0.6611814290204248,12.79,8,9,9.23,9.58,98.0,99.0,11663,9340,False,True
SYT2,Pvalb,highexpr_up,0.0574985985018344,0.738571673806201,0.0330789860417084,0.7005656883775997,12.2,5,5,6.28,6.39,95.0,96.0,11663,9340,True,True
PDXK,Pvalb,highexpr_up,0.0182359063985347,0.833644082077185,0.026736589498308,0.7044105994510268,12.39,6,7,6.99,7.33,97.0,97.0,11663,9340,True,True
OGA,Pvalb,highexpr_up,-0.0078899160568605,0.948717020733587,0.025528114299425,0.7384019558116435,13.26,12,12,12.94,13.33,98.0,98.0,11663,9340,False,True
NPIPA1,Pvalb,highexpr_up,-0.0283199941262551,0.881760891602194,0.0261106710804075,0.8177724694956147,12.19,5,6,5.96,6.46,85.0,88.0,11663,9340,False,True
CAPZB,Pvalb,highexpr_up,-0.0165406757498392,0.867154854023132,0.0058606836816325,0.9426399337984592,11.52,3,4,3.8,4.0,91.0,92.0,11663,9340,False,True
NTRK2,Pvalb,highexpr_up,-0.0244623394987175,0.807653457328551,0.0044621445352948,0.9620367064527586,14.6,31,31,33.54,33.48,100.0,100.0,11663,9340,False,False
NEFM,Pvalb,highexpr_up,0.0140388325410324,0.944187816062848,0.00031655912973273866,0.9966937487390318,12.72,7,7,8.93,9.36,98.0,98.0,11663,9340,True,True
GFAP,Sncg,highexpr_up,,,0.5724864251172141,0.054225904418031,11.71,1,2,2.33,3.63,72.0,75.0,2802,2830,True,True
RELN,Sncg,highexpr_up,-0.104548690317233,0.87335089660885,0.3180077906455007,0.151143871507842,11.7,0,0,2.29,2.75,32.0,33.0,2802,2830,False,True
MT-ND6,Sncg,highexpr_up,,,0.2398675007277625,0.1595775457314354,13.36,7,7,8.32,8.45,97.0,98.0,2802,2830,True,True
USP22,Sncg,highexpr_up,0.0285177854735211,0.882749361165197,0.096542897837956,0.1794754652142492,11.57,2,2,2.42,2.44,76.0,73.0,2802,2830,True,True
CALB2,Sncg,highexpr_up,0.010116277538269,0.98154062070739,0.136824128226979,0.2798938166638325,12.97,2,2,6.31,6.41,70.0,68.0,2802,2830,True,True
MTRNR2L1,Sncg,highexpr_up,,,0.1260687512179233,0.2809362804078872,16.9,94,90,97.08,94.74,100.0,100.0,2802,2830,True,False
ENC1,Sncg,highexpr_up,-0.105812776094335,0.604369760441254,0.127174072666242,0.2930053441012831,11.98,2,2,3.43,3.16,78.0,77.0,2802,2830,False,False
YWHAH,Sncg,highexpr_up,0.0194374832631357,0.971952169609152,0.0370712506570871,0.5780110158283585,12.55,4,4,5.01,4.7,89.0,88.0,2802,2830,True,False
MT-ND1,Sncg,highexpr_up,,,0.0735649015226165,0.62012448755008,16.21,58,53,64.62,59.26,100.0,100.0,2802,2830,True,False
MTRNR2L12,Sncg,highexpr_up,,,0.0722754932245309,0.6239435163628818,16.71,77,75,84.87,81.17,100.0,100.0,2802,2830,True,False
KIF1A,Sncg,highexpr_up,-0.0854838566795908,0.380414381092823,0.025301955372248,0.6571837946467853,12.92,5,4,6.51,6.0,92.0,91.0,2802,2830,False,False
MT-ATP8,Sncg,highexpr_up,,,0.0579886370599287,0.6894096474629116,14.38,16,15,18.11,16.34,100.0,100.0,2802,2830,True,False
CNN3,Sncg,highexpr_up,0.0358716852806092,0.892625458108576,0.0342213572385144,0.7374896381176563,11.57,2,1,2.54,2.45,75.0,71.0,2802,2830,True,False
KIF5A,Sncg,highexpr_up,-0.0249889238169896,0.915801923999365,0.0216414114128599,0.7574498568666477,13.57,9,8,10.2,9.31,98.0,98.0,2802,2830,False,False
MT-ND5,Sncg,highexpr_up,,,0.0273496000461629,0.8335980077845293,15.81,45,40,48.77,43.84,100.0,100.0,2802,2830,True,False
C14orf132,Sncg,highexpr_up,0.0869503926751628,0.48165732027119,0.0107591659388768,0.8914543372131367,11.69,2,2,2.76,2.54,79.0,76.0,2802,2830,True,False
MT-ND4,Sncg,highexpr_up,,,0.0027095456163831,0.9832114746540508,16.13,57,49,62.1,54.38,100.0,100.0,2802,2830,True,False
MBP,Sst,highexpr_up,-0.0728150339406327,0.584780433319986,0.4231452164791701,0.000688198864755005,12.19,3,4,4.29,5.34,87.0,90.0,14356,13242,False,True
USP22,Sst,highexpr_up,0.0181342343188341,0.877346992816787,0.1717740842015659,0.013187714173137,11.65,3,3,3.38,3.39,89.0,88.0,14356,13242,True,True
TMSB10,Sst,highexpr_up,0.002313194402537,0.993305252436422,0.2165240732277359,0.0173548763535599,11.81,3,3,3.68,3.75,88.0,89.0,14356,13242,True,True
ENC1,Sst,highexpr_up,-0.101111129276719,0.37802547697504,0.18225033900904,0.0409735564110962,12.12,3,3,4.68,4.69,85.0,87.0,14356,13242,False,True
MT-ND6,Sst,highexpr_up,,,0.24257196207102,0.0638456591562515,13.59,12,12,13.17,13.54,99.0,100.0,14356,13242,True,True
KIF5A,Sst,highexpr_up,-0.0204417113468412,0.776198364537017,0.0865135886788429,0.1527960047435196,13.9,15,15,16.42,15.93,100.0,100.0,14356,13242,False,False
MTRNR2L1,Sst,highexpr_up,,,0.2477778558850205,0.1747788470772958,16.23,67,77,73.26,83.95,100.0,100.0,14356,13242,True,True
SNPH,Sst,highexpr_up,0.0015399607849298,0.993305252436422,0.1000154356189388,0.2537683774122412,11.53,3,3,3.14,3.07,88.0,87.0,14356,13242,True,False
MT-ND4,Sst,highexpr_up,,,0.0992718304828725,0.5515218912553911,16.09,68,67,71.53,70.13,100.0,100.0,14356,13242,True,False
NEFL,Sst,highexpr_up,-0.0496901593449041,0.730401881882886,0.0488249609618351,0.5528797328693208,12.41,5,4,6.21,5.62,95.0,95.0,14356,13242,False,False
MTRNR2L12,Sst,highexpr_up,,,0.1152351814110535,0.5601700461102633,15.67,45,48,51.83,53.72,100.0,100.0,14356,13242,True,True
MT-ATP8,Sst,highexpr_up,,,0.1049503401496837,0.5792408344466223,14.49,22,21,23.56,22.97,100.0,100.0,14356,13242,True,False
MT-ND1,Sst,highexpr_up,,,0.084068839402544,0.587161214826664,16.45,91,87,93.16,90.23,100.0,100.0,14356,13242,True,False
MT-ND5,Sst,highexpr_up,,,0.0703287109053444,0.6471529872616493,15.93,63,61,64.56,62.63,100.0,100.0,14356,13242,True,False
TNK2,Sst,highexpr_up,-0.0906465980738931,0.108593551280959,0.0430952250933716,0.6648475622489249,11.74,3,3,3.67,3.46,89.0,89.0,14356,13242,False,False
MT-ND2,Sst,highexpr_up,,,0.0522136740484189,0.7200546511029182,16.39,88,84,90.47,86.32,100.0,100.0,14356,13242,True,False
NPIPA1,Sst,highexpr_up,-0.0329835622505721,0.857381392334292,0.0334854000215532,0.7438381236564614,12.47,6,6,6.11,5.83,92.0,91.0,14356,13242,False,False
KIF1A,Sst,highexpr_up,-0.0394134579023008,0.533770217196373,0.0178520989139285,0.7494566518848794,13.17,9,8,10.31,9.37,99.0,98.0,14356,13242,False,False
