sample_id,x,y,subclass,supertype,layer,qc_pass
Br1139,10954.60484,7191.875752,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10947.16744,7193.380204,VLMC,SMC-SEAAD,WM,True
Br1139,10944.21788,7185.237192,VLMC,Pericyte_2-SEAAD,WM,True
Br1139,10993.28834,7148.14312,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10978.19224,7141.89576,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10985.26434,7140.527128,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10905.3389,6883.342624,Astrocyte,Astro_4,WM,True
Br1139,10914.26384,6866.835668,VLMC,Pericyte_2-SEAAD,WM,True
Br1139,10909.80138,6855.989676,Microglia-PVM,Micro-PVM_4-SEAAD,WM,True
Br1139,10926.01088,6879.475188,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10934.19636,6897.291188,OPC,OPC_2_1-SEAAD,WM,True
Br1139,10953.01524,6901.6347,Microglia-PVM,Micro-PVM_4-SEAAD,WM,True
Br1139,10946.75106,6891.57918,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10926.21478,6887.686308,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10913.89842,6908.349744,Oligodendrocyte,Oligo_2_1-SEAAD,WM,False
Br1139,10925.10984,6930.968156,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10941.396,6918.915252,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10942.7304,6911.545664,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10925.90062,6908.7322,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10938.64196,6953.450728,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10843.11902,6963.608244,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10862.26944,6960.225176,OPC,OPC_1,WM,True
Br1139,10928.45886,7043.601652,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10942.95154,7047.350136,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10934.62144,7048.106704,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10846.17886,6999.809716,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10904.69288,7000.515208,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10891.07602,7001.467148,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10877.72236,7013.911236,VLMC,Pericyte_2-SEAAD,WM,True
Br1139,10853.46346,7008.828216,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10873.6934,7002.784744,VLMC,Pericyte_2-SEAAD,WM,True
Br1139,10912.90386,7050.546128,Microglia-PVM,Micro-PVM_4-SEAAD,WM,False
Br1139,10911.5523,7070.121664,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10897.17896,7064.401196,VLMC,Pericyte_2-SEAAD,WM,True
Br1139,10906.20596,7051.498212,Microglia-PVM,Micro-PVM_4-SEAAD,WM,True
Br1139,10906.63102,7061.145664,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10865.85638,6986.14176,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10902.4403,6992.873676,Microglia-PVM,Micro-PVM_4-SEAAD,WM,True
Br1139,10924.94834,6987.544176,Microglia-PVM,Micro-PVM_4-SEAAD,WM,True
Br1139,10875.8185,6989.856204,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10883.18784,6986.906716,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10874.90036,6928.987708,OPC,OPC_1,WM,False
Br1139,10873.634,6943.650224,Microglia-PVM,Micro-PVM_4-SEAAD,WM,False
Br1139,10841.9374,6931.65678,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10891.28828,6873.321168,Astrocyte,Astro_3,WM,True
Br1139,10895.5553,6900.5807,Astrocyte,Astro_3,WM,True
Br1139,10901.37778,6865.458716,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10895.45324,6857.001116,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10900.74892,6911.953688,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10896.00592,6941.907652,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10890.69338,6916.654256,Unassigned,Unassigned,WM,False
Br1139,10844.16432,6908.970124,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10863.17026,6918.796136,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10862.66888,6900.597744,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10861.9038,6907.083204,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10854.03286,6871.485228,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10971.51138,6857.392212,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10956.34742,6883.555232,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10964.64344,6873.321132,Astrocyte,Astro_3,WM,True
Br1139,10973.9935,6891.001192,Astrocyte,Astro_3,WM,True
Br1139,10964.71994,6889.734604,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10984.02332,6954.411156,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10976.0335,6968.23214,VLMC,Pericyte_1,WM,True
Br1139,10982.22144,6963.472124,VLMC,Pericyte_2-SEAAD,WM,True
Br1139,10975.08126,7057.346168,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10968.23036,7059.981136,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10960.18096,7047.469104,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10979.96876,7039.309128,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10953.88228,6996.885728,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10959.95984,6996.248128,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10970.80606,6977.862676,Endothelial,Endo_1,WM,True
Br1139,10964.92382,6976.1627,OPC,OPC_2_1-SEAAD,WM,True
Br1139,10958.90592,6972.34622,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10960.19784,6919.68022,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10984.67794,6912.446728,Astrocyte,Astro_3,WM,True
Br1139,10977.02782,6904.1082,Astrocyte,Astro_3,WM,True
Br1139,10988.63032,6928.8857,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10804.89454,6858.250668,VLMC,Pericyte_2-SEAAD,WM,False
Br1139,10778.74848,6887.269748,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10789.27984,6876.874188,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10768.49746,6860.902744,Astrocyte,Astro_3,WM,True
Br1139,10797.10842,6880.10414,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10776.98904,6862.61968,Astrocyte,Astro_3,WM,True
Br1139,10769.78946,6907.304212,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10778.7058,6940.360616,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10765.2505,6917.3511,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10799.86254,6896.381668,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10808.54088,6898.566124,OPC,OPC_1,WM,True
Br1139,10763.95854,6898.047728,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10816.19084,6880.155276,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10816.36946,6914.707796,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10821.17184,6902.059644,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10832.10284,6894.707284,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10804.87732,6978.143248,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10827.82742,7000.217632,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10821.98796,6991.122656,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10832.17094,6991.658132,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10812.38284,7039.19022,Oligodendrocyte,Oligo_3,WM,True
Br1139,10828.19278,7057.839252,Unassigned,Unassigned,WM,False
Br1139,10787.46098,7055.8417,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10820.58566,7049.5602,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10818.8684,7041.468164,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10823.53478,7020.1332,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10802.98178,7031.761224,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10814.07446,7019.223716,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10778.69734,7003.39668,OPC,OPC_2_2-SEAAD,WM,True
Br1139,10779.44532,7038.391228,VLMC,Pericyte_2-SEAAD,WM,True
Br1139,10765.05492,7015.798192,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10781.23892,7026.270188,Oligodendrocyte,Oligo_1,WM,True
Br1139,10775.86682,7020.583604,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10778.04296,7013.350196,OPC,OPC_2_1-SEAAD,WM,True
Br1139,10776.05386,7095.341204,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10805.38732,7080.78078,Oligodendrocyte,Oligo_1,WM,True
Br1139,10799.76894,7094.482732,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10790.4444,7084.954208,Unassigned,Unassigned,WM,False
Br1139,10806.58588,7232.114652,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10790.14696,7237.027668,VLMC,Pericyte_2-SEAAD,WM,True
Br1139,10798.2729,7234.749752,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10793.16432,7131.083704,Astrocyte,Astro_3,WM,True
Br1139,10766.91638,7141.241148,Microglia-PVM,Micro-PVM_3-SEAAD,WM,True
Br1139,10808.5494,7139.184172,OPC,OPC_2_1-SEAAD,WM,False
Br1139,10785.24252,7135.265672,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10821.23982,7093.335216,Oligodendrocyte,Oligo_3,WM,True
Br1139,10819.78646,7122.889768,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10821.25692,7115.265184,Unassigned,Unassigned,WM,False
Br1139,10826.90096,7110.13124,Oligodendrocyte,Oligo_3,WM,True
Br1139,10826.74788,7098.333236,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10809.5269,6710.503792,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10805.48086,6719.105736,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10816.12282,6716.3602,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10795.39992,6712.543692,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10772.13536,6766.807704,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10760.59234,6766.87572,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10762.93848,6771.941696,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10762.4879,6761.571728,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10771.48938,6758.273684,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10769.38128,6780.11018,OPC,OPC_1,WM,True
Br1139,10786.68742,6763.161148,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10805.94838,6767.275108,OPC,OPC_2_1-SEAAD,WM,True
Br1139,10795.85898,6756.063684,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10821.43546,6735.451228,Astrocyte,Astro_3,WM,True
Br1139,10843.0084,6735.298184,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10830.41156,6728.04766,Astrocyte,Astro_3,WM,True
Br1139,10929.88694,6733.963692,Microglia-PVM,Micro-PVM_4-SEAAD,L6,True
Br1139,10939.5599,6751.67772,Oligodendrocyte,Oligo_2_1-SEAAD,L6,True
Br1139,10930.3033,6750.479212,VLMC,Pericyte_2-SEAAD,L6,True
Br1139,10920.20544,6748.10764,Oligodendrocyte,Oligo_2_1-SEAAD,L6,True
Br1139,10937.07794,6738.171176,Oligodendrocyte,Oligo_2_1-SEAAD,L6,True
Br1139,10975.16642,6805.525252,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10946.44498,6849.215236,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10951.37492,6839.831212,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10953.25332,6829.189188,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10939.51728,6795.580196,Astrocyte,Astro_3,WM,True
Br1139,10915.25844,6845.840708,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10920.4689,6817.884164,Unassigned,Unassigned,WM,False
Br1139,10912.3938,6804.105756,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10954.73234,6746.305668,Oligodendrocyte,Oligo_2_1-SEAAD,L6,True
Br1139,10960.25738,6769.162296,Oligodendrocyte,Oligo_2_1-SEAAD,L6,True
Br1139,10948.27236,6761.724644,Oligodendrocyte,Oligo_2_1-SEAAD,L6,True
Br1139,10947.48188,6754.465648,Oligodendrocyte,Oligo_2_1-SEAAD,L6,True
Br1139,10941.42996,6714.617756,Oligodendrocyte,Oligo_2_1-SEAAD,L6,True
Br1139,10957.1293,6725.030268,Oligodendrocyte,Oligo_2_1-SEAAD,L6,True
Br1139,10954.47736,6716.58114,VLMC,Pericyte_2-SEAAD,L6,True
Br1139,10930.61798,6764.317164,Oligodendrocyte,Oligo_2_1-SEAAD,L6,True
Br1139,10925.1355,6771.431708,Oligodendrocyte,Oligo_2_1-SEAAD,L6,True
Br1139,10928.32292,6784.215696,VLMC,Pericyte_2-SEAAD,WM,True
Br1139,10920.95342,6778.240304,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10936.37238,6774.925208,Oligodendrocyte,Oligo_2_1-SEAAD,L6,True
Br1139,10762.25846,6847.889164,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10785.84592,6806.001188,VLMC,Pericyte_2-SEAAD,WM,True
Br1139,10781.72346,6817.034228,Oligodendrocyte,Oligo_1,WM,True
Br1139,10773.06182,6823.910632,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10796.53898,6837.935664,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10810.98888,6850.175744,Unassigned,Unassigned,WM,False
Br1139,10808.55792,6819.499212,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10860.9179,6808.593776,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10871.82334,6839.865232,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10880.2468,6825.644728,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10852.7495,6818.224168,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10818.39232,6796.49822,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10835.64732,6834.374248,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10820.93396,6834.943632,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10839.03034,6806.34974,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10830.92132,6785.52464,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10818.03556,6775.95368,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10875.368,6794.237112,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10880.23828,6798.019764,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10866.92738,6798.23218,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10872.39292,6785.167748,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10848.7035,6787.981204,Microglia-PVM,Micro-PVM_4-SEAAD,WM,True
Br1139,10856.83786,6784.122148,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10859.35396,6742.523172,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10854.21148,6726.815188,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10880.5698,6723.449204,VLMC,Pericyte_2-SEAAD,L6,False
Br1139,10870.97342,6723.568124,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10868.77192,6774.52574,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10894.79052,6777.126712,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10890.54042,6788.644192,Oligodendrocyte,Oligo_3,WM,True
Br1139,10904.38684,6784.963704,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10897.23856,6716.42814,VLMC,SMC-SEAAD,L6,True
Br1139,10910.37936,6750.164664,Oligodendrocyte,Oligo_2_1-SEAAD,L6,True
Br1139,10899.25296,6727.911616,Oligodendrocyte,Oligo_2_1-SEAAD,L6,True
Br1139,10888.6108,6724.035812,Oligodendrocyte,Oligo_2_1-SEAAD,L6,True
Br1139,10857.161,6582.723264,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10888.70438,6604.219728,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10884.59036,6596.926616,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10855.10396,6603.310176,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10871.9934,6593.467232,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10935.70926,6631.76816,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10895.80174,6629.226688,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10891.94302,6612.45622,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10914.39142,6614.011744,Oligodendrocyte,Oligo_2_1-SEAAD,WM,False
Br1139,10849.94436,6611.835716,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10842.44736,6616.689172,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10865.13398,6625.84366,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10854.6534,6623.905652,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10859.94038,6613.13624,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10973.04992,6585.137172,Oligodendrocyte,Oligo_1,WM,True
Br1139,10920.59634,6606.769648,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10931.95252,6602.298744,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10946.21544,6587.54274,Microglia-PVM,Micro-PVM_2_3-SEAAD,WM,True
Br1139,10925.94298,6591.869216,Microglia-PVM,Micro-PVM_4-SEAAD,WM,True
Br1139,10911.67144,6586.055236,Astrocyte,Astro_3,WM,True
Br1139,10921.34452,6644.9602,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10933.7545,6660.073272,VLMC,Pericyte_1,L6,True
Br1139,10898.32638,6644.900708,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10912.75938,6687.800212,VLMC,SMC-SEAAD,L6,True
Br1139,10903.163,6669.533676,VLMC,Pericyte_2-SEAAD,WM,True
Br1139,10887.71832,6684.034648,VLMC,SMC-SEAAD,WM,True
Br1139,10882.14254,6680.473116,VLMC,VLMC_1,WM,True
Br1139,10906.15498,6680.328768,VLMC,Pericyte_2-SEAAD,L6,True
Br1139,10895.76782,6679.759292,VLMC,SMC-SEAAD,L6,True
Br1139,10876.77028,6653.902252,Astrocyte,Astro_3,WM,True
Br1139,10854.06694,6696.971688,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10864.1564,6670.893688,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10841.63128,6605.2397,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10846.90128,6596.025684,VLMC,Pericyte_2-SEAAD,WM,True
Br1139,10796.58986,6590.373124,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10823.94308,6595.881168,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10797.95858,6702.258732,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10810.87846,6703.210672,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10823.22884,6702.122708,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10814.16788,6659.792656,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10808.7279,6692.07572,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10818.14586,6689.891236,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10801.63892,6660.744628,Microglia-PVM,Micro-PVM_4-SEAAD,WM,True
Br1139,10787.74122,6613.136244,Astrocyte,Astro_3,WM,True
Br1139,10786.91696,6644.87524,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10800.07496,6632.77966,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10830.75138,6631.173192,Oligodendrocyte,Oligo_2_1-SEAAD,WM,False
Br1139,10813.37734,6630.306244,Astrocyte,Astro_3,WM,True
Br1139,10685.33338,6057.491176,L4 IT,L4 IT_2,L6,True
Br1139,10670.22884,6043.53414,Endothelial,Endo_2,L5,True
Br1139,10663.48832,6036.938264,Oligodendrocyte,Oligo_2_1-SEAAD,L5,True
Br1139,10681.76334,6182.279756,Oligodendrocyte,Oligo_2_1-SEAAD,L6,True
Br1139,10663.91328,6251.962672,Oligodendrocyte,Oligo_3,L6,True
Br1139,10657.87002,6241.252696,Astrocyte,Astro_3,L6,True
Br1139,10662.50236,6207.108172,Oligodendrocyte,Oligo_2_1-SEAAD,L6,True
Br1139,10674.65742,6146.375648,Oligodendrocyte,Oligo_2_1-SEAAD,L6,True
Br1139,10675.38838,6174.10268,Oligodendrocyte,Oligo_3,L6,True
Br1139,10683.60786,6173.108196,L6b,L6b_6,L6,True
Br1139,10684.96784,6165.330664,L6b,L6b_6,L6,True
Br1139,10665.61342,6066.34814,Oligodendrocyte,Oligo_1,L6,True
Br1139,10670.17784,6107.870792,L6 IT,L6 IT_1,L6,True
Br1139,10659.78236,6072.043172,L6 IT Car3,L6 IT Car3_3,L6,True
Br1139,10687.72196,6070.581252,Endothelial,Endo_2,L6,True
Br1139,10681.5084,6282.0613,Astrocyte,Astro_3,L6,True
Br1139,10693.86732,6273.416736,Astrocyte,Astro_5,L6,True
Br1139,10698.07482,6267.619696,L6b,L6b_6,L6,True
Br1139,10657.51288,6388.158228,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10683.20856,6406.416144,Oligodendrocyte,Oligo_1,WM,True
Br1139,10651.0528,6392.399624,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10664.52524,6390.546768,Oligodendrocyte,Oligo_3,WM,True
Br1139,10651.87746,6331.616224,Endothelial,Endo_1,L6,True
Br1139,10676.86744,6340.583708,Astrocyte,Astro_3,L6,True
Br1139,10683.16586,6337.226212,Unassigned,Unassigned,WM,False
Br1139,10585.39882,6122.125192,L6b,L6b_6,L6,True
Br1139,10551.01638,6166.121292,Endothelial,Endo_1,L6,True
Br1139,10607.42228,6144.352716,Astrocyte,Astro_2,L6,True
Br1139,10561.56488,6171.11076,Endothelial,Endo_2,L6,True
Br1139,10537.2718,6125.372276,Oligodendrocyte,Oligo_2_1-SEAAD,L6,True
Br1139,10545.72072,6268.98822,Astrocyte,Astro_5,L6,True
Br1139,10565.72154,6312.07468,Oligodendrocyte,Oligo_4,L6,True
Br1139,10537.9009,6286.838156,Oligodendrocyte,Oligo_2_1-SEAAD,L6,False
Br1139,10556.97482,6279.970196,Unassigned,Unassigned,L6,False
Br1139,10562.44884,6255.98322,OPC,OPC_2_2-SEAAD,L6,False
Br1139,10581.3869,6195.998732,Microglia-PVM,Micro-PVM_2_1-SEAAD,L6,True
Br1139,10579.20242,6187.838728,Microglia-PVM,Micro-PVM_2_1-SEAAD,L6,True
Br1139,10567.16638,6249.582688,OPC,OPC_2_1-SEAAD,L6,False
Br1139,10637.0194,6165.007612,L6 CT,L6 CT_4,L6,True
Br1139,10642.11932,6428.941208,OPC,OPC_1,WM,False
Br1139,10625.65482,6384.6477,Microglia-PVM,Micro-PVM_2_1-SEAAD,WM,True
Br1139,10616.62786,6258.048776,Oligodendrocyte,Oligo_2_1-SEAAD,L6,True
Br1139,10632.45492,6259.28966,OPC,OPC_2_1-SEAAD,L6,True
Br1139,10622.35692,6183.911684,Endothelial,Endo_1,L6,True
Br1139,10578.08898,6070.343168,Sst,Sst_1,L6,True
Br1139,10606.78504,6076.7862,VLMC,Pericyte_2-SEAAD,L6,True
Br1139,10589.96336,6086.994668,Astrocyte,Astro_5,L6,True
Br1139,10583.0019,6081.937092,L5/6 NP,L5/6 NP_6,L6,True
Br1139,10593.44838,6076.658772,L5/6 NP,L5/6 NP_4,L6,True
Br1139,10588.2464,6106.64674,L5/6 NP,L5/6 NP_1,L6,True
Br1139,10586.90332,6098.418644,Oligodendrocyte,Oligo_4,L6,True
Br1139,10578.92212,6092.29872,L6b,L6b_6,L6,True
Br1139,10618.1918,6075.553716,Endothelial,Endo_3,L6,True
Br1139,10632.14912,6085.235152,OPC,OPC_2_1-SEAAD,L6,True
Br1139,10616.5343,6082.9657,VLMC,Pericyte_2-SEAAD,L6,False
Br1139,10663.88794,6520.936744,Astrocyte,Astro_3,WM,True
Br1139,10666.57396,6534.757716,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10687.93438,6532.47968,Oligodendrocyte,Oligo_4,WM,True
Br1139,10683.19128,6544.507272,Microglia-PVM,Micro-PVM_4-SEAAD,WM,True
Br1139,10669.36204,6576.1612,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10676.11096,6575.736228,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10679.74038,6552.378168,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10618.3619,6526.631776,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10654.00236,6525.85822,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10651.16346,6519.687208,VLMC,Pericyte_2-SEAAD,WM,False
Br1139,10705.12992,6596.042592,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10699.47756,6645.529692,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10708.95482,6631.266676,Oligodendrocyte,Oligo_3,WM,True
Br1139,10701.76404,6615.414168,Oligodendrocyte,Oligo_2_1-SEAAD,WM,True
Br1139,10703.42998,6579.04276,OPC,OPC_1,WM,True
Br1139,10655.8724,6597.156232,OPC,OPC_2_1-SEAAD,WM,True
