celltype,donor,gene,count
Chandelier,Br6496,SPRY2,936
Chandelier,Br6496,SSBP1,397
Chandelier,Br6496,SST,313
Chandelier,Br6496,SV2A,3627
Chandelier,Br6496,SVBP,93
Chandelier,Br6496,SYK,14
Chandelier,Br6496,SYT2,1255
Chandelier,Br6496,SYTL4,18
Chandelier,Br6496,TAGLN,86
Chandelier,Br6496,TEF,1112
Chandelier,Br6496,TF,95
Chandelier,Br6496,THEMIS,14
Chandelier,Br6496,TIMP1,18
Chandelier,Br6496,TMEM119,13
Chandelier,Br6496,TMEM144,81
Chandelier,Br6496,TMSB10,914
Chandelier,Br6496,TNFSF10,9
Chandelier,Br6496,TNK2,967
Chandelier,Br6496,TRABD2A,8
Chandelier,Br6496,TREM2,6
Chandelier,Br6496,TSC22D3,561
Chandelier,Br6496,TTC9B,660
Chandelier,Br6496,TXNIP,88
Chandelier,Br6496,TYROBP,10
Chandelier,Br6496,UGT8,11
Chandelier,Br6496,UQCRFS1,1619
Chandelier,Br6496,USP22,1294
Chandelier,Br6496,VAMP1,982
Chandelier,Br6496,VGF,1078
Chandelier,Br6496,VIM,400
Chandelier,Br6496,VIP,24
Chandelier,Br6496,XRRA1,89
Chandelier,Br6496,YWHAH,3659
Chandelier,Br6496,ZBTB16,332
Chandelier,Br6496,ZNF483,1613
Chandelier,Br6496,ZNF804A,346
Chandelier,Br6496,ZP3,46
Chandelier,Br8433,A2M,121
Chandelier,Br8433,ABCA2,1085
Chandelier,Br8433,ABCG2,55
Chandelier,Br8433,ACO1,552
Chandelier,Br8433,ACTA2,266
Chandelier,Br8433,ACY3,17
Chandelier,Br8433,ADAM28,66
Chandelier,Br8433,ADCYAP1,81
Chandelier,Br8433,ADCYAP1R1,2324
Chandelier,Br8433,ADIRF,16
Chandelier,Br8433,AIF1,10
Chandelier,Br8433,AJ009632.2,44
Chandelier,Br8433,AK5,5895
Chandelier,Br8433,AKAP8L,157
Chandelier,Br8433,AKT1,1011
Chandelier,Br8433,ALCAM,1409
Chandelier,Br8433,ALDH1A1,87
Chandelier,Br8433,ALOX5AP,21
Chandelier,Br8433,ANLN,26
Chandelier,Br8433,APOLD1,35
Chandelier,Br8433,AQP1,80
Chandelier,Br8433,AQP4,812
Chandelier,Br8433,ARPC1B,62
Chandelier,Br8433,ARPP19,334
Chandelier,Br8433,ARRDC3,217
Chandelier,Br8433,ATP2B4,389
Chandelier,Br8433,BAIAP3,288
Chandelier,Br8433,BCAS1,190
Chandelier,Br8433,BCL6,630
Chandelier,Br8433,BDNF,23
Chandelier,Br8433,BLCAP,1250
Chandelier,Br8433,C14orf132,963
Chandelier,Br8433,C1QA,104
Chandelier,Br8433,C1QB,39
Chandelier,Br8433,C1QL2,53
Chandelier,Br8433,C1orf61,1002
Chandelier,Br8433,C3,124
Chandelier,Br8433,C4A,90
Chandelier,Br8433,CABP1,1872
Chandelier,Br8433,CACNA1C,364
Chandelier,Br8433,CALB1,1626
Chandelier,Br8433,CALB2,83
Chandelier,Br8433,CAMK2N1,13311
Chandelier,Br8433,CAPN3,51
Chandelier,Br8433,CAPZB,1013
Chandelier,Br8433,CARTPT,84
Chandelier,Br8433,CASC3,1011
Chandelier,Br8433,CCK,856
Chandelier,Br8433,CCNI,8220
Chandelier,Br8433,CD52,1
Chandelier,Br8433,CD53,20
Chandelier,Br8433,CD68,63
Chandelier,Br8433,CD74,100
Chandelier,Br8433,CFAP36,1565
Chandelier,Br8433,CHI3L1,28
Chandelier,Br8433,CHST1,643
Chandelier,Br8433,CLDN11,50
Chandelier,Br8433,CLDN5,18
Chandelier,Br8433,CLDND1,899
Chandelier,Br8433,CNDP1,56
Chandelier,Br8433,CNN3,794
Chandelier,Br8433,CNP,795
Chandelier,Br8433,COMT,227
Chandelier,Br8433,CORT,228
Chandelier,Br8433,COX5A,1030
Chandelier,Br8433,CRHBP,382
Chandelier,Br8433,CRYM,192
Chandelier,Br8433,CSF1R,56
Chandelier,Br8433,CSMD1,1202
Chandelier,Br8433,CTIF,506
Chandelier,Br8433,CUX2,408
Chandelier,Br8433,CX3CR1,53
Chandelier,Br8433,CXCL14,243
Chandelier,Br8433,CXCR4,12
Chandelier,Br8433,CYBA,2
Chandelier,Br8433,CYBB,28
Chandelier,Br8433,CYP46A1,1290
Chandelier,Br8433,DACH1,26
Chandelier,Br8433,DBNDD2,900
Chandelier,Br8433,DCC,134
Chandelier,Br8433,DDIT4,368
Chandelier,Br8433,DEAF1,201
Chandelier,Br8433,DIRAS2,542
Chandelier,Br8433,DISC1,57
Chandelier,Br8433,DKK3,5283
Chandelier,Br8433,EDIL3,2723
Chandelier,Br8433,EGR1,194
Chandelier,Br8433,EGR3,429
Chandelier,Br8433,ELMSAN1,154
Chandelier,Br8433,ELOC,818
Chandelier,Br8433,ENC1,2418
Chandelier,Br8433,ENPP2,96
Chandelier,Br8433,EPAS1,195
Chandelier,Br8433,ERBB4,4705
Chandelier,Br8433,EVI2A,22
Chandelier,Br8433,FABP3,988
Chandelier,Br8433,FGFR3,489
Chandelier,Br8433,FILIP1,77
Chandelier,Br8433,FKBP5,58
Chandelier,Br8433,FLT1,77
Chandelier,Br8433,FREM3,71
Chandelier,Br8433,FSCN1,1098
Chandelier,Br8433,FSTL4,270
Chandelier,Br8433,FURIN,96
Chandelier,Br8433,GABBR2,2604
Chandelier,Br8433,GABPB1-AS1,88
Chandelier,Br8433,GAD1,3334
Chandelier,Br8433,GAD2,738
Chandelier,Br8433,GADD45G,52
Chandelier,Br8433,GALNT16,398
Chandelier,Br8433,GATD3A,821
Chandelier,Br8433,GATD3B,725
Chandelier,Br8433,GFAP,299
Chandelier,Br8433,GJA1,916
Chandelier,Br8433,GJB1,22
Chandelier,Br8433,GNAL,1367
Chandelier,Br8433,GPR34,8
Chandelier,Br8433,GPR6,556
Chandelier,Br8433,GPX3,164
Chandelier,Br8433,GRIN2A,168
Chandelier,Br8433,GSTM5,26
Chandelier,Br8433,HBA1,32
Chandelier,Br8433,HHIP,28
Chandelier,Br8433,HIF3A,69
Chandelier,Br8433,HLA-B,265
Chandelier,Br8433,HLA-DPA1,34
Chandelier,Br8433,HLA-DRB1,175
Chandelier,Br8433,HLA-E,86
Chandelier,Br8433,HMGB2,610
Chandelier,Br8433,HNRNPH3,1318
Chandelier,Br8433,HPCAL1,889
Chandelier,Br8433,HSPA8,17643
Chandelier,Br8433,HTR2C,48
Chandelier,Br8433,IFITM3,509
Chandelier,Br8433,IGFBP5,44
Chandelier,Br8433,IGFBP6,135
Chandelier,Br8433,IGSF6,34
Chandelier,Br8433,IRS2,1285
Chandelier,Br8433,ISLR,28
Chandelier,Br8433,ITGAM,2
Chandelier,Br8433,ITGAX,15
Chandelier,Br8433,ITGB2,19
Chandelier,Br8433,ITGB4,10
Chandelier,Br8433,ITM2A,93
Chandelier,Br8433,KANSL1-AS1,32
Chandelier,Br8433,KCNK1,706
Chandelier,Br8433,KIF1A,4976
Chandelier,Br8433,KIF5A,10306
Chandelier,Br8433,KLF2,93
Chandelier,Br8433,KLK6,0
Chandelier,Br8433,KRT17,8
Chandelier,Br8433,LAMP5,324
Chandelier,Br8433,LAPTM5,69
Chandelier,Br8433,LATS1,570
Chandelier,Br8433,LGALS1,268
Chandelier,Br8433,LILRB4,6
Chandelier,Br8433,LINC02714,22
Chandelier,Br8433,LMO4,4399
Chandelier,Br8433,LPAR6,21
Chandelier,Br8433,LST1,27
Chandelier,Br8433,LY86,18
Chandelier,Br8433,LZTS3,677
Chandelier,Br8433,MAG,24
Chandelier,Br8433,MAP2K1,637
Chandelier,Br8433,MAPK3,455
Chandelier,Br8433,MBP,1184
Chandelier,Br8433,MEIS2,133
Chandelier,Br8433,MEPE,35
Chandelier,Br8433,MOBP,118
Chandelier,Br8433,MOG,95
Chandelier,Br8433,MRPL27,361
Chandelier,Br8433,MRPL57,947
Chandelier,Br8433,MT-ATP8,12626
Chandelier,Br8433,MT-ND1,37064
Chandelier,Br8433,MT-ND2,34923
Chandelier,Br8433,MT-ND4,31835
Chandelier,Br8433,MT-ND4L,23531
Chandelier,Br8433,MT-ND5,25704
Chandelier,Br8433,MT-ND6,8370
Chandelier,Br8433,MT1E,48
Chandelier,Br8433,MT1M,45
Chandelier,Br8433,MT1X,30
Chandelier,Br8433,MT2A,198
Chandelier,Br8433,MTRNR2L1,24941
Chandelier,Br8433,MTRNR2L12,15059
Chandelier,Br8433,MTURN,4292
Chandelier,Br8433,MYL6,912
Chandelier,Br8433,MYL9,83
Chandelier,Br8433,NDUFB2,133
Chandelier,Br8433,NDUFB9,1381
Chandelier,Br8433,NEFH,768
Chandelier,Br8433,NEFL,5654
Chandelier,Br8433,NEFM,2331
Chandelier,Br8433,NORAD,5480
Chandelier,Br8433,NOS1,323
Chandelier,Br8433,NOTCH1,108
Chandelier,Br8433,NPIPA1,2592
Chandelier,Br8433,NPTX1,463
Chandelier,Br8433,NPTX2,130
Chandelier,Br8433,NPY,81
Chandelier,Br8433,NR4A2,35
Chandelier,Br8433,NRG1,83
Chandelier,Br8433,NRXN1,2955
Chandelier,Br8433,NTRK2,9380
Chandelier,Br8433,NUDT14,6
Chandelier,Br8433,NUPR1,41
Chandelier,Br8433,NXPH4,71
Chandelier,Br8433,OGA,3403
Chandelier,Br8433,OLFML3,21
Chandelier,Br8433,OLR1,16
Chandelier,Br8433,OSBPL1A,2931
Chandelier,Br8433,OTOS,8
Chandelier,Br8433,P2RY12,78
Chandelier,Br8433,P2RY13,14
Chandelier,Br8433,PAQR6,243
Chandelier,Br8433,PCP4,138
Chandelier,Br8433,PDXK,1922
Chandelier,Br8433,PECAM1,25
Chandelier,Br8433,PFN1,150
Chandelier,Br8433,PLAAT3,182
Chandelier,Br8433,PLD4,26
Chandelier,Br8433,PLEC,812
Chandelier,Br8433,PLP1,361
Chandelier,Br8433,PMP22,98
Chandelier,Br8433,PPM1K,357
Chandelier,Br8433,PSMA7,2113
Chandelier,Br8433,PVALB,6240
Chandelier,Br8433,PWP2,118
Chandelier,Br8433,RANBP1,557
Chandelier,Br8433,RASD1,298
Chandelier,Br8433,RASGRF2,5686
Chandelier,Br8433,RCAN2,3312
Chandelier,Br8433,RELN,35
Chandelier,Br8433,RERGL,27
Chandelier,Br8433,RGS10,69
Chandelier,Br8433,RIPOR2,399
Chandelier,Br8433,RNASE1,175
Chandelier,Br8433,RORB,237
Chandelier,Br8433,RPL36AL,893
Chandelier,Br8433,RPS26,803
Chandelier,Br8433,RTF2,1305
Chandelier,Br8433,S100A6,201
Chandelier,Br8433,S100B,747
Chandelier,Br8433,SAMSN1,3
Chandelier,Br8433,SCG3,2577
Chandelier,Br8433,SCN1B,1761
Chandelier,Br8433,SELPLG,11
Chandelier,Br8433,SERPINA3,26
Chandelier,Br8433,SERPING1,181
Chandelier,Br8433,SESN1,389
Chandelier,Br8433,SLC14A1,32
Chandelier,Br8433,SLC2A1,172
Chandelier,Br8433,SLC32A1,1775
Chandelier,Br8433,SLC39A8,43
Chandelier,Br8433,SLC44A1,354
Chandelier,Br8433,SLN,6
Chandelier,Br8433,SMAD1,165
Chandelier,Br8433,SMIM32,0
Chandelier,Br8433,SMPX,27
Chandelier,Br8433,SMYD2,181
Chandelier,Br8433,SNPH,1574
Chandelier,Br8433,SOD2,5292
Chandelier,Br8433,SOX2-OT,397
Chandelier,Br8433,SPRY2,1602
Chandelier,Br8433,SSBP1,725
Chandelier,Br8433,SST,582
Chandelier,Br8433,SV2A,6187
Chandelier,Br8433,SVBP,176
Chandelier,Br8433,SYK,29
Chandelier,Br8433,SYT2,2256
Chandelier,Br8433,SYTL4,8
Chandelier,Br8433,TAGLN,151
Chandelier,Br8433,TEF,1390
Chandelier,Br8433,TF,189
Chandelier,Br8433,THEMIS,14
Chandelier,Br8433,TIMP1,18
Chandelier,Br8433,TMEM119,19
Chandelier,Br8433,TMEM144,96
Chandelier,Br8433,TMSB10,1259
Chandelier,Br8433,TNFSF10,11
Chandelier,Br8433,TNK2,1633
Chandelier,Br8433,TRABD2A,11
Chandelier,Br8433,TREM2,10
Chandelier,Br8433,TSC22D3,981
Chandelier,Br8433,TTC9B,1195
Chandelier,Br8433,TXNIP,81
Chandelier,Br8433,TYROBP,18
Chandelier,Br8433,UGT8,14
Chandelier,Br8433,UQCRFS1,3036
Chandelier,Br8433,USP22,1816
Chandelier,Br8433,VAMP1,2299
Chandelier,Br8433,VGF,4115
Chandelier,Br8433,VIM,772
Chandelier,Br8433,VIP,32
Chandelier,Br8433,XRRA1,295
Chandelier,Br8433,YWHAH,6079
Chandelier,Br8433,ZBTB16,513
Chandelier,Br8433,ZNF483,2420
Chandelier,Br8433,ZNF804A,648
Chandelier,Br8433,ZP3,62
Chandelier,Br8667,A2M,99
Chandelier,Br8667,ABCA2,864
Chandelier,Br8667,ABCG2,52
Chandelier,Br8667,ACO1,454
Chandelier,Br8667,ACTA2,272
Chandelier,Br8667,ACY3,7
Chandelier,Br8667,ADAM28,47
Chandelier,Br8667,ADCYAP1,43
Chandelier,Br8667,ADCYAP1R1,1609
Chandelier,Br8667,ADIRF,18
Chandelier,Br8667,AIF1,15
Chandelier,Br8667,AJ009632.2,29
Chandelier,Br8667,AK5,5094
Chandelier,Br8667,AKAP8L,126
Chandelier,Br8667,AKT1,755
Chandelier,Br8667,ALCAM,863
Chandelier,Br8667,ALDH1A1,93
Chandelier,Br8667,ALOX5AP,11
Chandelier,Br8667,ANLN,26
Chandelier,Br8667,APOLD1,46
Chandelier,Br8667,AQP1,47
Chandelier,Br8667,AQP4,839
Chandelier,Br8667,ARPC1B,40
Chandelier,Br8667,ARPP19,397
Chandelier,Br8667,ARRDC3,184
Chandelier,Br8667,ATP2B4,296
Chandelier,Br8667,BAIAP3,115
Chandelier,Br8667,BCAS1,127
Chandelier,Br8667,BCL6,409
Chandelier,Br8667,BDNF,25
Chandelier,Br8667,BLCAP,1038
Chandelier,Br8667,C14orf132,677
Chandelier,Br8667,C1QA,61
Chandelier,Br8667,C1QB,25
Chandelier,Br8667,C1QL2,39
Chandelier,Br8667,C1orf61,738
Chandelier,Br8667,C3,90
Chandelier,Br8667,C4A,78
Chandelier,Br8667,CABP1,1349
Chandelier,Br8667,CACNA1C,230
Chandelier,Br8667,CALB1,1313
Chandelier,Br8667,CALB2,72
Chandelier,Br8667,CAMK2N1,12112
Chandelier,Br8667,CAPN3,30
Chandelier,Br8667,CAPZB,822
Chandelier,Br8667,CARTPT,63
Chandelier,Br8667,CASC3,919
Chandelier,Br8667,CCK,658
Chandelier,Br8667,CCNI,8464
Chandelier,Br8667,CD52,1
Chandelier,Br8667,CD53,19
Chandelier,Br8667,CD68,44
Chandelier,Br8667,CD74,69
Chandelier,Br8667,CFAP36,1438
Chandelier,Br8667,CHI3L1,18
Chandelier,Br8667,CHST1,433
Chandelier,Br8667,CLDN11,25
Chandelier,Br8667,CLDN5,8
Chandelier,Br8667,CLDND1,667
Chandelier,Br8667,CNDP1,30
Chandelier,Br8667,CNN3,558
Chandelier,Br8667,CNP,644
Chandelier,Br8667,COMT,138
Chandelier,Br8667,CORT,228
Chandelier,Br8667,COX5A,1073
Chandelier,Br8667,CRHBP,255
Chandelier,Br8667,CRYM,153
Chandelier,Br8667,CSF1R,35
Chandelier,Br8667,CSMD1,1033
Chandelier,Br8667,CTIF,352
Chandelier,Br8667,CUX2,230
Chandelier,Br8667,CX3CR1,51
Chandelier,Br8667,CXCL14,208
Chandelier,Br8667,CXCR4,7
Chandelier,Br8667,CYBA,5
Chandelier,Br8667,CYBB,28
Chandelier,Br8667,CYP46A1,844
Chandelier,Br8667,DACH1,15
Chandelier,Br8667,DBNDD2,810
Chandelier,Br8667,DCC,72
Chandelier,Br8667,DDIT4,260
Chandelier,Br8667,DEAF1,142
Chandelier,Br8667,DIRAS2,386
Chandelier,Br8667,DISC1,28
Chandelier,Br8667,DKK3,3922
Chandelier,Br8667,EDIL3,2462
Chandelier,Br8667,EGR1,126
Chandelier,Br8667,EGR3,297
Chandelier,Br8667,ELMSAN1,116
Chandelier,Br8667,ELOC,839
Chandelier,Br8667,ENC1,1603
Chandelier,Br8667,ENPP2,53
Chandelier,Br8667,EPAS1,142
Chandelier,Br8667,ERBB4,4087
Chandelier,Br8667,EVI2A,18
Chandelier,Br8667,FABP3,774
Chandelier,Br8667,FGFR3,327
Chandelier,Br8667,FILIP1,35
Chandelier,Br8667,FKBP5,29
Chandelier,Br8667,FLT1,59
Chandelier,Br8667,FREM3,54
Chandelier,Br8667,FSCN1,908
Chandelier,Br8667,FSTL4,194
Chandelier,Br8667,FURIN,41
Chandelier,Br8667,GABBR2,2215
Chandelier,Br8667,GABPB1-AS1,108
Chandelier,Br8667,GAD1,2774
Chandelier,Br8667,GAD2,463
Chandelier,Br8667,GADD45G,59
Chandelier,Br8667,GALNT16,302
Chandelier,Br8667,GATD3A,534
Chandelier,Br8667,GATD3B,591
Chandelier,Br8667,GFAP,282
Chandelier,Br8667,GJA1,608
Chandelier,Br8667,GJB1,14
Chandelier,Br8667,GNAL,1104
Chandelier,Br8667,GPR34,8
Chandelier,Br8667,GPR6,123
Chandelier,Br8667,GPX3,113
Chandelier,Br8667,GRIN2A,156
Chandelier,Br8667,GSTM5,72
Chandelier,Br8667,HBA1,25
Chandelier,Br8667,HHIP,11
Chandelier,Br8667,HIF3A,28
Chandelier,Br8667,HLA-B,240
Chandelier,Br8667,HLA-DPA1,17
Chandelier,Br8667,HLA-DRB1,119
Chandelier,Br8667,HLA-E,77
Chandelier,Br8667,HMGB2,425
Chandelier,Br8667,HNRNPH3,964
Chandelier,Br8667,HPCAL1,645
Chandelier,Br8667,HSPA8,13544
Chandelier,Br8667,HTR2C,26
Chandelier,Br8667,IFITM3,710
Chandelier,Br8667,IGFBP5,41
Chandelier,Br8667,IGFBP6,98
Chandelier,Br8667,IGSF6,18
Chandelier,Br8667,IRS2,873
Chandelier,Br8667,ISLR,9
Chandelier,Br8667,ITGAM,3
Chandelier,Br8667,ITGAX,14
Chandelier,Br8667,ITGB2,11
Chandelier,Br8667,ITGB4,9
Chandelier,Br8667,ITM2A,95
Chandelier,Br8667,KANSL1-AS1,8
Chandelier,Br8667,KCNK1,586
Chandelier,Br8667,KIF1A,3474
Chandelier,Br8667,KIF5A,6526
Chandelier,Br8667,KLF2,107
Chandelier,Br8667,KLK6,1
Chandelier,Br8667,KRT17,11
Chandelier,Br8667,LAMP5,87
Chandelier,Br8667,LAPTM5,56
Chandelier,Br8667,LATS1,517
Chandelier,Br8667,LGALS1,232
Chandelier,Br8667,LILRB4,3
Chandelier,Br8667,LINC02714,15
Chandelier,Br8667,LMO4,3442
Chandelier,Br8667,LPAR6,14
Chandelier,Br8667,LST1,9
Chandelier,Br8667,LY86,3
Chandelier,Br8667,LZTS3,484
Chandelier,Br8667,MAG,9
Chandelier,Br8667,MAP2K1,468
Chandelier,Br8667,MAPK3,302
Chandelier,Br8667,MBP,1116
Chandelier,Br8667,MEIS2,77
Chandelier,Br8667,MEPE,15
Chandelier,Br8667,MOBP,112
Chandelier,Br8667,MOG,76
Chandelier,Br8667,MRPL27,292
Chandelier,Br8667,MRPL57,918
Chandelier,Br8667,MT-ATP8,11379
Chandelier,Br8667,MT-ND1,36042
Chandelier,Br8667,MT-ND2,33439
Chandelier,Br8667,MT-ND4,30148
Chandelier,Br8667,MT-ND4L,28732
Chandelier,Br8667,MT-ND5,23686
Chandelier,Br8667,MT-ND6,4758
Chandelier,Br8667,MT1E,39
Chandelier,Br8667,MT1M,41
Chandelier,Br8667,MT1X,29
Chandelier,Br8667,MT2A,150
Chandelier,Br8667,MTRNR2L1,17515
Chandelier,Br8667,MTRNR2L12,12859
Chandelier,Br8667,MTURN,3400
Chandelier,Br8667,MYL6,833
Chandelier,Br8667,MYL9,52
Chandelier,Br8667,NDUFB2,51
Chandelier,Br8667,NDUFB9,1234
Chandelier,Br8667,NEFH,438
Chandelier,Br8667,NEFL,4316
Chandelier,Br8667,NEFM,1648
Chandelier,Br8667,NORAD,5019
Chandelier,Br8667,NOS1,98
Chandelier,Br8667,NOTCH1,100
Chandelier,Br8667,NPIPA1,1896
Chandelier,Br8667,NPTX1,342
Chandelier,Br8667,NPTX2,147
Chandelier,Br8667,NPY,139
Chandelier,Br8667,NR4A2,29
Chandelier,Br8667,NRG1,48
Chandelier,Br8667,NRXN1,2112
Chandelier,Br8667,NTRK2,7535
Chandelier,Br8667,NUDT14,4
Chandelier,Br8667,NUPR1,12
Chandelier,Br8667,NXPH4,36
Chandelier,Br8667,OGA,2960
Chandelier,Br8667,OLFML3,11
Chandelier,Br8667,OLR1,8
Chandelier,Br8667,OSBPL1A,2561
Chandelier,Br8667,OTOS,7
Chandelier,Br8667,P2RY12,43
Chandelier,Br8667,P2RY13,7
Chandelier,Br8667,PAQR6,153
Chandelier,Br8667,PCP4,125
Chandelier,Br8667,PDXK,1523
Chandelier,Br8667,PECAM1,22
Chandelier,Br8667,PFN1,120
Chandelier,Br8667,PLAAT3,175
Chandelier,Br8667,PLD4,20
Chandelier,Br8667,PLEC,633
Chandelier,Br8667,PLP1,254
Chandelier,Br8667,PMP22,64
Chandelier,Br8667,PPM1K,355
Chandelier,Br8667,PSMA7,1817
Chandelier,Br8667,PVALB,5766
Chandelier,Br8667,PWP2,102
Chandelier,Br8667,RANBP1,423
Chandelier,Br8667,RASD1,299
Chandelier,Br8667,RASGRF2,5014
Chandelier,Br8667,RCAN2,2712
Chandelier,Br8667,RELN,32
Chandelier,Br8667,RERGL,34
Chandelier,Br8667,RGS10,62
Chandelier,Br8667,RIPOR2,254
Chandelier,Br8667,RNASE1,117
Chandelier,Br8667,RORB,236
Chandelier,Br8667,RPL36AL,632
Chandelier,Br8667,RPS26,770
Chandelier,Br8667,RTF2,1052
Chandelier,Br8667,S100A6,138
Chandelier,Br8667,S100B,665
Chandelier,Br8667,SAMSN1,8
Chandelier,Br8667,SCG3,2084
Chandelier,Br8667,SCN1B,1617
Chandelier,Br8667,SELPLG,13
Chandelier,Br8667,SERPINA3,9
Chandelier,Br8667,SERPING1,105
Chandelier,Br8667,SESN1,379
Chandelier,Br8667,SLC14A1,24
Chandelier,Br8667,SLC2A1,170
Chandelier,Br8667,SLC32A1,1454
Chandelier,Br8667,SLC39A8,56
Chandelier,Br8667,SLC44A1,300
Chandelier,Br8667,SLN,2
Chandelier,Br8667,SMAD1,131
Chandelier,Br8667,SMIM32,7
Chandelier,Br8667,SMPX,12
Chandelier,Br8667,SMYD2,137
Chandelier,Br8667,SNPH,1252
Chandelier,Br8667,SOD2,4511
Chandelier,Br8667,SOX2-OT,415
Chandelier,Br8667,SPRY2,828
Chandelier,Br8667,SSBP1,534
Chandelier,Br8667,SST,800
Chandelier,Br8667,SV2A,5515
Chandelier,Br8667,SVBP,126
Chandelier,Br8667,SYK,15
Chandelier,Br8667,SYT2,1851
Chandelier,Br8667,SYTL4,15
Chandelier,Br8667,TAGLN,109
Chandelier,Br8667,TEF,915
Chandelier,Br8667,TF,115
Chandelier,Br8667,THEMIS,7
Chandelier,Br8667,TIMP1,20
Chandelier,Br8667,TMEM119,19
Chandelier,Br8667,TMEM144,66
Chandelier,Br8667,TMSB10,1129
Chandelier,Br8667,TNFSF10,13
Chandelier,Br8667,TNK2,1251
Chandelier,Br8667,TRABD2A,10
Chandelier,Br8667,TREM2,9
Chandelier,Br8667,TSC22D3,751
Chandelier,Br8667,TTC9B,993
Chandelier,Br8667,TXNIP,69
Chandelier,Br8667,TYROBP,8
Chandelier,Br8667,UGT8,12
Chandelier,Br8667,UQCRFS1,2814
Chandelier,Br8667,USP22,1451
Chandelier,Br8667,VAMP1,1828
Chandelier,Br8667,VGF,4121
Chandelier,Br8667,VIM,540
Chandelier,Br8667,VIP,29
Chandelier,Br8667,XRRA1,373
Chandelier,Br8667,YWHAH,4620
Chandelier,Br8667,ZBTB16,353
Chandelier,Br8667,ZNF483,1877
Chandelier,Br8667,ZNF804A,594
Chandelier,Br8667,ZP3,59
Chandelier,Br8772,A2M,87
Chandelier,Br8772,ABCA2,824
Chandelier,Br8772,ABCG2,47
Chandelier,Br8772,ACO1,411
Chandelier,Br8772,ACTA2,281
Chandelier,Br8772,ACY3,21
Chandelier,Br8772,ADAM28,74
Chandelier,Br8772,ADCYAP1,66
Chandelier,Br8772,ADCYAP1R1,1753
Chandelier,Br8772,ADIRF,21
Chandelier,Br8772,AIF1,13
Chandelier,Br8772,AJ009632.2,31
Chandelier,Br8772,AK5,4088
Chandelier,Br8772,AKAP8L,86
Chandelier,Br8772,AKT1,777
Chandelier,Br8772,ALCAM,812
Chandelier,Br8772,ALDH1A1,133
Chandelier,Br8772,ALOX5AP,15
Chandelier,Br8772,ANLN,26
Chandelier,Br8772,APOLD1,64
Chandelier,Br8772,AQP1,58
Chandelier,Br8772,AQP4,818
Chandelier,Br8772,ARPC1B,32
Chandelier,Br8772,ARPP19,217
Chandelier,Br8772,ARRDC3,200
Chandelier,Br8772,ATP2B4,359
Chandelier,Br8772,BAIAP3,199
Chandelier,Br8772,BCAS1,203
Chandelier,Br8772,BCL6,473
Chandelier,Br8772,BDNF,27
Chandelier,Br8772,BLCAP,859
Chandelier,Br8772,C14orf132,709
Chandelier,Br8772,C1QA,124
Chandelier,Br8772,C1QB,31
Chandelier,Br8772,C1QL2,27
Chandelier,Br8772,C1orf61,969
Chandelier,Br8772,C3,77
Chandelier,Br8772,C4A,84
Chandelier,Br8772,CABP1,1233
Chandelier,Br8772,CACNA1C,236
Chandelier,Br8772,CALB1,1238
Chandelier,Br8772,CALB2,80
Chandelier,Br8772,CAMK2N1,10696
Chandelier,Br8772,CAPN3,37
Chandelier,Br8772,CAPZB,770
Chandelier,Br8772,CARTPT,64
Chandelier,Br8772,CASC3,836
Chandelier,Br8772,CCK,549
Chandelier,Br8772,CCNI,7334
Chandelier,Br8772,CD52,0
Chandelier,Br8772,CD53,30
Chandelier,Br8772,CD68,48
Chandelier,Br8772,CD74,90
Chandelier,Br8772,CFAP36,1175
Chandelier,Br8772,CHI3L1,27
Chandelier,Br8772,CHST1,518
Chandelier,Br8772,CLDN11,35
Chandelier,Br8772,CLDN5,38
Chandelier,Br8772,CLDND1,677
Chandelier,Br8772,CNDP1,50
Chandelier,Br8772,CNN3,649
Chandelier,Br8772,CNP,744
Chandelier,Br8772,COMT,163
Chandelier,Br8772,CORT,377
Chandelier,Br8772,COX5A,666
Chandelier,Br8772,CRHBP,275
Chandelier,Br8772,CRYM,182
Chandelier,Br8772,CSF1R,34
Chandelier,Br8772,CSMD1,1057
Chandelier,Br8772,CTIF,328
Chandelier,Br8772,CUX2,229
Chandelier,Br8772,CX3CR1,34
Chandelier,Br8772,CXCL14,245
Chandelier,Br8772,CXCR4,14
Chandelier,Br8772,CYBA,10
Chandelier,Br8772,CYBB,25
Chandelier,Br8772,CYP46A1,884
Chandelier,Br8772,DACH1,27
Chandelier,Br8772,DBNDD2,632
Chandelier,Br8772,DCC,75
Chandelier,Br8772,DDIT4,209
Chandelier,Br8772,DEAF1,194
Chandelier,Br8772,DIRAS2,434
Chandelier,Br8772,DISC1,47
Chandelier,Br8772,DKK3,3656
Chandelier,Br8772,EDIL3,1766
Chandelier,Br8772,EGR1,194
Chandelier,Br8772,EGR3,324
Chandelier,Br8772,ELMSAN1,120
Chandelier,Br8772,ELOC,645
Chandelier,Br8772,ENC1,1662
Chandelier,Br8772,ENPP2,64
Chandelier,Br8772,EPAS1,224
Chandelier,Br8772,ERBB4,3367
Chandelier,Br8772,EVI2A,20
Chandelier,Br8772,FABP3,925
Chandelier,Br8772,FGFR3,286
Chandelier,Br8772,FILIP1,71
Chandelier,Br8772,FKBP5,105
Chandelier,Br8772,FLT1,79
Chandelier,Br8772,FREM3,36
