celltype,donor,gene,count
Chandelier,Br6432,HLA-DPA1,14
Chandelier,Br6432,HLA-DRB1,190
Chandelier,Br6432,HLA-E,57
Chandelier,Br6432,HMGB2,257
Chandelier,Br6432,HNRNPH3,462
Chandelier,Br6432,HPCAL1,313
Chandelier,Br6432,HSPA8,7482
Chandelier,Br6432,HTR2C,26
Chandelier,Br6432,IFITM3,233
Chandelier,Br6432,IGFBP5,17
Chandelier,Br6432,IGFBP6,74
Chandelier,Br6432,IGSF6,41
Chandelier,Br6432,IRS2,569
Chandelier,Br6432,ISLR,17
Chandelier,Br6432,ITGAM,4
Chandelier,Br6432,ITGAX,13
Chandelier,Br6432,ITGB2,15
Chandelier,Br6432,ITGB4,4
Chandelier,Br6432,ITM2A,60
Chandelier,Br6432,KANSL1-AS1,8
Chandelier,Br6432,KCNK1,272
Chandelier,Br6432,KIF1A,2044
Chandelier,Br6432,KIF5A,4324
Chandelier,Br6432,KLF2,44
Chandelier,Br6432,KLK6,0
Chandelier,Br6432,KRT17,6
Chandelier,Br6432,LAMP5,72
Chandelier,Br6432,LAPTM5,32
Chandelier,Br6432,LATS1,239
Chandelier,Br6432,LGALS1,220
Chandelier,Br6432,LILRB4,7
Chandelier,Br6432,LINC02714,12
Chandelier,Br6432,LMO4,1864
Chandelier,Br6432,LPAR6,15
Chandelier,Br6432,LST1,4
Chandelier,Br6432,LY86,5
Chandelier,Br6432,LZTS3,265
Chandelier,Br6432,MAG,13
Chandelier,Br6432,MAP2K1,265
Chandelier,Br6432,MAPK3,174
Chandelier,Br6432,MBP,743
Chandelier,Br6432,MEIS2,25
Chandelier,Br6432,MEPE,29
Chandelier,Br6432,MOBP,72
Chandelier,Br6432,MOG,63
Chandelier,Br6432,MRPL27,129
Chandelier,Br6432,MRPL57,436
Chandelier,Br6432,MT-ATP8,6799
Chandelier,Br6432,MT-ND1,24061
Chandelier,Br6432,MT-ND2,21701
Chandelier,Br6432,MT-ND4,18176
Chandelier,Br6432,MT-ND4L,14545
Chandelier,Br6432,MT-ND5,15661
Chandelier,Br6432,MT-ND6,3334
Chandelier,Br6432,MT1E,6
Chandelier,Br6432,MT1M,6
Chandelier,Br6432,MT1X,20
Chandelier,Br6432,MT2A,52
Chandelier,Br6432,MTRNR2L1,17896
Chandelier,Br6432,MTRNR2L12,14739
Chandelier,Br6432,MTURN,1968
Chandelier,Br6432,MYL6,425
Chandelier,Br6432,MYL9,50
Chandelier,Br6432,NDUFB2,91
Chandelier,Br6432,NDUFB9,738
Chandelier,Br6432,NEFH,239
Chandelier,Br6432,NEFL,2482
Chandelier,Br6432,NEFM,964
Chandelier,Br6432,NORAD,3051
Chandelier,Br6432,NOS1,129
Chandelier,Br6432,NOTCH1,38
Chandelier,Br6432,NPIPA1,1105
Chandelier,Br6432,NPTX1,241
Chandelier,Br6432,NPTX2,56
Chandelier,Br6432,NPY,39
Chandelier,Br6432,NR4A2,21
Chandelier,Br6432,NRG1,23
Chandelier,Br6432,NRXN1,1209
Chandelier,Br6432,NTRK2,3945
Chandelier,Br6432,NUDT14,5
Chandelier,Br6432,NUPR1,16
Chandelier,Br6432,NXPH4,31
Chandelier,Br6432,OGA,1647
Chandelier,Br6432,OLFML3,20
Chandelier,Br6432,OLR1,9
Chandelier,Br6432,OSBPL1A,1410
Chandelier,Br6432,OTOS,2
Chandelier,Br6432,P2RY12,41
Chandelier,Br6432,P2RY13,10
Chandelier,Br6432,PAQR6,92
Chandelier,Br6432,PCP4,88
Chandelier,Br6432,PDXK,804
Chandelier,Br6432,PECAM1,8
Chandelier,Br6432,PFN1,85
Chandelier,Br6432,PLAAT3,99
Chandelier,Br6432,PLD4,22
Chandelier,Br6432,PLEC,336
Chandelier,Br6432,PLP1,184
Chandelier,Br6432,PMP22,31
Chandelier,Br6432,PPM1K,217
Chandelier,Br6432,PSMA7,935
Chandelier,Br6432,PVALB,2737
Chandelier,Br6432,PWP2,48
Chandelier,Br6432,RANBP1,212
Chandelier,Br6432,RASD1,96
Chandelier,Br6432,RASGRF2,2670
Chandelier,Br6432,RCAN2,1378
Chandelier,Br6432,RELN,22
Chandelier,Br6432,RERGL,11
Chandelier,Br6432,RGS10,42
Chandelier,Br6432,RIPOR2,145
Chandelier,Br6432,RNASE1,97
Chandelier,Br6432,RORB,100
Chandelier,Br6432,RPL36AL,407
Chandelier,Br6432,RPS26,445
Chandelier,Br6432,RTF2,558
Chandelier,Br6432,S100A6,91
Chandelier,Br6432,S100B,326
Chandelier,Br6432,SAMSN1,9
Chandelier,Br6432,SCG3,1128
Chandelier,Br6432,SCN1B,847
Chandelier,Br6432,SELPLG,8
Chandelier,Br6432,SERPINA3,12
Chandelier,Br6432,SERPING1,58
Chandelier,Br6432,SESN1,205
Chandelier,Br6432,SLC14A1,8
Chandelier,Br6432,SLC2A1,81
Chandelier,Br6432,SLC32A1,788
Chandelier,Br6432,SLC39A8,24
Chandelier,Br6432,SLC44A1,150
Chandelier,Br6432,SLN,7
Chandelier,Br6432,SMAD1,60
Chandelier,Br6432,SMIM32,23
Chandelier,Br6432,SMPX,9
Chandelier,Br6432,SMYD2,99
Chandelier,Br6432,SNPH,678
Chandelier,Br6432,SOD2,2410
Chandelier,Br6432,SOX2-OT,194
Chandelier,Br6432,SPRY2,590
Chandelier,Br6432,SSBP1,339
Chandelier,Br6432,SST,242
Chandelier,Br6432,SV2A,3068
Chandelier,Br6432,SVBP,87
Chandelier,Br6432,SYK,14
Chandelier,Br6432,SYT2,1007
Chandelier,Br6432,SYTL4,6
Chandelier,Br6432,TAGLN,48
Chandelier,Br6432,TEF,625
Chandelier,Br6432,TF,86
Chandelier,Br6432,THEMIS,10
Chandelier,Br6432,TIMP1,13
Chandelier,Br6432,TMEM119,9
Chandelier,Br6432,TMEM144,59
Chandelier,Br6432,TMSB10,856
Chandelier,Br6432,TNFSF10,11
Chandelier,Br6432,TNK2,670
Chandelier,Br6432,TRABD2A,8
Chandelier,Br6432,TREM2,6
Chandelier,Br6432,TSC22D3,429
Chandelier,Br6432,TTC9B,627
Chandelier,Br6432,TXNIP,22
Chandelier,Br6432,TYROBP,11
Chandelier,Br6432,UGT8,11
Chandelier,Br6432,UQCRFS1,1408
Chandelier,Br6432,USP22,933
Chandelier,Br6432,VAMP1,897
Chandelier,Br6432,VGF,1449
Chandelier,Br6432,VIM,208
Chandelier,Br6432,VIP,11
Chandelier,Br6432,XRRA1,95
Chandelier,Br6432,YWHAH,2597
Chandelier,Br6432,ZBTB16,203
Chandelier,Br6432,ZNF483,1009
Chandelier,Br6432,ZNF804A,415
Chandelier,Br6432,ZP3,25
Chandelier,Br6437,A2M,30
Chandelier,Br6437,ABCA2,696
Chandelier,Br6437,ABCG2,23
Chandelier,Br6437,ACO1,350
Chandelier,Br6437,ACTA2,222
Chandelier,Br6437,ACY3,9
Chandelier,Br6437,ADAM28,58
Chandelier,Br6437,ADCYAP1,45
Chandelier,Br6437,ADCYAP1R1,1581
Chandelier,Br6437,ADIRF,13
Chandelier,Br6437,AIF1,7
Chandelier,Br6437,AJ009632.2,50
Chandelier,Br6437,AK5,2942
Chandelier,Br6437,AKAP8L,98
Chandelier,Br6437,AKT1,643
Chandelier,Br6437,ALCAM,788
Chandelier,Br6437,ALDH1A1,52
Chandelier,Br6437,ALOX5AP,15
Chandelier,Br6437,ANLN,28
Chandelier,Br6437,APOLD1,47
Chandelier,Br6437,AQP1,40
Chandelier,Br6437,AQP4,529
Chandelier,Br6437,ARPC1B,33
Chandelier,Br6437,ARPP19,232
Chandelier,Br6437,ARRDC3,118
Chandelier,Br6437,ATP2B4,179
Chandelier,Br6437,BAIAP3,186
Chandelier,Br6437,BCAS1,174
Chandelier,Br6437,BCL6,306
Chandelier,Br6437,BDNF,16
Chandelier,Br6437,BLCAP,622
Chandelier,Br6437,C14orf132,518
Chandelier,Br6437,C1QA,74
Chandelier,Br6437,C1QB,19
Chandelier,Br6437,C1QL2,26
Chandelier,Br6437,C1orf61,365
Chandelier,Br6437,C3,54
Chandelier,Br6437,C4A,52
Chandelier,Br6437,CABP1,1239
Chandelier,Br6437,CACNA1C,184
Chandelier,Br6437,CALB1,813
Chandelier,Br6437,CALB2,38
Chandelier,Br6437,CAMK2N1,7843
Chandelier,Br6437,CAPN3,35
Chandelier,Br6437,CAPZB,612
Chandelier,Br6437,CARTPT,33
Chandelier,Br6437,CASC3,684
Chandelier,Br6437,CCK,590
Chandelier,Br6437,CCNI,5655
Chandelier,Br6437,CD52,1
Chandelier,Br6437,CD53,22
Chandelier,Br6437,CD68,41
Chandelier,Br6437,CD74,98
Chandelier,Br6437,CFAP36,923
Chandelier,Br6437,CHI3L1,17
Chandelier,Br6437,CHST1,410
Chandelier,Br6437,CLDN11,61
Chandelier,Br6437,CLDN5,15
Chandelier,Br6437,CLDND1,567
Chandelier,Br6437,CNDP1,81
Chandelier,Br6437,CNN3,353
Chandelier,Br6437,CNP,622
Chandelier,Br6437,COMT,121
Chandelier,Br6437,CORT,134
Chandelier,Br6437,COX5A,555
Chandelier,Br6437,CRHBP,220
Chandelier,Br6437,CRYM,110
Chandelier,Br6437,CSF1R,34
Chandelier,Br6437,CSMD1,727
Chandelier,Br6437,CTIF,290
Chandelier,Br6437,CUX2,222
Chandelier,Br6437,CX3CR1,41
Chandelier,Br6437,CXCL14,100
Chandelier,Br6437,CXCR4,16
Chandelier,Br6437,CYBA,8
Chandelier,Br6437,CYBB,17
Chandelier,Br6437,CYP46A1,718
Chandelier,Br6437,DACH1,26
Chandelier,Br6437,DBNDD2,582
Chandelier,Br6437,DCC,57
Chandelier,Br6437,DDIT4,305
Chandelier,Br6437,DEAF1,140
Chandelier,Br6437,DIRAS2,303
Chandelier,Br6437,DISC1,25
Chandelier,Br6437,DKK3,3124
Chandelier,Br6437,EDIL3,1814
Chandelier,Br6437,EGR1,753
Chandelier,Br6437,EGR3,769
Chandelier,Br6437,ELMSAN1,132
Chandelier,Br6437,ELOC,550
Chandelier,Br6437,ENC1,1323
Chandelier,Br6437,ENPP2,63
Chandelier,Br6437,EPAS1,96
Chandelier,Br6437,ERBB4,2975
Chandelier,Br6437,EVI2A,23
Chandelier,Br6437,FABP3,643
Chandelier,Br6437,FGFR3,379
Chandelier,Br6437,FILIP1,56
Chandelier,Br6437,FKBP5,69
Chandelier,Br6437,FLT1,61
Chandelier,Br6437,FREM3,29
Chandelier,Br6437,FSCN1,612
Chandelier,Br6437,FSTL4,175
Chandelier,Br6437,FURIN,52
Chandelier,Br6437,GABBR2,1561
Chandelier,Br6437,GABPB1-AS1,48
Chandelier,Br6437,GAD1,2690
Chandelier,Br6437,GAD2,702
Chandelier,Br6437,GADD45G,120
Chandelier,Br6437,GALNT16,292
Chandelier,Br6437,GATD3A,617
Chandelier,Br6437,GATD3B,336
Chandelier,Br6437,GFAP,342
Chandelier,Br6437,GJA1,662
Chandelier,Br6437,GJB1,11
Chandelier,Br6437,GNAL,836
Chandelier,Br6437,GPR34,5
Chandelier,Br6437,GPR6,330
Chandelier,Br6437,GPX3,67
Chandelier,Br6437,GRIN2A,83
Chandelier,Br6437,GSTM5,47
Chandelier,Br6437,HBA1,6
Chandelier,Br6437,HHIP,24
Chandelier,Br6437,HIF3A,79
Chandelier,Br6437,HLA-B,269
Chandelier,Br6437,HLA-DPA1,28
Chandelier,Br6437,HLA-DRB1,273
Chandelier,Br6437,HLA-E,48
Chandelier,Br6437,HMGB2,286
Chandelier,Br6437,HNRNPH3,1017
Chandelier,Br6437,HPCAL1,388
Chandelier,Br6437,HSPA8,9308
Chandelier,Br6437,HTR2C,25
Chandelier,Br6437,IFITM3,212
Chandelier,Br6437,IGFBP5,26
Chandelier,Br6437,IGFBP6,87
Chandelier,Br6437,IGSF6,50
Chandelier,Br6437,IRS2,822
Chandelier,Br6437,ISLR,42
Chandelier,Br6437,ITGAM,7
Chandelier,Br6437,ITGAX,14
Chandelier,Br6437,ITGB2,12
Chandelier,Br6437,ITGB4,7
Chandelier,Br6437,ITM2A,42
Chandelier,Br6437,KANSL1-AS1,6
Chandelier,Br6437,KCNK1,285
Chandelier,Br6437,KIF1A,2910
Chandelier,Br6437,KIF5A,6812
Chandelier,Br6437,KLF2,77
Chandelier,Br6437,KLK6,1
Chandelier,Br6437,KRT17,9
Chandelier,Br6437,LAMP5,164
Chandelier,Br6437,LAPTM5,34
Chandelier,Br6437,LATS1,333
Chandelier,Br6437,LGALS1,217
Chandelier,Br6437,LILRB4,12
Chandelier,Br6437,LINC02714,13
Chandelier,Br6437,LMO4,2051
Chandelier,Br6437,LPAR6,10
Chandelier,Br6437,LST1,7
Chandelier,Br6437,LY86,9
Chandelier,Br6437,LZTS3,378
Chandelier,Br6437,MAG,36
Chandelier,Br6437,MAP2K1,354
Chandelier,Br6437,MAPK3,271
Chandelier,Br6437,MBP,1828
Chandelier,Br6437,MEIS2,28
Chandelier,Br6437,MEPE,75
Chandelier,Br6437,MOBP,123
Chandelier,Br6437,MOG,117
Chandelier,Br6437,MRPL27,205
Chandelier,Br6437,MRPL57,526
Chandelier,Br6437,MT-ATP8,7108
Chandelier,Br6437,MT-ND1,34732
Chandelier,Br6437,MT-ND2,33146
Chandelier,Br6437,MT-ND4,28258
Chandelier,Br6437,MT-ND4L,16818
Chandelier,Br6437,MT-ND5,22682
Chandelier,Br6437,MT-ND6,4871
Chandelier,Br6437,MT1E,19
Chandelier,Br6437,MT1M,19
Chandelier,Br6437,MT1X,18
Chandelier,Br6437,MT2A,68
Chandelier,Br6437,MTRNR2L1,37263
Chandelier,Br6437,MTRNR2L12,21739
Chandelier,Br6437,MTURN,2659
Chandelier,Br6437,MYL6,554
Chandelier,Br6437,MYL9,58
Chandelier,Br6437,NDUFB2,114
Chandelier,Br6437,NDUFB9,724
Chandelier,Br6437,NEFH,462
Chandelier,Br6437,NEFL,3515
Chandelier,Br6437,NEFM,1681
Chandelier,Br6437,NORAD,3282
Chandelier,Br6437,NOS1,149
Chandelier,Br6437,NOTCH1,67
Chandelier,Br6437,NPIPA1,1420
Chandelier,Br6437,NPTX1,349
Chandelier,Br6437,NPTX2,92
Chandelier,Br6437,NPY,34
Chandelier,Br6437,NR4A2,45
Chandelier,Br6437,NRG1,62
Chandelier,Br6437,NRXN1,1459
Chandelier,Br6437,NTRK2,4878
Chandelier,Br6437,NUDT14,4
Chandelier,Br6437,NUPR1,27
Chandelier,Br6437,NXPH4,50
Chandelier,Br6437,OGA,2066
Chandelier,Br6437,OLFML3,8
Chandelier,Br6437,OLR1,8
Chandelier,Br6437,OSBPL1A,1659
Chandelier,Br6437,OTOS,5
Chandelier,Br6437,P2RY12,17
Chandelier,Br6437,P2RY13,2
Chandelier,Br6437,PAQR6,168
Chandelier,Br6437,PCP4,69
Chandelier,Br6437,PDXK,1298
Chandelier,Br6437,PECAM1,11
Chandelier,Br6437,PFN1,74
Chandelier,Br6437,PLAAT3,181
Chandelier,Br6437,PLD4,14
Chandelier,Br6437,PLEC,554
Chandelier,Br6437,PLP1,398
Chandelier,Br6437,PMP22,39
Chandelier,Br6437,PPM1K,245
Chandelier,Br6437,PSMA7,1318
Chandelier,Br6437,PVALB,2554
Chandelier,Br6437,PWP2,98
Chandelier,Br6437,RANBP1,288
Chandelier,Br6437,RASD1,303
Chandelier,Br6437,RASGRF2,2906
Chandelier,Br6437,RCAN2,1965
Chandelier,Br6437,RELN,18
Chandelier,Br6437,RERGL,12
Chandelier,Br6437,RGS10,36
Chandelier,Br6437,RIPOR2,239
Chandelier,Br6437,RNASE1,139
Chandelier,Br6437,RORB,135
Chandelier,Br6437,RPL36AL,490
Chandelier,Br6437,RPS26,413
Chandelier,Br6437,RTF2,810
Chandelier,Br6437,S100A6,81
Chandelier,Br6437,S100B,336
Chandelier,Br6437,SAMSN1,9
Chandelier,Br6437,SCG3,1260
Chandelier,Br6437,SCN1B,1289
Chandelier,Br6437,SELPLG,9
Chandelier,Br6437,SERPINA3,20
Chandelier,Br6437,SERPING1,67
Chandelier,Br6437,SESN1,295
Chandelier,Br6437,SLC14A1,11
Chandelier,Br6437,SLC2A1,124
Chandelier,Br6437,SLC32A1,1082
Chandelier,Br6437,SLC39A8,27
Chandelier,Br6437,SLC44A1,240
Chandelier,Br6437,SLN,1
Chandelier,Br6437,SMAD1,109
Chandelier,Br6437,SMIM32,14
Chandelier,Br6437,SMPX,20
Chandelier,Br6437,SMYD2,112
Chandelier,Br6437,SNPH,975
Chandelier,Br6437,SOD2,2759
Chandelier,Br6437,SOX2-OT,299
Chandelier,Br6437,SPRY2,769
Chandelier,Br6437,SSBP1,426
Chandelier,Br6437,SST,556
Chandelier,Br6437,SV2A,3996
Chandelier,Br6437,SVBP,74
Chandelier,Br6437,SYK,9
Chandelier,Br6437,SYT2,1586
Chandelier,Br6437,SYTL4,14
Chandelier,Br6437,TAGLN,78
Chandelier,Br6437,TEF,952
Chandelier,Br6437,TF,177
Chandelier,Br6437,THEMIS,14
Chandelier,Br6437,TIMP1,24
Chandelier,Br6437,TMEM119,8
Chandelier,Br6437,TMEM144,101
Chandelier,Br6437,TMSB10,948
Chandelier,Br6437,TNFSF10,8
Chandelier,Br6437,TNK2,1121
Chandelier,Br6437,TRABD2A,8
Chandelier,Br6437,TREM2,6
Chandelier,Br6437,TSC22D3,642
Chandelier,Br6437,TTC9B,787
Chandelier,Br6437,TXNIP,29
Chandelier,Br6437,TYROBP,10
Chandelier,Br6437,UGT8,7
Chandelier,Br6437,UQCRFS1,1498
Chandelier,Br6437,USP22,1246
Chandelier,Br6437,VAMP1,1353
Chandelier,Br6437,VGF,1854
Chandelier,Br6437,VIM,284
Chandelier,Br6437,VIP,14
Chandelier,Br6437,XRRA1,178
Chandelier,Br6437,YWHAH,3196
Chandelier,Br6437,ZBTB16,362
Chandelier,Br6437,ZNF483,1477
Chandelier,Br6437,ZNF804A,310
Chandelier,Br6437,ZP3,33
Chandelier,Br6496,A2M,85
Chandelier,Br6496,ABCA2,664
Chandelier,Br6496,ABCG2,23
Chandelier,Br6496,ACO1,331
Chandelier,Br6496,ACTA2,157
Chandelier,Br6496,ACY3,19
Chandelier,Br6496,ADAM28,107
Chandelier,Br6496,ADCYAP1,47
Chandelier,Br6496,ADCYAP1R1,1193
Chandelier,Br6496,ADIRF,18
Chandelier,Br6496,AIF1,13
Chandelier,Br6496,AJ009632.2,31
Chandelier,Br6496,AK5,3283
Chandelier,Br6496,AKAP8L,123
Chandelier,Br6496,AKT1,652
Chandelier,Br6496,ALCAM,960
Chandelier,Br6496,ALDH1A1,52
Chandelier,Br6496,ALOX5AP,17
Chandelier,Br6496,ANLN,17
Chandelier,Br6496,APOLD1,51
Chandelier,Br6496,AQP1,35
Chandelier,Br6496,AQP4,635
Chandelier,Br6496,ARPC1B,28
Chandelier,Br6496,ARPP19,223
Chandelier,Br6496,ARRDC3,166
Chandelier,Br6496,ATP2B4,274
Chandelier,Br6496,BAIAP3,300
Chandelier,Br6496,BCAS1,144
Chandelier,Br6496,BCL6,379
Chandelier,Br6496,BDNF,21
Chandelier,Br6496,BLCAP,715
Chandelier,Br6496,C14orf132,648
Chandelier,Br6496,C1QA,76
Chandelier,Br6496,C1QB,27
Chandelier,Br6496,C1QL2,25
Chandelier,Br6496,C1orf61,488
Chandelier,Br6496,C3,80
Chandelier,Br6496,C4A,80
Chandelier,Br6496,CABP1,957
Chandelier,Br6496,CACNA1C,206
Chandelier,Br6496,CALB1,992
Chandelier,Br6496,CALB2,69
Chandelier,Br6496,CAMK2N1,7633
Chandelier,Br6496,CAPN3,25
Chandelier,Br6496,CAPZB,656
Chandelier,Br6496,CARTPT,92
Chandelier,Br6496,CASC3,527
Chandelier,Br6496,CCK,455
Chandelier,Br6496,CCNI,4694
Chandelier,Br6496,CD52,2
Chandelier,Br6496,CD53,16
Chandelier,Br6496,CD68,37
Chandelier,Br6496,CD74,79
Chandelier,Br6496,CFAP36,839
Chandelier,Br6496,CHI3L1,16
Chandelier,Br6496,CHST1,408
Chandelier,Br6496,CLDN11,51
Chandelier,Br6496,CLDN5,13
Chandelier,Br6496,CLDND1,563
Chandelier,Br6496,CNDP1,43
Chandelier,Br6496,CNN3,384
Chandelier,Br6496,CNP,565
Chandelier,Br6496,COMT,144
Chandelier,Br6496,CORT,99
Chandelier,Br6496,COX5A,447
Chandelier,Br6496,CRHBP,219
Chandelier,Br6496,CRYM,136
Chandelier,Br6496,CSF1R,38
Chandelier,Br6496,CSMD1,845
Chandelier,Br6496,CTIF,277
Chandelier,Br6496,CUX2,224
Chandelier,Br6496,CX3CR1,29
Chandelier,Br6496,CXCL14,78
Chandelier,Br6496,CXCR4,15
Chandelier,Br6496,CYBA,2
Chandelier,Br6496,CYBB,33
Chandelier,Br6496,CYP46A1,860
Chandelier,Br6496,DACH1,21
Chandelier,Br6496,DBNDD2,472
Chandelier,Br6496,DCC,86
Chandelier,Br6496,DDIT4,215
Chandelier,Br6496,DEAF1,167
Chandelier,Br6496,DIRAS2,286
Chandelier,Br6496,DISC1,52
Chandelier,Br6496,DKK3,3311
Chandelier,Br6496,EDIL3,2062
Chandelier,Br6496,EGR1,42
Chandelier,Br6496,EGR3,178
Chandelier,Br6496,ELMSAN1,92
Chandelier,Br6496,ELOC,386
Chandelier,Br6496,ENC1,1693
Chandelier,Br6496,ENPP2,78
Chandelier,Br6496,EPAS1,119
Chandelier,Br6496,ERBB4,3206
Chandelier,Br6496,EVI2A,21
Chandelier,Br6496,FABP3,524
Chandelier,Br6496,FGFR3,350
Chandelier,Br6496,FILIP1,42
Chandelier,Br6496,FKBP5,38
Chandelier,Br6496,FLT1,68
Chandelier,Br6496,FREM3,33
Chandelier,Br6496,FSCN1,523
Chandelier,Br6496,FSTL4,191
Chandelier,Br6496,FURIN,58
Chandelier,Br6496,GABBR2,1606
Chandelier,Br6496,GABPB1-AS1,83
Chandelier,Br6496,GAD1,2569
Chandelier,Br6496,GAD2,611
Chandelier,Br6496,GADD45G,31
Chandelier,Br6496,GALNT16,293
Chandelier,Br6496,GATD3A,481
Chandelier,Br6496,GATD3B,381
Chandelier,Br6496,GFAP,296
Chandelier,Br6496,GJA1,695
Chandelier,Br6496,GJB1,13
Chandelier,Br6496,GNAL,778
Chandelier,Br6496,GPR34,5
Chandelier,Br6496,GPR6,438
Chandelier,Br6496,GPX3,81
Chandelier,Br6496,GRIN2A,77
Chandelier,Br6496,GSTM5,40
Chandelier,Br6496,HBA1,18
Chandelier,Br6496,HHIP,22
Chandelier,Br6496,HIF3A,88
Chandelier,Br6496,HLA-B,174
Chandelier,Br6496,HLA-DPA1,18
Chandelier,Br6496,HLA-DRB1,290
Chandelier,Br6496,HLA-E,65
Chandelier,Br6496,HMGB2,347
Chandelier,Br6496,HNRNPH3,861
Chandelier,Br6496,HPCAL1,638
Chandelier,Br6496,HSPA8,9403
Chandelier,Br6496,HTR2C,24
Chandelier,Br6496,IFITM3,347
Chandelier,Br6496,IGFBP5,53
Chandelier,Br6496,IGFBP6,60
Chandelier,Br6496,IGSF6,48
Chandelier,Br6496,IRS2,762
Chandelier,Br6496,ISLR,32
Chandelier,Br6496,ITGAM,4
Chandelier,Br6496,ITGAX,10
Chandelier,Br6496,ITGB2,8
Chandelier,Br6496,ITGB4,9
Chandelier,Br6496,ITM2A,51
Chandelier,Br6496,KANSL1-AS1,14
Chandelier,Br6496,KCNK1,321
Chandelier,Br6496,KIF1A,3081
Chandelier,Br6496,KIF5A,6255
Chandelier,Br6496,KLF2,49
Chandelier,Br6496,KLK6,0
Chandelier,Br6496,KRT17,11
Chandelier,Br6496,LAMP5,138
Chandelier,Br6496,LAPTM5,44
Chandelier,Br6496,LATS1,364
Chandelier,Br6496,LGALS1,184
Chandelier,Br6496,LILRB4,9
Chandelier,Br6496,LINC02714,12
Chandelier,Br6496,LMO4,2548
Chandelier,Br6496,LPAR6,11
Chandelier,Br6496,LST1,9
Chandelier,Br6496,LY86,9
Chandelier,Br6496,LZTS3,322
Chandelier,Br6496,MAG,28
Chandelier,Br6496,MAP2K1,456
Chandelier,Br6496,MAPK3,327
Chandelier,Br6496,MBP,1201
Chandelier,Br6496,MEIS2,56
Chandelier,Br6496,MEPE,29
Chandelier,Br6496,MOBP,121
Chandelier,Br6496,MOG,85
Chandelier,Br6496,MRPL27,184
Chandelier,Br6496,MRPL57,592
Chandelier,Br6496,MT-ATP8,8429
Chandelier,Br6496,MT-ND1,27042
Chandelier,Br6496,MT-ND2,25492
Chandelier,Br6496,MT-ND4,23638
Chandelier,Br6496,MT-ND4L,14370
Chandelier,Br6496,MT-ND5,19922
Chandelier,Br6496,MT-ND6,6275
Chandelier,Br6496,MT1E,27
Chandelier,Br6496,MT1M,26
Chandelier,Br6496,MT1X,26
Chandelier,Br6496,MT2A,98
Chandelier,Br6496,MTRNR2L1,27087
Chandelier,Br6496,MTRNR2L12,14699
Chandelier,Br6496,MTURN,2857
Chandelier,Br6496,MYL6,481
Chandelier,Br6496,MYL9,90
Chandelier,Br6496,NDUFB2,129
Chandelier,Br6496,NDUFB9,655
Chandelier,Br6496,NEFH,343
Chandelier,Br6496,NEFL,3260
Chandelier,Br6496,NEFM,1144
Chandelier,Br6496,NORAD,3731
Chandelier,Br6496,NOS1,127
Chandelier,Br6496,NOTCH1,71
Chandelier,Br6496,NPIPA1,1482
Chandelier,Br6496,NPTX1,274
Chandelier,Br6496,NPTX2,27
Chandelier,Br6496,NPY,24
Chandelier,Br6496,NR4A2,36
Chandelier,Br6496,NRG1,38
Chandelier,Br6496,NRXN1,1684
Chandelier,Br6496,NTRK2,5644
Chandelier,Br6496,NUDT14,4
Chandelier,Br6496,NUPR1,31
Chandelier,Br6496,NXPH4,79
Chandelier,Br6496,OGA,2374
Chandelier,Br6496,OLFML3,23
Chandelier,Br6496,OLR1,10
Chandelier,Br6496,OSBPL1A,1794
Chandelier,Br6496,OTOS,7
Chandelier,Br6496,P2RY12,43
Chandelier,Br6496,P2RY13,8
Chandelier,Br6496,PAQR6,132
Chandelier,Br6496,PCP4,81
Chandelier,Br6496,PDXK,1340
Chandelier,Br6496,PECAM1,11
Chandelier,Br6496,PFN1,83
Chandelier,Br6496,PLAAT3,154
Chandelier,Br6496,PLD4,18
Chandelier,Br6496,PLEC,533
Chandelier,Br6496,PLP1,197
Chandelier,Br6496,PMP22,56
Chandelier,Br6496,PPM1K,236
Chandelier,Br6496,PSMA7,1225
Chandelier,Br6496,PVALB,2056
Chandelier,Br6496,PWP2,94
Chandelier,Br6496,RANBP1,243
Chandelier,Br6496,RASD1,153
Chandelier,Br6496,RASGRF2,3498
Chandelier,Br6496,RCAN2,1663
Chandelier,Br6496,RELN,41
Chandelier,Br6496,RERGL,32
Chandelier,Br6496,RGS10,43
Chandelier,Br6496,RIPOR2,270
Chandelier,Br6496,RNASE1,142
Chandelier,Br6496,RORB,140
Chandelier,Br6496,RPL36AL,450
Chandelier,Br6496,RPS26,325
Chandelier,Br6496,RTF2,741
Chandelier,Br6496,S100A6,99
Chandelier,Br6496,S100B,375
Chandelier,Br6496,SAMSN1,5
Chandelier,Br6496,SCG3,1362
Chandelier,Br6496,SCN1B,796
Chandelier,Br6496,SELPLG,11
Chandelier,Br6496,SERPINA3,27
Chandelier,Br6496,SERPING1,107
Chandelier,Br6496,SESN1,229
Chandelier,Br6496,SLC14A1,34
Chandelier,Br6496,SLC2A1,107
Chandelier,Br6496,SLC32A1,1082
Chandelier,Br6496,SLC39A8,27
Chandelier,Br6496,SLC44A1,184
Chandelier,Br6496,SLN,10
Chandelier,Br6496,SMAD1,114
Chandelier,Br6496,SMIM32,8
Chandelier,Br6496,SMPX,18
Chandelier,Br6496,SMYD2,92
Chandelier,Br6496,SNPH,949
Chandelier,Br6496,SOD2,2863
Chandelier,Br6496,SOX2-OT,291
