gene,spearman_rho,pval,n_expressing,pval_fdr,abs_rho
RNF44,-0.060489382503979554,0.4874995456471782,68,0.7836402147842049,0.060489382503979554
MSANTD3,0.06048118651459121,0.48755863933060034,110,0.7836834093688144,0.06048118651459121
MPP7,-0.0604571754567141,0.48773178281538043,98,0.7839099054885585,0.0604571754567141
ZNF707,-0.06044957631191615,0.4877865870010922,51,0.7839461826771665,0.06044957631191615
RASA4CP,0.06043532603093736,0.4878893672954895,28,0.7840297695008992,0.06043532603093736
LOC105373366,-0.06043342632273129,0.48790306983249493,32,0.7840297695008992,0.06043342632273129
WHSC1L2P,-0.06042536372002831,0.4879612274225714,17,0.7840701672478039,0.06042536372002831
LINC01019,0.06041649235488341,0.48802522309228563,41,0.7840701672478039,0.06041649235488341
CD19,-0.06041343887382336,0.4880472511282399,27,0.7840701672478039,0.06041343887382336
SNX24,-0.06041111044621908,0.48806404893177724,112,0.7840701672478039,0.06041111044621908
LOC102724904,0.06040362668329858,0.48811804057847685,12,0.7840701672478039,0.06040362668329858
SEPT5,0.060403127808057094,0.4881216398297356,24,0.7840701672478039,0.060403127808057094
MIATNB,0.060398289104541,0.4881565505139626,73,0.7840744594538427,0.060398289104541
ANKRD30BP2,0.06038877681311506,0.48822518447330765,23,0.7841329136614485,0.06038877681311506
CAMK2N1,-0.060381359250458205,0.4882787079229147,125,0.7841670929340471,0.060381359250458205
TOMM70A,0.06036342508357064,0.488408129726472,115,0.784274019377338,0.06036342508357064
P4HA1,-0.060358430385371684,0.4884441771897931,115,0.784274019377338,0.060358430385371684
LOC105376978,0.06034936994671979,0.488509571312284,27,0.784274019377338,0.06034936994671979
LOC101930085,-0.060344638456679825,0.4885437229083417,18,0.784274019377338,0.060344638456679825
LOC105369395,0.06034086895006533,0.4885709318794054,15,0.784274019377338,0.06034086895006533
LINC01355,-0.060335634385848505,0.488608717236794,23,0.784274019377338,0.060335634385848505
LOC101927518,0.060319522653918385,0.48872502848543853,28,0.784274019377338,0.060319522653918385
CNFN,-0.060319393174938084,0.4887259632592126,18,0.784274019377338,0.060319393174938084
MYL6P2,0.060316611234225666,0.48874604771620733,16,0.784274019377338,0.060316611234225666
TAF9P3,0.060316568829242266,0.4887463538659851,13,0.784274019377338,0.060316568829242266
PLAG1,-0.060313717544629525,0.48876693942031824,34,0.784274019377338,0.060313717544629525
ATAD1,0.0603115402651395,0.4887826591390255,122,0.784274019377338,0.0603115402651395
F13B,-0.060310596729754536,0.4887894714444903,10,0.784274019377338,0.060310596729754536
DNTTIP1,-0.06030920229909214,0.4887995392969043,93,0.784274019377338,0.06030920229909214
LOC105379461,-0.060305123402163124,0.48882898975128763,10,0.784274019377338,0.060305123402163124
RHOT1,0.06029901369756689,0.4888731048128002,129,0.7842930595087146,0.06029901369756689
FAM157C,-0.06027774454087802,0.4890266950877216,42,0.7844877152713198,0.06027774454087802
ACTG1P9,-0.0602676278300375,0.48909975958283924,20,0.7845310922403095,0.0602676278300375
PDSS1,-0.06026506776128621,0.4891182497282107,101,0.7845310922403095,0.06026506776128621
MED20,-0.06025390137903342,0.4891989034891832,24,0.7845426328741352,0.06025390137903342
CLSPN,0.060252145276457766,0.48921158830232647,49,0.7845426328741352,0.060252145276457766
ZNF718,-0.06025067367025804,0.48922221825455925,98,0.7845426328741352,0.06025067367025804
MRPL10,0.06023645290208882,0.48932494642326785,80,0.7846366488385795,0.06023645290208882
SEMA4B,0.06023108136478013,0.4893637523915363,88,0.7846366488385795,0.06023108136478013
LOC105373341,-0.0602291605498021,0.4893776294655818,13,0.7846366488385795,0.0602291605498021
PRPF40A,-0.06022401661161865,0.4894147932701892,126,0.7846445080503806,0.06022401661161865
LOC105373300,0.06021576631049651,0.4894744029900391,33,0.7846468887205122,0.06021576631049651
FNTA,-0.06021488062720313,0.4894808024204437,119,0.7846468887205122,0.06021488062720313
LINC01425,0.06020110285974413,0.4895803582584604,17,0.7847547547092872,0.06020110285974413
SSC4D,0.060176162477080394,0.48976060068640714,11,0.7849605855392976,0.060176162477080394
LVRN,0.060169405090702406,0.4898094419301203,19,0.7849605855392976,0.060169405090702406
ACADL,0.0601680961823448,0.48981890279749035,24,0.7849605855392976,0.0601680961823448
L1TD1P1,0.06015808635743778,0.48989125762093316,63,0.7849605855392976,0.06015808635743778
LOC105374974,0.06015792262485127,0.48989244118962966,47,0.7849605855392976,0.06015792262485127
PLK4,0.06015520795023193,0.4899120648959643,11,0.7849605855392976,0.06015520795023193
LINC00687,-0.060149350353524714,0.48995440942729274,17,0.7849605855392976,0.060149350353524714
NTMT1,-0.06014692311455645,0.48997195649361625,78,0.7849605855392976,0.06014692311455645
LOC574080,-0.06014175227036193,0.4900093388248339,13,0.7849605855392976,0.06014175227036193
LINC00657,-0.0601386843555055,0.4900315188620187,112,0.7849605855392976,0.0601386843555055
AP1M2,0.06012989161716951,0.4900950904887114,32,0.7850107149483635,0.06012989161716951
SMIM14,-0.06012005011355426,0.4901662499048947,119,0.7850729907103684,0.06012005011355426
SLC6A3,0.060113298896535,0.49021506804746434,11,0.7850994778073477,0.060113298896535
DUSP11,-0.06010183912825028,0.4902979397065431,83,0.7851692717200657,0.06010183912825028
RAD51C,-0.060098344256306044,0.49032321446011096,86,0.7851692717200657,0.060098344256306044
TFB1M,0.06008907837460322,0.49039022824396566,73,0.7851811889307163,0.06008907837460322
LOC105371158,0.06008838755050992,0.4903952246970758,22,0.7851811889307163,0.06008838755050992
RICTOR,0.06007686719429618,0.49047855079319247,126,0.7852629078955456,0.06007686719429618
ACRC,0.06006513309751768,0.49056343059830465,81,0.7853042432736503,0.06006513309751768
DDX59,-0.06006272188856578,0.4905808732949506,69,0.7853042432736503,0.06006272188856578
BOLL,0.06005990702130264,0.49060123647464515,24,0.7853042432736503,0.06005990702130264
CTCFL,0.06005118408366276,0.4906643423903639,12,0.7853535683630168,0.06005118408366276
ANKRD13C,0.060037359829349345,0.4907643625121798,127,0.7854619676664073,0.060037359829349345
LOC101928767,0.06002491463538227,0.4908544142332058,45,0.7855543994581693,0.06002491463538227
LOC100287189,-0.06001466410204505,0.49092859228215024,14,0.7855681965589346,0.06001466410204505
ATP1B1,-0.060013217122408015,0.4909390638389607,134,0.7855681965589346,0.060013217122408015
TCF12,-0.06000972606826388,0.49096432851966965,129,0.7855681965589346,0.06000972606826388
LOC105378963,0.06000587003513815,0.49099223534773917,12,0.7855681965589346,0.06000587003513815
GALNT8,0.059988774129701744,0.49111597173857097,36,0.7857144815585965,0.059988774129701744
IGJ,-0.059972387021822886,0.4912345935512518,14,0.785794062646677,0.059972387021822886
LOC100288203,-0.05996845685320915,0.4912630452334736,42,0.785794062646677,0.05996845685320915
PPIAP2,-0.059966617208595745,0.49127636327921964,11,0.785794062646677,0.059966617208595745
WDR78,0.059964049623221376,0.49129495154826563,76,0.785794062646677,0.059964049623221376
NENF,-0.05995602504852647,0.49135304859743284,116,0.7858326659680781,0.05995602504852647
PDRG1,-0.05994718586375851,0.4914170475561055,84,0.7858326659680781,0.05994718586375851
MED9,-0.05994382448474817,0.49144138634147094,56,0.7858326659680781,0.05994382448474817
EPC1,0.05993915060691906,0.49147522961928675,130,0.7858326659680781,0.05993915060691906
RALGAPA1,0.059938403221985306,0.49148064150489024,133,0.7858326659680781,0.059938403221985306
ASAP2,0.059931150576701425,0.49153316024400395,103,0.7858649743817,0.059931150576701425
LOC105379313,-0.059925528629388124,0.49157387262337926,35,0.785878403738461,0.059925528629388124
C11orf85,0.05992063851045361,0.4916092867864159,48,0.7858833616361524,0.05992063851045361
LOC101928627,0.059903517238535965,0.4917332894316029,15,0.785895683268331,0.059903517238535965
LOC105372097,-0.05990321927082779,0.4917354476415521,24,0.785895683268331,0.05990321927082779
SPG20,-0.05989492762349992,0.4917955068893134,122,0.785895683268331,0.05989492762349992
MIR3685,-0.05989462383280733,0.4917977074234824,10,0.785895683268331,0.05989462383280733
RNF34,-0.05989444444871473,0.49179900681013256,118,0.785895683268331,0.05989444444871473
YIPF6,0.05989280597427512,0.4918108753482175,95,0.785895683268331,0.05989280597427512
EIF5AP4,-0.05988196240472436,0.49188942621922915,17,0.7859695640942035,0.05988196240472436
PPP2R5E,0.05987356450828565,0.49195026519498236,134,0.7860151359747186,0.05987356450828565
LOC105376291,-0.05985695003455742,0.4920706413297923,26,0.7860792262339457,0.05985695003455742
LOC105371200,-0.05985136731092919,0.49211109310428086,11,0.7860792262339457,0.05985136731092919
VPRBP,0.05985115880723891,0.49211260393224493,116,0.7860792262339457,0.05985115880723891
NSUN3,0.059850184759228875,0.4921196619644775,99,0.7860792262339457,0.059850184759228875
HP1BP3,-0.05983396218961037,0.4922372199341369,131,0.7862153691481015,0.05983396218961037
SLC25A46,-0.05982281824867766,0.49231798389741327,108,0.7862775904414405,0.05982281824867766
CACNA1F,-0.059819393663830545,0.49234280444986445,23,0.7862775904414405,0.059819393663830545
ETNK1,-0.05981520507614633,0.49237316320970104,129,0.7862775904414405,0.05981520507614633
TC2N,-0.059804823611103536,0.4924484120395063,34,0.7863218628651444,0.059804823611103536
HTR2C,-0.059798446705727405,0.4924946373111189,71,0.7863218628651444,0.059798446705727405
TEX2,0.059797999393570625,0.49249787989904786,105,0.7863218628651444,0.059797999393570625
AMMECR1,-0.05977245149005251,0.4926830966923017,106,0.7865613943896258,0.05977245149005251
LOC100419773,-0.059767549203535324,0.4927186414331797,11,0.7865613943896258,0.059767549203535324
LOC93432,-0.059763923850861614,0.4927449284536137,45,0.7865613943896258,0.059763923850861614
LOC105371684,0.0597253787196202,0.493024460766671,35,0.7868790487514269,0.0597253787196202
GAPDHP62,-0.059712437842296295,0.4931183278528598,26,0.7868790487514269,0.059712437842296295
LINC01107,-0.05970563985934103,0.49316764104093397,50,0.7868790487514269,0.05970563985934103
SNX32,-0.05970522856423996,0.4931706246968692,111,0.7868790487514269,0.05970522856423996
UBQLN1,0.0597042841154279,0.493177476043203,131,0.7868790487514269,0.0597042841154279
PCGF3,-0.05970397553750651,0.4931797145811745,107,0.7868790487514269,0.05970397553750651
IFT140,0.05970099457707212,0.4932013398438785,82,0.7868790487514269,0.05970099457707212
NDUFS1,-0.05970079942163291,0.4932027556090107,119,0.7868790487514269,0.05970079942163291
DERL3,-0.05968491457076689,0.4933180002895778,30,0.7870112879660756,0.05968491457076689
LOC105370966,0.05967494971977502,0.4933903026150022,45,0.7870430137837037,0.05967494971977502
LOC101929741,-0.05967325383271723,0.49340260808190983,11,0.7870430137837037,0.05967325383271723
LOC105378271,0.059665233630004366,0.4934608053959506,42,0.7870842240316707,0.059665233630004366
LOC105377688,-0.05965996638203089,0.4934990283123857,23,0.7870935712233937,0.05965996638203089
TRAF5,-0.059642971815418645,0.4936223637201712,38,0.7871880700224334,0.059642971815418645
ZNF428,0.059642882601225806,0.49362301122125457,81,0.7871880700224334,0.059642882601225806
LOC339666,-0.0596332878583803,0.49369265081840963,12,0.7872475059372239,0.0596332878583803
GUK1,-0.059623131599083126,0.4937663716216124,125,0.7872982804714413,0.059623131599083126
LOC105379232,-0.05961561909168294,0.49382090608396617,35,0.7872982804714413,0.05961561909168294
PPP3CC,-0.05961552273808895,0.493821605550423,122,0.7872982804714413,0.05961552273808895
ZNF395,-0.059606168220032396,0.4938895159604374,89,0.7873342049901617,0.059606168220032396
FUK,0.05960350045011156,0.49390888390834664,71,0.7873342049901617,0.05960350045011156
P4HTM,0.059585770059802555,0.4940376163402668,129,0.7874878009576374,0.059585770059802555
NR6A1,-0.05956251227412168,0.49420650762135626,108,0.7876527507835097,0.05956251227412168
CYB5R4,-0.05955653460552625,0.49424992064505957,116,0.7876527507835097,0.05955653460552625
SMC5,0.05955510112934613,0.4942603316148594,130,0.7876527507835097,0.05955510112934613
PGM5P3,0.05955368152749777,0.49427064193322334,23,0.7876527507835097,0.05955368152749777
LOC105370607,0.059529945984937986,0.4944430458461368,15,0.7878237104115747,0.059529945984937986
RPS6P16,-0.05952612895281111,0.4944707739543993,14,0.7878237104115747,0.05952612895281111
GLTPP1,0.059505617617929496,0.49461978874390133,11,0.7878237104115747,0.059505617617929496
LOC105374126,-0.0595050320276978,0.4946240434037015,37,0.7878237104115747,0.0595050320276978
GNL1,-0.059501762866155675,0.4946477961535861,124,0.7878237104115747,0.059501762866155675
TMEM114,0.059496831152180706,0.494683629652712,33,0.7878237104115747,0.059496831152180706
ACD,-0.05948836625305428,0.49474513823327876,80,0.7878237104115747,0.05948836625305428
SEPT7P6,0.05948438851498701,0.494774043106512,15,0.7878237104115747,0.05948438851498701
LOC440982,0.05946588481255882,0.49490851496435384,29,0.7878237104115747,0.05946588481255882
LOC105370504,-0.059465327221706187,0.49491256744103035,61,0.7878237104115747,0.059465327221706187
LOC105377116,0.05946506205915688,0.4949144946040582,14,0.7878237104115747,0.05946506205915688
LOC105375188,-0.05946223095308587,0.49493507092032263,10,0.7878237104115747,0.05946223095308587
PSMA3,0.05945969542606861,0.49495349936860744,128,0.7878237104115747,0.05945969542606861
RBMY2JP,0.05945901737720808,0.49495842755277714,20,0.7878237104115747,0.05945901737720808
ZNF618,-0.05945774405692508,0.494967682349474,96,0.7878237104115747,0.05945774405692508
SYCE1,0.05945400546205283,0.4949948558803658,62,0.7878237104115747,0.05945400546205283
LOC105376215,-0.05945323130080833,0.4950004828775113,11,0.7878237104115747,0.05945323130080833
GNLY,-0.05945311081643886,0.49500135862214484,16,0.7878237104115747,0.05945311081643886
LINC00654,-0.05945128429790305,0.4950146348329156,10,0.7878237104115747,0.05945128429790305
CTR9,-0.05944854047724536,0.4950345788883947,89,0.7878237104115747,0.05944854047724536
PER3,0.05944529490785948,0.49505817056124735,117,0.7878237104115747,0.05944529490785948
PHF12,-0.059421709828307794,0.49522962564381584,55,0.7880178003182583,0.059421709828307794
CPSF4,-0.0594196040304912,0.49524493556451543,97,0.7880178003182583,0.0594196040304912
LANCL1-AS1,0.05940265756647218,0.495368151657117,43,0.7881622933699296,0.05940265756647218
GNN,0.05939147376646299,0.4954494768441161,48,0.7882401207775068,0.05939147376646299
EP400,-0.059385520840547684,0.49549276758210115,130,0.7882558464349253,0.059385520840547684
STAM,-0.05938075554794438,0.4955274230778748,110,0.7882558464349253,0.05938075554794438
TCEAL1,-0.0593697042328626,0.49560779847104813,80,0.7882558464349253,0.0593697042328626
RAPGEF2,0.05936013845702061,0.4956773752028103,131,0.7882558464349253,0.05936013845702061
HSPA7,0.0593550777554004,0.4957141863331771,13,0.7882558464349253,0.0593550777554004
LARGE,-0.059354854798688274,0.49571580813527355,133,0.7882558464349253,0.059354854798688274
LOC105370968,0.05935172497343806,0.4957385749898542,33,0.7882558464349253,0.05935172497343806
FBXW4,0.059350212339788634,0.4957495783291942,111,0.7882558464349253,0.059350212339788634
NBEAL2,0.05935000923850608,0.49575105575710776,30,0.7882558464349253,0.05935000923850608
UNC5A,0.05934259717710067,0.4958049752061409,88,0.7882900439294341,0.05934259717710067
HSD17B2,-0.059337852624191646,0.49583949134187144,21,0.788293389261711,0.059337852624191646
ZNF607,0.05933091641290687,0.49588995384887724,45,0.7882951477320872,0.05933091641290687
ABL2,-0.05932408417150887,0.49593966260012334,127,0.7882951477320872,0.05932408417150887
APOO,-0.05931967824283857,0.4959717198305881,124,0.7882951477320872,0.05931967824283857
PTMAP4,-0.05931502931357821,0.4960055463015891,26,0.7882951477320872,0.05931502931357821
ZNF510,-0.059312952831901355,0.49602065556031755,80,0.7882951477320872,0.059312952831901355
NDUFB1P1,0.059310744717136384,0.4960367228970618,23,0.7882951477320872,0.059310744717136384
LOC100505530,-0.05930651760015586,0.49606748225975883,13,0.7882951477320872,0.05930651760015586
TSPAN2,-0.05929286850379444,0.49616680918654094,76,0.7883143536241152,0.05929286850379444
LOC643576,-0.059292541959525887,0.4961691856363176,25,0.7883143536241152,0.059292541959525887
PDS5B,0.05929149471275291,0.49617680709172957,129,0.7883143536241152,0.05929149471275291
MIR21,-0.05928576761946413,0.4962184877450927,33,0.7883290770428114,0.05928576761946413
PROC,-0.05927246647147813,0.49631529799530333,14,0.7884313757376729,0.05927246647147813
HPN-AS1,0.059242418739222244,0.49653403219898445,23,0.7887263015706837,0.059242418739222244
LOC102724344,0.05923805360700008,0.49656581265779814,18,0.7887263015706837,0.05923805360700008
SH3BGR,0.0592286538452351,0.4966342515080395,48,0.7887834931709679,0.0592286538452351
ESRRA,-0.059222617501562304,0.4966782042239693,86,0.7887848116148741,0.059222617501562304
SNHG8,0.05921963163246657,0.49669994613222307,87,0.7887848116148741,0.05921963163246657
ZNF721,0.05920643727443977,0.4967960281913892,112,0.7888858841500899,0.05920643727443977
ERV3-1,0.05919675753520681,0.49686652282555677,84,0.7889119801901219,0.05919675753520681
LSG1,0.05919429081170967,0.4968844880746759,80,0.7889119801901219,0.05919429081170967
ZNF44,0.05919081893780837,0.4969097744555107,93,0.7889119801901219,0.05919081893780837
SERPINB5,0.05918330357076214,0.49696451276115833,17,0.7889318154868359,0.05918330357076214
LOC105373751,-0.05918019642326387,0.4969871446516925,21,0.7889318154868359,0.05918019642326387
LOC105379328,0.05917007758457322,0.497060852173368,12,0.7889458321287269,0.05917007758457322
PSMD10P2,0.05917007758457322,0.497060852173368,12,0.7889458321287269,0.05917007758457322
FAM186B,-0.05916439851800617,0.4971022220833897,52,0.7889600067404152,0.05916439851800617
S100A6,-0.05915365793130977,0.4971804682628078,106,0.789032702683181,0.05915365793130977
LOC105375976,-0.05914123095590947,0.49727100803486435,22,0.7890953230048782,0.05914123095590947
FLJ34503,0.05912512569930927,0.49738835974095935,19,0.7890953230048782,0.05912512569930927
CD38,-0.05912123135916493,0.4974167382216165,44,0.7890953230048782,0.05912123135916493
ENTPD7,-0.05912029903365854,0.4974235323055567,62,0.7890953230048782,0.05912029903365854
LOC105374428,0.05911976911336233,0.49742739398610847,46,0.7890953230048782,0.05911976911336233
EIF3L,-0.0591096026799904,0.4975014827455763,127,0.7890953230048782,0.0591096026799904
LOC100420053,0.05910761965133442,0.4975159349148297,18,0.7890953230048782,0.05910761965133442
PRR5-ARHGAP8,-0.05910108702833714,0.497563545761294,33,0.7890953230048782,0.05910108702833714
MKRN2OS,0.05909915039063832,0.4975776607608465,46,0.7890953230048782,0.05909915039063832
LOC105369302,0.05909704939372978,0.49759297391519924,17,0.7890953230048782,0.05909704939372978
ROBO2,-0.05909058603052764,0.4976400838111919,132,0.7890953230048782,0.05909058603052764
SNCB,0.05908663705342409,0.49766886810834293,120,0.7890953230048782,0.05908663705342409
RNF126,-0.0590801970974116,0.4977158111583707,99,0.7890953230048782,0.0590801970974116
LINC00324,-0.05907987088379936,0.497718189103375,14,0.7890953230048782,0.05907987088379936
IGFBP6,-0.05907173593213157,0.4977774910383351,72,0.7890953230048782,0.05907173593213157
ASB1,-0.059069448305510905,0.4977941679823322,78,0.7890953230048782,0.059069448305510905
LOC105378653,-0.05906575790094341,0.4978210718867167,60,0.7890953230048782,0.05906575790094341
LOC105371923,0.05906557255411173,0.4978224231282426,11,0.7890953230048782,0.05906557255411173
PHTF1,0.0590597232633582,0.49786506744133924,127,0.7890953230048782,0.0590597232633582
KARS,-0.0590592076537439,0.4978688265905948,122,0.7890953230048782,0.0590592076537439
MCTS1,-0.05904896216210078,0.4979435263785264,101,0.7891622901767327,0.05904896216210078
LOC148430,-0.05902983807336442,0.4980829757113949,10,0.7893318597951936,0.05902983807336442
DAXX,-0.05902200346201497,0.49814011018503057,60,0.7893709681919552,0.05902200346201497
USP42,0.059015924785482975,0.498184441750707,117,0.7893897848601827,0.059015924785482975
CPNE5,0.05898095193054049,0.49843953780561295,96,0.7897425406495318,0.05898095193054049
PDCL2,0.05896832862915405,0.49853163049148885,27,0.7897949704636522,0.05896832862915405
IL33,0.05896097444253845,0.49858528672780233,26,0.7897949704636522,0.05896097444253845
LOC105369981,0.058958684814676095,0.4986019925005412,10,0.7897949704636522,0.058958684814676095
LOC100419838,-0.05895861202479174,0.49860252360095875,12,0.7897949704636522,0.05895861202479174
CASC18,-0.05894717245134626,0.4986859944191782,13,0.7898649485745287,0.05894717245134626
HS3ST2,0.05893919943652308,0.49874417523779146,87,0.7898649485745287,0.05893919943652308
MAPKAPK5-AS1,0.05893386464921723,0.49878310632965744,76,0.7898649485745287,0.05893386464921723
LOC105369347,-0.058931923594683,0.4987972717465043,74,0.7898649485745287,0.058931923594683
VGLL4,-0.05892353396446461,0.4988584999739258,118,0.7898649485745287,0.05892353396446461
RPS8P9,0.05892166129288491,0.4988721674277991,38,0.7898649485745287,0.05892166129288491
SMYD2,0.058921405012773195,0.49887403787070167,68,0.7898649485745287,0.058921405012773195
FAM173B,-0.05890279497949965,0.4990098717760272,80,0.7900036554804722,0.05890279497949965
HSD17B3,0.058900502057518005,0.4990266090681508,41,0.7900036554804722,0.058900502057518005
PIK3CA,0.058889515249065105,0.4991068118860896,120,0.7900536106964023,0.058889515249065105
LOC105375949,-0.05887834667659179,0.49918834850537686,22,0.7900536106964023,0.05887834667659179
KCNT2,0.0588764036048417,0.49920253469435927,71,0.7900536106964023,0.0588764036048417
LOC101929230,0.0588727885334456,0.4992289285630678,17,0.7900536106964023,0.0588727885334456
LOC101926911,-0.058870222855740874,0.49924766118556363,19,0.7900536106964023,0.058870222855740874
BANK1,0.058869002577253776,0.4992565708582465,52,0.7900536106964023,0.058869002577253776
MYOZ1,-0.05885969826483058,0.49932450758674324,28,0.7900536106964023,0.05885969826483058
RFX3-AS1,0.05885739288079847,0.49934134141853903,36,0.7900536106964023,0.05885739288079847
P3H3,0.058856135295456025,0.49935052438736466,85,0.7900536106964023,0.058856135295456025
MLC1,-0.05884175188392302,0.49945555928706237,26,0.7900819128185448,0.05884175188392302
CGREF1,-0.05884043874921979,0.4994651490343483,74,0.7900819128185448,0.05884043874921979
LOC105371915,0.05884034010980828,0.499465869396206,13,0.7900819128185448,0.05884034010980828
AQP11,0.058832653563788556,0.49952200578147893,72,0.7901124069799239,0.058832653563788556
NSMCE1,0.05882311427199358,0.4995916777455684,89,0.7901124069799239,0.05882311427199358
NHP2L1,-0.05882000888940294,0.49961435957627043,125,0.7901124069799239,0.05882000888940294
PRDM7,-0.058816813495750325,0.4996376994153349,14,0.7901124069799239,0.058816813495750325
MRPL52,-0.0588146960785371,0.4996531657990277,97,0.7901124069799239,0.0588146960785371
LOC105378156,0.058810904969708,0.4996808580613037,10,0.7901124069799239,0.058810904969708
ATP5C1,-0.05880656578421064,0.49971255475371856,114,0.7901124069799239,0.05880656578421064
LOC644656,-0.058800041979699604,0.49976021154119993,28,0.7901363911391487,0.058800041979699604
BRD2,-0.05879189912747718,0.49981969891644545,103,0.7901790754905661,0.05879189912747718
HACE1,0.05876955095543131,0.4999829819408597,113,0.7903858371000098,0.05876955095543131
CDK7,-0.058761298317562015,0.500043285475004,117,0.7904033294400808,0.058761298317562015
LOC105371414,-0.058759141705532814,0.5000590448622394,69,0.7904033294400808,0.058759141705532814
XRCC1,-0.05873908258454283,0.5002056388556037,97,0.7905042215653076,0.05873908258454283
LINC01021,0.05873735551912219,0.5002182614701306,18,0.7905042215653076,0.05873735551912219
TAF11,0.0587370650504427,0.5002203844369099,92,0.7905042215653076,0.0587370650504427
KCNG4,-0.058728134513800836,0.500285657919741,15,0.7905560058648575,0.058728134513800836
UCHL1-AS1,0.05872299344057332,0.5003232361591575,21,0.7905640220001865,0.05872299344057332
SIAH3,0.05871084187160597,0.5004120629065191,81,0.7905995057742942,0.05871084187160597
FUZ,0.05870659335697236,0.5004431210718692,39,0.7905995057742942,0.05870659335697236
VWA5A,0.05870658073700666,0.5004432133298491,103,0.7905995057742942,0.05870658073700666
LOC100422288,0.05870080003183025,0.5004854739844431,15,0.790614913794209,0.05870080003183025
LOC105378180,0.05869596509028838,0.500520821938244,10,0.7906194005559546,0.05869596509028838
CCNYL2,0.05867938510426719,0.50064204711192,34,0.7907024675214268,0.05867938510426719
DNAH17-AS1,0.0586674365439909,0.5007294189867153,11,0.7907024675214268,0.0586674365439909
TBX4,0.0586674365439909,0.5007294189867153,11,0.7907024675214268,0.0586674365439909
LOC100130049,0.05866552355092794,0.5007434081747627,13,0.7907024675214268,0.05866552355092794
LINC00493,-0.058664135554802974,0.5007535583339215,98,0.7907024675214268,0.058664135554802974
KLHL12,-0.058661458917054536,0.5007731323955547,90,0.7907024675214268,0.058661458917054536
LOC105369550,-0.05865717858848012,0.5008044349674377,24,0.7907024675214268,0.05865717858848012
LOC100129029,0.05865320457998304,0.500833498300546,18,0.7907024675214268,0.05865320457998304
ZNF800,-0.058635727520661374,0.5009613247205359,94,0.7908529390190934,0.058635727520661374
SPAG5-AS1,-0.058628451530866085,0.5010145460185634,81,0.7908731839575763,0.058628451530866085
LOC105371163,0.058625036056817674,0.5010395300275289,16,0.7908731839575763,0.058625036056817674
FAM98A,0.058617216704402564,0.5010967306270822,72,0.7908731839575763,0.058617216704402564
TIRAP,0.05861619276820339,0.5011042212403376,56,0.7908731839575763,0.05861619276820339
FAM127B,0.05860359035329411,0.5011964191076959,83,0.7909673680564707,0.05860359035329411
BAP1,-0.05858510265817553,0.5013316891049432,78,0.7911243651163474,0.05858510265817553
NRG3-AS1,-0.05858110285973832,0.5013609571784985,21,0.7911243651163474,0.05858110285973832
LOC101927013,0.05856492603241863,0.5014793384117167,28,0.7912598280466693,0.05856492603241863
TNPO1,0.058555941155372965,0.5015450956237189,127,0.7913122459075229,0.058555941155372965
LOC105377080,0.058548185245320294,0.5016018620801261,10,0.7913504727329235,0.058548185245320294
ADSL,-0.0585332699103646,0.501711038696245,86,0.7914713739463822,0.0585332699103646
PYGM,-0.05852768164601656,0.5017519466312755,15,0.7914845695952298,0.05852768164601656
ATP6V1B1,0.05851984613942909,0.5018093080587258,27,0.7915237162783755,0.05851984613942909
MYH11,0.05850911127670379,0.5018879003857596,90,0.7915963440520142,0.05850911127670379
LOC101927081,-0.0585004190230965,0.5019515430334831,13,0.7916453847427108,0.0585004190230965
LOC105370003,0.05848821801096534,0.5020408831121741,68,0.7917349447653473,0.05848821801096534
LOC105373642,0.058434420903291,0.5024349035210033,27,0.7922892952835334,0.058434420903291
MYBPHL,0.058431329468856937,0.5024575506950051,21,0.7922892952835334,0.058431329468856937
EP400NL,0.058424836165543975,0.502505120955583,74,0.7923109789823162,0.058424836165543975
LOC105376942,0.05842055904560886,0.5025364566334118,77,0.7923109789823162,0.05842055904560886
LOC100421597,-0.05840980854821596,0.502615223050384,12,0.7923690711332256,0.05840980854821596
TRDMT1,0.05840319699012727,0.5026636676171178,88,0.7923690711332256,0.05840319699012727
OSCP1,-0.05840219066573699,0.5026710414257036,91,0.7923690711332256,0.05840219066573699
LOC105374235,0.058379599182532875,0.5028365946482344,12,0.7925564651644692,0.058379599182532875
PEX11G,0.058375980940862215,0.5028631122235391,35,0.7925564651644692,0.058375980940862215
SCARNA2,0.05837262824238769,0.5028876843229344,16,0.7925564651644692,0.05837262824238769
ANKRD42,0.058350250988570884,0.5030517044308731,103,0.7927635912306917,0.058350250988570884
LOC642361,-0.05834014814459948,0.5031257651010791,42,0.7928289317755179,0.05834014814459948
LINC00423,0.05831651799892608,0.5032990122640397,29,0.7930505524634733,0.05831651799892608
LOC105375843,0.058309005790251875,0.5033540954209309,15,0.7930859649347279,0.058309005790251875
SNRNP48,-0.05828783735782821,0.5035093295623937,58,0.7932791607363462,0.05828783735782821
RPS6KA2,-0.05828252222596292,0.503548310862323,133,0.7932891869725714,0.05828252222596292
EIF3LP3,-0.05825809888297551,0.5037274524719856,10,0.7935200059311588,0.05825809888297551
TMEM39B,-0.05824495692474625,0.5038238605531757,91,0.7935958287468491,0.05824495692474625
PYGO2,0.05824031273447177,0.5038579321671232,41,0.7935958287468491,0.05824031273447177
