supertype,beta,se,t_stat,p_value,n_genes,p_bonferroni,p_fdr,source
CBI_302,1.8054027709586329,1.4454743438433448,1.2490036773383892,0.10584080089976478,16363,1.0,0.2554586869884375,Conti
Splat_365,5.879887789427661,4.720793175367569,1.2455296326278567,0.10647748502992571,16363,1.0,0.2556568781187279,Conti
Splat_384,4.8769791361454695,3.969997416867915,1.2284590200043777,0.10964618873349996,16363,1.0,0.26190100003183153,Conti
Splat_417,3.4492681819925757,2.829835093075053,1.2188937053022453,0.11145105800200572,16363,1.0,0.2648398852521888,Conti
Splat_339,4.622959916537822,3.814088796849754,1.2120745380537954,0.11275067791123217,16363,1.0,0.2652978174201541,Conti
DG_202,5.752110059323967,4.7465749229108765,1.2118443620387305,0.11279473365368808,16363,1.0,0.2652978174201541,Conti
DLCT6b_98,3.8797569618723835,3.2459113783801286,1.1952750736554538,0.11599845160574329,16363,1.0,0.2708500528016775,Conti
Splat_388,2.9100154662248223,2.4380626084207004,1.193577005026068,0.11633039144193524,16363,1.0,0.2708500528016775,Conti
Splat_362,5.23443853596604,4.420596812109562,1.1841022283749292,0.11819490169477875,16363,1.0,0.27380828985574374,Conti
MSN_210,3.4549034403172407,2.955368932426745,1.1690261078437718,0.1212050737792183,16363,1.0,0.27804613426694835,Conti
COP_42,3.740597014164218,3.205121149707396,1.1670688374777056,0.1215997918044085,16363,1.0,0.27804613426694835,Conti
Mmb_332,4.711367167799222,4.040931211017773,1.1659112520781043,0.12183366403887974,16363,1.0,0.27804613426694835,Conti
Mmb_331,4.080213527359507,3.531110290325504,1.155504414160733,0.12395040168318439,16363,1.0,0.2814834245120591,Conti
Thex_458,3.0707430699616594,2.6975210061934654,1.1383574262855718,0.12749396760920662,16363,1.0,0.28811136797962866,Conti
Midi_442,4.902540399269533,4.321578168571442,1.1344328872547356,0.12831481695231628,16363,1.0,0.28855185665862343,Conti
EMSN_230,2.737097002849267,2.4257480892200824,1.1283517093192015,0.12959398087812746,16363,1.0,0.2900137144894017,Conti
Splat_378,3.8342621041142215,3.409556691483434,1.1245632353589072,0.13039533064655218,16363,1.0,0.29039733057034084,Conti
DLCT6b_112,5.45106640342428,4.919214830098588,1.10811716741288,0.13391375512816206,16363,1.0,0.2966428832766282,Conti
MGE_246,1.7808718662262704,1.6109673385710517,1.1054673943954234,0.1344866867783412,16363,1.0,0.2966428832766282,Conti
DLCT6b_106,4.877022983018727,4.458727512905832,1.0938149884472945,0.13702611782132146,16363,1.0,0.29985378721906303,Conti
CA4_191,2.4213339476365143,2.2156639832929925,1.0928254310646186,0.13724327354278154,16363,1.0,0.29985378721906303,Conti
DLIT_137,3.564473366304061,3.2746247476873416,1.0885135369545536,0.13819225019014003,16363,1.0,0.30050295913987995,Conti
CA4_194,3.0752967586561453,2.8722046338262137,1.0707094899987617,0.14215793592310377,16363,1.0,0.307675157091788,Conti
Splat_420,2.9990621254005365,2.810483780225207,1.0670981795028252,0.14297162602951607,16363,1.0,0.307990278502836,Conti
