gene,gwas_zstat,gwas_p,upper_sst_spec,deep_sst_spec,total_sst_spec,upper_fraction,upper_gwas_score,is_scz_gwas
EID2B,1.9867,0.023476,0.0431056721,0.058372517199999994,0.11323831569999998,0.3806633102367842,0.08563803876107,False
NME9,1.4823,0.069133,0.057767456,0.051338456100000006,0.12230092270000001,0.47233867680378505,0.0856287000288,False
MMD,2.743,0.0030442,0.0312169647,0.059499139500000006,0.1001595465,0.31167238461887403,0.0856281341721,False
PGC,1.2016,0.11477,0.07125412149999999,0.0585239782,0.14661346029999997,0.48599986218318597,0.08561895239439998,False
GMPPB,2.2282,0.012933,0.038412814200000006,0.051359029300000004,0.09988004210000001,0.38458948747279315,0.08559143260044003,False
TMEM167B,1.685,0.045997,0.05078726,0.0667774241,0.13405962310000002,0.3788408383194984,0.0855765331,False
STIL,1.5811,0.056925,0.0541158245,0.0724613503,0.1445535498,0.3743652409427029,0.08556253011695,False
QRICH2,1.3236,0.092813,0.0646370767,0.07884025730000001,0.16386297399999997,0.39445809582340435,0.08555363472012001,False
LRRC75A,1.6235,0.05224,0.0526764728,0.0592326871,0.1309191909,0.4023586797159162,0.0855202535908,False
DIP2C,1.5576,0.059666,0.054895758,0.0719858361,0.1428717504,0.384231017302634,0.08550563266080001,False
CHID1,2.0176,0.021814,0.042379335600000005,0.062237943500000004,0.11564705380000001,0.3664540877391552,0.08550454750656,False
STX19,1.0205,0.15375,0.0837748539,0.04953408,0.15332811889999998,0.5463763235407436,0.08549223840495,False
TBC1D10C,2.5871,0.00484,0.033042862699999995,0.07474009240000001,0.10855367633999999,0.30439192677829485,0.08548519009116999,False
EIF6,1.9481,0.025702,0.043880760100000006,0.05666357,0.11241719559999998,0.3903385052953591,0.08548410875081001,False
PAX3,1.8778,0.030202,0.0455132714,0.0157375439,0.0641108785,0.709914954604779,0.08546482103492,False
KIF6,2.1157,0.017186,0.0403866844,0.08829299360000001,0.1407751578,0.2868878645291776,0.08544610818507999,False
ANKS1A,1.8188,0.034473,0.0469761915,0.0852630767,0.1449211306,0.32415004841260875,0.0854402971002,False
SPIDR,1.6995,0.044609,0.050268572899999996,0.0659902134,0.13174882000000002,0.3815485626360827,0.08543143964354999,False
ZMAT5,2.0411,0.020619,0.0418452219,0.054977996,0.10771612349999998,0.3884768643758333,0.08541028242009001,False
XPA,1.6583,0.048626,0.0514998392,0.0668150808,0.1315699813,0.3914254504800177,0.08540218334536001,False
FKBP3,1.5804,0.057006,0.054026982700000004,0.0682397068,0.137125294,0.39399720594218013,0.08538424345908001,False
RAB11FIP2,1.6104,0.05366,0.0530050562,0.059001924399999996,0.12784455760000002,0.41460549588541884,0.08535934250448,False
TBC1D32,1.2519,0.1053,0.06818363,0.07380703170000001,0.16201776769999998,0.4208404483528753,0.08535908639699999,False
ACBD6,1.6757,0.046894,0.050916194399999996,0.0657421857,0.13224025810000004,0.3850279418049622,0.08532026695608,False
MAP3K7,1.7924,0.036531,0.047596332400000003,0.0680373848,0.12847570269999997,0.37046952380669884,0.08531166619376,False
ASZ1,2.3492,0.009408,0.036303459999999996,0.0281753179,0.07292102240000001,0.49784628362533756,0.085284088232,False
IST1,1.661,0.048356,0.051341004999999995,0.0698492349,0.1357180139,0.3782917501123261,0.085277409305,False
RPS15,1.6977,0.044781,0.0502215586,0.0640072094,0.1288609745,0.3897344311950706,0.08526114003522,False
TRAPPC2L,1.7515,0.039929,0.0486626503,0.070334367,0.13323303870000003,0.3652446178126536,0.08523263200045,False
PAF1,1.5824,0.056779,0.0538506095,0.0649978477,0.12832625329999997,0.4196382900240103,0.08521320447280001,False
P4HB,2.112,0.017343,0.0403324484,0.0555131541,0.10870821450000001,0.37101564574036855,0.0851821310208,False
PIWIL4,1.3132,0.094565,0.0648654745,0.0704662195,0.15156909899999998,0.42795975517410717,0.0851813411134,False
PCOLCE,1.3311,0.091573,0.0639894912,0.04352254010000001,0.11554013370000002,0.5538291254374754,0.08517641173632,False
PDE12,1.6407,0.050427,0.0519129568,0.0625951746,0.1259446814,0.4121885594765576,0.08517358822176001,False
RSAD1,1.8821,0.02991,0.0452496136,0.062660956,0.12247208489999997,0.3694687947620626,0.08516429775656001,False
RAPGEF4,1.2205,0.11114,0.069756737,0.06872698299999999,0.16098649,0.4333080185796957,0.08513809750849999,False
ZGLP1,1.2638,0.10315,0.06736624199999999,0.0680497839,0.1490188459,0.45206525116431595,0.0851374566396,False
RHOQ,2.7181,0.003283,0.031308877900000004,0.0368615923,0.08015834020000001,0.3905879016691516,0.08510066101999002,False
GALNT18,1.1112,0.13325,0.07654366500000001,0.03146977614,0.13688322914,0.559189503936333,0.08505532054800001,False
HTR3C,1.401,0.080606,0.0607006035,0.055650939100000005,0.1607253136,0.37766672928115536,0.0850415455035,False
SARM1,1.2893,0.098651,0.0659410565,0.086484845,0.17116483249999995,0.3852488594583237,0.08501780414544999,False
MPHOSPH10,1.3801,0.083781,0.06159931470000001,0.07452164399999998,0.15104542369999996,0.40781980142838337,0.08501321421747002,False
TLK1,1.5079,0.065789,0.0563595447,0.0527308441,0.1238889678,0.45491980198740506,0.08498455745313,False
RAD52,1.3526,0.088096,0.0628217356,0.07660280030000001,0.1560549849,0.4025615435498978,0.08497267957256,False
MMP23B,1.9123,0.027921,0.044433038200000004,0.0888357806,0.14709227019999999,0.3020759564019565,0.08496929894986001,False
TIRAP,1.492,0.067849,0.0569400704,0.077638192,0.1496241784,0.3805539386006079,0.0849545850368,False
ZNF438,1.3545,0.087784,0.0626691194,0.0616863275,0.13982331030000003,0.44820222941038457,0.0848853222273,False
PGD,1.3837,0.083224,0.0613206455,0.0587386198,0.14730569380000003,0.41628157010180683,0.08484937717834999,False
GTF2IRD1,2.3098,0.010449,0.0367163461,0.0591582174,0.11048923080000002,0.33230701158976655,0.08480741622178,False
SRGAP3,1.4432,0.074484,0.0587574677,0.085854888,0.16190881909999996,0.362904677006566,0.08479877738464,False
AKR1E2,1.1775,0.11949,0.07201253930000001,0.0951976365,0.18781355280000003,0.3834256805561052,0.08479476502575001,False
ZXDC,1.9771,0.024013,0.0428810515,0.057614028399999996,0.1160638549,0.36946085873975226,0.08478012692065001,False
LRR1,1.8453,0.032497,0.045942250399999995,0.0401456306,0.099056172,0.46379997805689477,0.08477723466311998,False
PNN,2.0154,0.021931,0.0420609731,0.047896766300000004,0.1018685723,0.41289449876780104,0.08476968518574,False
CTRC,0.7834,0.2167,0.10819324400000001,0.1105425667,0.2460658167,0.4396922963578793,0.0847585873496,False
ZNF227,1.5378,0.062043,0.055114541100000004,0.0662723943,0.1383421155,0.3983930771970883,0.08475514130358001,False
RNF183,1.9981,0.022855,0.042363437999999996,0.015022222200000001,0.06321394920000001,0.6701596488769918,0.0846463854678,False
PURA,1.5748,0.057648,0.053721938000000004,0.07283000339999998,0.1421541403,0.37791328403538593,0.08460130796240001,False
MOB2,2.5357,0.0056115,0.0333537894,0.053372446999999996,0.09586261680000001,0.3479332247896658,0.08457520378158,False
SAMD10,1.3076,0.095499,0.064675899,0.0677227542,0.1494733512,0.4326918375802094,0.0845702055324,False
SVOPL,1.2146,0.11226,0.0696091939,0.0801984371,0.19352322859999999,0.35969425687847384,0.08454732691094,False
CABLES2,1.5159,0.064767,0.055765794199999996,0.0731239828,0.1404266853,0.3971167878873233,0.08453536742777999,False
TMEM135,1.6439,0.050103,0.051416748400000004,0.070057784,0.1379298874,0.37277452602342953,0.08452399269476,False
SEMA4A,1.4335,0.075863,0.0589506575,0.059258578,0.13546339599999999,0.4351777619689972,0.08450576752625001,False
TGFBR3L,2.5114,0.006012,0.0336455852,0.0590972681,0.10350800630000001,0.32505297322106763,0.08449752267128001,False
PAQR8,2.0409,0.020631,0.041399378099999995,0.0404170326,0.08978527210000001,0.46109319637513235,0.08449199076429,False
GRB2,1.7931,0.03648,0.047119733,0.05939199419999999,0.12132652180000002,0.38837125058010186,0.0844903932423,False
MED17,1.5121,0.065259,0.0558679424,0.06717427100000001,0.1352681086,0.41301636415429266,0.08447791570304,False
SLC10A1,1.9461,0.025819,0.0434063134,0.0552318572,0.1094402981,0.3966209353737131,0.08447302650774,False
TTC29,1.251,0.10547,0.0675239806,0.1831485583,0.3516240189,0.19203460790658747,0.0844724997306,False
CYP1A1,1.4848,0.068799,0.05688618659999999,0.11056009769999998,0.21518622429999998,0.26435793826975007,0.08446460986367998,False
DBN1,1.5871,0.056249,0.053189730899999996,0.061224251199999996,0.1286463926,0.4134568395196493,0.08441742191139,False
NAPEPLD,2.4151,0.0078655,0.034934626499999996,0.0392959352,0.0835611161,0.4180727607586371,0.08437061646014998,False
FNBP4,1.5533,0.060176,0.054306629999999995,0.06266682659999999,0.13151915669999997,0.4129180216983554,0.08435448837899999,False
FIBP,2.5584,0.0052572,0.0329682529,0.059457266,0.1014719762,0.3249000771899819,0.08434597821935999,False
TBP,1.9067,0.028281,0.0442341616,0.0626912579,0.11950089809999997,0.37015756620493556,0.08434127592272,False
SLC22A15,1.58,0.057053,0.053373451200000005,0.0723305214,0.1417597126,0.37650648566566014,0.08433005289600001,False
ZNF497,1.1165,0.1321,0.0755154565,0.06392100049999999,0.155480693,0.4856902490137473,0.08431300718225,False
IQCH,2.0955,0.018064,0.0402285997,0.047463620000000005,0.1016508337,0.39575277679203136,0.08429903067135,False
PYGB,1.628,0.051759,0.0517756634,0.0626671863,0.1346940737,0.3843945169801483,0.08429078001519999,False
ZNF12,1.8689,0.030816,0.0451016303,0.05976550720000001,0.1177634635,0.38298491704942084,0.08429043686767,False
PLA2R1,1.1179,0.13181,0.0753954436,0.14347511000000002,0.2436431356,0.30945030901170195,0.08428456640043999,False
LRRC73,2.0924,0.018201,0.040231818100000004,0.0573188228,0.10658575510000001,0.37745961514513865,0.08418105619244001,False
CFDP1,1.6374,0.050774,0.0514102095,0.0651317188,0.1324450339,0.3881626059216101,0.08417907703529999,False
DENND4A,1.6638,0.048081,0.0505884676,0.0654404475,0.13194747810000002,0.3833985183230265,0.08416909239288,False
POP5,1.8866,0.029604,0.0446136436,0.059602390899999996,0.11364277950000001,0.39257789888885986,0.08416810001576001,False
IRF2BPL,1.3666,0.08587,0.061556171300000004,0.0548523586,0.1284342256,0.4792816791040783,0.08412266369858001,False
UFM1,1.2415,0.10721,0.0677574705,0.0713783124,0.1553984099,0.4360242202195146,0.08412089962575,True
CERS1,2.0325,0.02105,0.0413874895,0.047825487,0.10321227349999999,0.4009938750162305,0.08412007240875001,False
ANKRD40,1.6761,0.046855,0.05017764379999999,0.0711355935,0.13704107990000006,0.3661503823278028,0.08410274877317998,False
NOTCH2,0.55707,0.28874,0.150901649,0.02054896005,0.18612847424999998,0.8107391929582747,0.08406278160842999,False
HLF,2.347,0.0094631,0.0358148733,0.046922747699999996,0.08707887546000001,0.41129232676473515,0.0840575076351,False
C14orf28,1.6704,0.04742,0.0503118398,0.0610988628,0.12263243160000002,0.4102653689858009,0.08404089720192001,False
ZNF433,2.5788,0.0049572,0.0325887061,0.05866408000000001,0.10373080110000002,0.3141661469343458,0.08403975529068002,False
EBLN2,1.4772,0.069817,0.0568899257,0.05879161070000001,0.13344999640000002,0.4263014404997016,0.08403779824404001,False
GSE1,1.8988,0.028798,0.044255841399999996,0.048335486500000004,0.0998583157,0.44318633946276337,0.08403299165032,False
EIF2B1,1.652,0.049268,0.050867003900000006,0.0629789527,0.12850215809999999,0.3958455223795966,0.0840322904428,False
FES,6.1094,5e-10,0.01375279343,0.00810919107,0.0254286893,0.540837684072061,0.084021316181242,True
NCOA2,1.1694,0.12113,0.0718451425,0.078676412,0.17050889850000003,0.42135714400852803,0.0840157096395,False
DDX25,1.3141,0.094402,0.063924213,0.08503330850000002,0.1657777745,0.3856018286697412,0.0840028083033,False
MIA3,1.4986,0.066993,0.0560481737,0.0790633619,0.1520449731,0.36862891654521923,0.08399379310682,False
FBXO45,1.941,0.026129,0.04324245709999999,0.0574365907,0.11500724209999998,0.37599768771431136,0.08393360923109999,False
NOL11,1.4183,0.078048,0.05917784300000001,0.07321878100000001,0.149055721,0.3970182600371307,0.0839319347269,False
TBCD,1.6405,0.050453,0.0511571781,0.07113985310000001,0.1370484205,0.37327812982711467,0.08392335067305,False
LRRC2,0.83548,0.20172,0.10041614939999999,0.0496373546,0.18437226600000003,0.5446380389987721,0.08389568450071198,False
TIMP3,3.0628,0.0010964,0.027388350900000004,0.011357751170000001,0.04736787487,0.5782051860077464,0.08388504113652001,False
CCDC83,1.6783,0.046644,0.0499768449,0.053389669599999995,0.11363911310000001,0.43978559438440384,0.08387613879566999,False
RAB11FIP4,1.5484,0.060762,0.05416698569999999,0.08084132899999999,0.1527382532,0.35463929019190843,0.08387216065787999,False
FBXL3,1.9207,0.027385,0.043654105000000006,0.0649195576,0.11970989229999998,0.3646658113316172,0.08384643947350001,False
MED9,1.8334,0.033368,0.045731043400000004,0.0693711048,0.12792725100000002,0.3574769491451043,0.08384329496956,False
RBP5,2.0618,0.019613,0.0406562797,0.0269798743,0.0926002474,0.43905152352757104,0.08382511748546,False
SRSF5,1.7611,0.039115,0.047596507700000006,0.0524525299,0.11263777039999999,0.4225625874071812,0.08382220971047001,False
ZNF580,1.9986,0.022828,0.0419394575,0.0702447808,0.12493895610000001,0.33567958953036264,0.08382019975949999,False
FAM110C,2.0956,0.018059,0.0399936473,0.1338183292,0.18814497219999998,0.21256824900686877,0.08381068728188,False
CRLF3,1.639,0.050608,0.0511138024,0.0609363078,0.1257417963,0.4064981088551539,0.0837755221336,False
NUDT9,1.5869,0.056272,0.0527850386,0.06951937849999999,0.13673598639999998,0.3860361854236787,0.08376457775434,False
SGIP1,1.4656,0.071374,0.057150525,0.0723507482,0.1451892062,0.3936279183266173,0.08375980944,False
FEZ1,1.9597,0.025018,0.042741123,0.0622269207,0.1174299113,0.36397134705150713,0.08375977874309999,False
CCDC65,1.9858,0.023529,0.0421709551,0.0510392694,0.10577019950000002,0.39870356016488356,0.08374308263758,False
SSBP4,1.5401,0.061766,0.05437032879999999,0.0538473081,0.1208149979,0.4500296299719589,0.08373574338487999,False
RARG,3.1934,0.00070296,0.026218190899999997,0.041001690099999995,0.0750793967,0.3492062010668767,0.08372517082006,False
BTBD7,1.9447,0.025903,0.043049458900000004,0.0598364752,0.1178142106,0.36540124218257936,0.08371828272283001,False
TMEM258,2.3414,0.0096048,0.0357534572,0.0490389667,0.0942105715,0.3795057882649613,0.08371314468808,False
ACAP1,1.2926,0.098083,0.06473722123000002,0.12275293649999999,0.21463626873,0.3016136164360726,0.08367933216189802,False
MRPL32,1.5059,0.066044,0.055527387299999995,0.0605036296,0.13071192390000003,0.42480735990452345,0.08361869253507,False
TRPM4,2.9884,0.001402,0.0279606993,0.0326348089,0.07428194419999999,0.3764131324392557,0.08355775378812,False
THAP4,1.597,0.055129,0.0523067905,0.0662205949,0.1339049917,0.3906261434763227,0.0835339444285,False
PARP11,1.1272,0.12983,0.07405006049999999,0.056869394799999994,0.15058043129999998,0.49176416789822275,0.08346922819559999,False
OTOA,2.5055,0.0061135,0.0333142563,0.0385485982,0.0847738365,0.3929780422288662,0.08346886915965,False
TNRC18,1.3304,0.091689,0.06273912599999999,0.0656997059,0.1432015392,0.43811767911500205,0.08346813323039999,False
PCSK7,1.7056,0.044042,0.048931810900000004,0.06348394660000001,0.12816560649999997,0.38178581786682386,0.08345809667104001,False
IFT46,1.8162,0.034668,0.045946674300000004,0.0627221351,0.12173802829999998,0.3774225272219232,0.08344834986366001,False
SLC30A7,1.9109,0.028008,0.0436599784,0.0582794251,0.11554896650000002,0.37784828131716774,0.08342985272456001,False
GTF2H3,1.5606,0.05931,0.0534578292,0.07213325200000001,0.1410364805,0.3790354737333367,0.08342628824952,False
PKM,1.8713,0.030649,0.044569832100000005,0.0628493048,0.11886764089999999,0.3749534504305958,0.08340352680873,False
HIPK1,1.8351,0.033243,0.045447710599999996,0.0567753925,0.11462338420000001,0.3964959760802455,0.08340109372205999,False
ANKDD1B,3.5397,0.00020027,0.0235487414,0.0400393995,0.07509936750000001,0.3135677727245838,0.08335547993358,False
RPP30,1.4956,0.067377,0.055728482600000004,0.0689717671,0.13881560469999998,0.4014569019126998,0.08334751857656,False
TIPRL,1.2676,0.10247,0.06575123249999999,0.0718151293,0.15312976180000004,0.4293824513739952,0.083346262317,False
DHRS4L2,1.4748,0.070135,0.056512272499999995,0.06814052999999999,0.1374602825,0.4111170984971604,0.083344299483,False
HES7,1.7588,0.039304,0.047386063199999995,0.053655837,0.1119676305,0.4232121639834112,0.08334260795615998,False
SMIM17,1.5113,0.06535,0.055133406700000005,0.0775188297,0.14401804270000002,0.38282291347929837,0.08332311754571001,False
NR1H3,1.9971,0.022907,0.0417210051,0.062300719600000005,0.114027416,0.3658857366372312,0.08332101928521,False
PSEN2,1.8442,0.032574,0.0451787131,0.0650485628,0.12387028940000001,0.3647259832752114,0.08331858269902,False
IMPAD1,1.5862,0.056348,0.0525036106,0.0642109335,0.13347721810000002,0.393352598648443,0.08328122713372,False
NPLOC4,1.8235,0.034115,0.0456650633,0.0643824513,0.12487549990000003,0.3656847286823153,0.08327024292755,False
TUBB2B,1.5282,0.063234,0.0544880382,0.0695873041,0.1408046683,0.38697607726973354,0.08326861997724,False
ARHGDIA,2.1017,0.01779,0.039606432999999996,0.0558760521,0.10999353740000001,0.3600796368241903,0.0832408402361,False
COX10,1.8021,0.035764,0.046188775999999994,0.06936253499999999,0.12892262699999998,0.3582674125931362,0.0832367932296,False
SSB,1.5048,0.066189,0.055287376199999995,0.07116063930000001,0.141613551,0.3904102101076471,0.08319644370575999,False
PRSS35,3.6765,0.00011822,0.022628379,0.015603615049999998,0.05464446731,0.4141019231028167,0.0831932353935,False
C15orf62,0.99626,0.15956,0.0835021942,0.092065467,0.2581825472,0.3234230783822711,0.083189895993692,False
TCERG1,1.3899,0.08228,0.0598273635,0.0684841831,0.14369725660000002,0.4163431154885388,0.08315405252864999,False
PSMD7,2.1676,0.015094,0.0383503276,0.0683161765,0.1193671606,0.3212803873965986,0.08312817010576,False
OR2T27,1.2646,0.103,0.06570764,0.0,0.06570764,1.0,0.08309388154399999,False
SPTAN1,1.4227,0.077405,0.0584003893,0.07117167960000001,0.14543169189999997,0.4015657697234011,0.08308623385711,False
NPIPB15,2.0764,0.01893,0.040014126000000004,0.11704013999999999,0.17179368699999994,0.23291965321170396,0.08308533122640001,False
LYSMD4,1.4857,0.068683,0.05590173799999999,0.0894222486,0.1607611236,0.34773169500290796,0.08305321214659998,False
COL6A6,1.7392,0.041003,0.047750751800000005,0.0760669346,0.13430160800000002,0.3555486230663746,0.08304810753056001,False
MED13,1.6516,0.049305,0.0502772353,0.07390786969999999,0.138567374,0.36283602588874925,0.08303788182148,False
ZNF398,1.4592,0.07225,0.05690559860000001,0.0675933616,0.14077433520000002,0.4042327638710099,0.08303664947712001,False
KIF5A,1.5692,0.058305,0.05289513490000001,0.07969726,0.1487490515,0.3555998130179674,0.08300304568508,False
OSR2,1.6472,0.049763,0.050386213,0.19185187,0.755589583,0.066684631622297,0.0829961700536,False
MANF,2.086,0.018491,0.0397858395,0.0546323988,0.10998059130000001,0.3617532787350999,0.082993261197,False
LOXL2,1.8055,0.035496,0.0459628116,0.0326654602,0.09253626109999999,0.4967005480190079,0.0829858563438,False
MAP4K2,1.4979,0.06708,0.05539554740000001,0.053820564700000004,0.12239260630000001,0.4526053417329671,0.08297699045046002,False
ABLIM1,1.5848,0.056509,0.0523396374,0.0851044471,0.15448032650000001,0.33881102264500973,0.08294785735152,False
GDPD1,1.2894,0.098625,0.06429652,0.0648929324,0.14466627539999996,0.44444719283897466,0.082903932888,False
ZNF140,1.3663,0.085921,0.060672278,0.0672003598,0.1446428893,0.4194625694607167,0.08289653343140001,False
MORN2,1.6026,0.054513,0.051714161999999994,0.0716791215,0.13592202679999998,0.38046932655068383,0.08287711602119999,False
FARP2,1.9693,0.024457,0.04206954770000001,0.05325716970000001,0.10771837000000002,0.39055128387107974,0.08284756028561002,False
FLJ45513,3.1574,0.00079605,0.0262361469,0.075203513,0.12061123909999999,0.21752655138753152,0.08283801022206,False
ANKRD55,0.65631,0.25581,0.12620827299999998,0.133946918,0.294177892,0.4290202507807758,0.08283175165262999,False
NDUFAF6,1.4827,0.069078,0.055852841,0.0635783009,0.1334947199,0.418389888692519,0.08281300735069999,False
REXO4,1.5221,0.063989,0.05439554369999999,0.0761334917,0.144687294,0.3759524571660038,0.08279545706576999,False
RMI1,1.9702,0.024409,0.042017845799999995,0.0506496914,0.1038996912,0.4044078025132763,0.08278355979515999,False
NOD2,4.1204,1.8912e-05,0.0200827357,0.0167036246,0.0367863603,0.5459288588547859,0.08274890417828,False
UGCG,1.4259,0.076954,0.0580245756,0.0647361636,0.1369410632,0.42371933037540493,0.08273724234804,False
ADCY1,1.9104,0.028039,0.043303895700000004,0.0550219565,0.11037021920000002,0.3923512702419277,0.08272776234528001,False
OSER1,1.5524,0.060286,0.0532853039,0.0659394233,0.1306522329,0.40784074422045336,0.08272010577436,False
ISYNA1,1.5113,0.065359,0.0547095592,0.05941421870000001,0.1280991576,0.4270875798483783,0.08268255681896,False
MFAP3L,1.8054,0.035503,0.045792472199999996,0.030859007799999998,0.08826305009999999,0.5188181481165469,0.08267372930987998,False
ATP11B,1.7819,0.037386,0.046394392400000005,0.0673350972,0.12773298789999998,0.36321386638447223,0.08267016781756001,False
FERMT3,2.1876,0.01435,0.0377896233,0.043248663699999995,0.09319593400000001,0.40548575112729696,0.08266857993108001,False
ERI1,2.0127,0.022073,0.0410655638,0.0469961003,0.1042941434,0.39374755342206497,0.08265266026026001,False
TRPT1,2.3123,0.01038,0.035741464099999995,0.0518354135,0.0967755516,0.3693232795792196,0.08264498743842999,False
SULT1A4,2.1479,0.015862,0.038476399,0.08536815770000002,0.1291062373,0.2980212250365072,0.0826434574121,False
SREK1IP1,1.9705,0.024391,0.04193887,0.06846735229999999,0.12243606559999999,0.3425368970693224,0.082640543335,False
LRRC36,3.1857,0.00072211,0.0259353005,0.21583033120000003,0.3099390607,0.08367870910308918,0.08262208680285,False
HDHD2,1.6497,0.049501,0.05007014059999999,0.06499949199999999,0.12897510680000002,0.38821553896941596,0.08260071094781998,False
KLHL2,4.5283,2.9735e-06,0.0182377211,0.028360417000000002,0.05257567910000001,0.3468851265869811,0.08258587245712999,False
ZNF784,1.8664,0.030995,0.044220904,0.0503769529,0.09940719690000001,0.44484610147980136,0.08253389522559999,False
C1orf100,2.4168,0.0078281,0.0341329619,0.06225536350000001,0.1054175049,0.323788368282657,0.08249254231992,False
EEF1D,2.2741,0.01148,0.0362735052,0.05664186329999999,0.1021054737,0.35525524622290644,0.08248957817531999,False
ZFAT,1.6478,0.049697,0.0499825477,0.0593943094,0.1287315441,0.3882696199244921,0.08236124210005999,False
C3orf20,1.7457,0.040431,0.047178457400000005,0.0704515101,0.14195488599999997,0.33234824618858144,0.08235943308318001,False
NCAPH2,1.5817,0.056856,0.0520646112,0.07252571619999999,0.1395282348,0.37314749430199196,0.08235059553504001,False
GMPR,2.9407,0.0016374,0.028001307000000003,0.09511337380000001,0.13714397679999998,0.20417452996010838,0.08234344349490001,False
FBXW10,2.743,0.0030444,0.030017838,0.058722042,0.10453882899999999,0.28714534386070084,0.082338929634,False
DKK3,1.6346,0.051062,0.0503612978,0.054449527899999996,0.1231638327,0.40889680595332756,0.08232057738388,False
ASCL5,1.4871,0.068494,0.055325982499999996,0.0894571436,0.17419184740000002,0.31761522324838715,0.08227526857575,False
KLHL26,1.8265,0.033885,0.045041858,0.057089460200000004,0.11594717519999999,0.38846878263576706,0.082268953637,False
NOP14,1.5507,0.060485,0.053051294299999996,0.0677497444,0.1336327097,0.3969933290965812,0.08226664207100999,False
PURB,1.6309,0.051454,0.0504402627,0.0593344933,0.12175173660000002,0.4142878295503507,0.08226302443743,False
PPWD1,1.6889,0.045622,0.048700157099999995,0.06625826900000001,0.1292446201,0.37680606792235827,0.08224969532618999,False
SMIM22,2.3587,0.0091687,0.034867660099999996,0.02685854595,0.06659212605,0.5236003438878041,0.08224234987786998,False
LMOD2,2.2883,0.011059,0.035934955,0.0613337291,0.0972686841,0.369440126927758,0.08222995752649999,False
PDE6G,1.2042,0.11425,0.068285655,0.0606890432,0.15128414759999997,0.4513734986996087,0.08222958575099999,False
CBX6,1.6859,0.04591,0.0487619184,0.0668159931,0.1272742902,0.38312465403165924,0.08220771823056,True
RABEPK,1.2797,0.10032,0.064233742,0.066827687,0.14606309529999997,0.4397670874225271,0.0821999196374,False
GBF1,1.6122,0.053457,0.0509744253,0.0647131329,0.1299538337,0.3922502618712664,0.08218096846866,False
CNOT6,1.828,0.033776,0.0449358343,0.0667655764,0.1286540887,0.34927637942998385,0.0821427051004,False
FAM122A,1.1873,0.11755,0.069164317,0.057934107900000004,0.14197683989999998,0.48715210909550616,0.0821187935741,False
NFXL1,1.6265,0.051917,0.0504659786,0.069093079,0.13562431960000004,0.3721012481304274,0.08208291419290001,False
MRPL27,1.9991,0.022797,0.041043763,0.0602843862,0.1122456885,0.3656600404745167,0.0820505866133,False
ZNF518B,1.2484,0.10595,0.06571726330000001,0.0846188435,0.16827209129999998,0.390541668510184,0.08204143150372001,False
ABRACL,1.0953,0.1367,0.074844377,0.031823818499999997,0.12155044949999999,0.6157474308640875,0.0819770461281,False
SLC6A4,2.97,0.0014892,0.0275916206,0.0477169147,0.0873397413,0.31591140744539853,0.081947113182,False
TRDMT1,2.0257,0.021396,0.0404525031,0.058210088099999995,0.11558664819999999,0.3499755701022223,0.08194463552967,False
RNF169,1.8198,0.034395,0.045025684899999995,0.0633040251,0.1223169706,0.3681066059691965,0.08193774138101999,False
MARCH5,1.6915,0.045371,0.0484294483,0.0666481497,0.13060424129999998,0.37081068591606303,0.08191841179944999,False
SNX3,2.1376,0.016274,0.038308478800000004,0.054891441,0.10364701819999997,0.3696052184162112,0.08188820428288,False
PYGO2,1.5605,0.059326,0.052471362699999996,0.0669920155,0.1342709632,0.3907871177020051,0.08188156149334999,False
ASCC1,1.3756,0.084469,0.059516493999999996,0.067190325,0.14182268930000003,0.4196542478058903,0.08187088914639999,False
SMIM14,1.4312,0.076179,0.0571732545,0.07680434600000001,0.15147081650000002,0.377453926908752,0.0818263618404,False
UGT2B17,1.9057,0.028343,0.042933947800000004,0.0205974927,0.06413419375,0.6694392692821527,0.08181922432246,False
DENND5B,1.4775,0.069772,0.055372933000000006,0.081588836,0.1526679814,0.3627016777992193,0.08181350850750001,False
RASD2,1.5949,0.055368,0.0512942919,0.065247508,0.12791009160000003,0.40101833450645413,0.08180926615131,False
EIF4E2,1.7084,0.04378,0.0478856374,0.0650896904,0.1268629637,0.3774595516563673,0.08180782293416,False
ZCCHC2,1.8391,0.03295,0.0444475711,0.06451044389999999,0.12529661630000002,0.3547387983214036,0.08174352801001,False
SYT2,2.706,0.0034048,0.030201378400000003,0.0425136298,0.0868380879,0.34778953717611744,0.08172492995040001,False
PRPF38A,1.6622,0.048238,0.049165851999999996,0.06798533629999999,0.12886316360000002,0.38153534824439145,0.08172347919439998,False
SEC61G,1.3527,0.08808,0.0603980868,0.0601049029,0.1355913823,0.44544192835476387,0.08170049201436,False
MSANTD1,1.8216,0.034257,0.0448261531,0.09034733319999999,0.1508999143,0.2970588373621098,0.08165532048696,False
CLEC18B,2.7066,0.0033983,0.030160326,0.028932560729999997,0.06081826972999999,0.49590897823787866,0.0816319383516,False
GABPB1,1.6743,0.047035,0.04875515999999999,0.0695434512,0.1312013762,0.37160555332650536,0.08163076438799999,False
ASB7,1.522,0.064007,0.053631097600000004,0.0691424932,0.13660075719999998,0.3926120081565698,0.08162653054720001,False
SOX2,2.6532,0.0039865,0.030752108099999998,0.031253253800000005,0.0870572346,0.35324012118344955,0.08159149321091999,False
