specimen_id,donor,brain_region,cortical_layer,subclass_scANVI,subclass_conf_scANVI,supertype_scANVI,supertype_conf_scANVI,sag,tau_ms,figure_exemplar
1060169142,H20.26.409,ParL,2,Sst,0.9999994039535522,Sst_25,0.9999964237213136,0.535548031,16.366978,False
1067582692,H20.03.310,CgGr,2,Sst,0.9999767541885376,Sst_25,0.9999934434890748,0.4907386,14.574532,False
1069256863,H20.26.411,SFG,3,Sst,0.9999997615814208,Sst_25,0.9682185649871826,0.380972326,15.641525,False
1086237060,H21.03.304,ITG,2,Sst,0.9998722076416016,Sst_25,0.983866810798645,0.515110254,22.293567,False
674650727,H18.03.005,STG,3,Sst,1.0,Sst_3,0.9998635053634644,0.3390809,32.345936,False
808941670,H18.29.136,SFG,3,Sst,1.0,Sst_3,1.0,,,False
853693147,H19.28.010,SFG,4,Sst,0.9999996423721312,Sst_3,0.999990940093994,,,False
857674899,H19.03.310,SFG,4,Sst,1.0,Sst_3,0.9999996423721312,0.250730127,29.698179000000003,False
868168862,H19.03.311,TemL,4,Sst,1.0,Sst_3,0.9999876022338868,0.136165902,30.558063999999998,False
910813553,H19.03.316,PaCG,3,Sst,0.9999995231628418,Sst_3,0.9999988079071044,0.418540329,17.199758,False
1001503145,H20.03.301,MTG,4,Sst,0.9999995231628418,Sst_3,0.9992520213127136,0.065427676,34.523157,False
1037441788,H20.03.305,MTG,3,Sst,1.0,Sst_3,0.9990559220314026,0.45193851,26.792109,False
1037461069,H20.03.305,MTG,3,Sst,0.9999997615814208,Sst_3,0.999996781349182,0.357343853,27.942987,True
1065936621,H20.03.310,CgGr,2,Sst,1.0,Sst_3,0.926298439502716,0.294498503,35.220451,False
1068968163,H20.26.412,AOrG,5,Sst,1.0,Sst_3,0.9999420642852784,0.240652099,30.662055000000002,False
1079573757,H21.03.302,MTG,3,Sst,1.0,Sst_3,0.9999116659164428,0.293782175,24.902903000000002,False
868124993,H19.03.311,TemL,4,Sst,1.0,Sst_4,1.0,0.124571294,27.262581,False
902463141,H19.03.315,TemL,5,Sst,1.0,Sst_4,0.9539588689804076,0.050051205,34.739335000000004,False
1034683618,H20.26.406,MTG,6,Sst,0.9999997615814208,Sst_4,0.9999947547912598,0.070233971,21.835524,False
1037672756,H20.03.305,MTG,6,Sst,1.0,Sst_4,0.4490043520927429,0.214402929,41.626744,False
1069754457,H20.26.412,AOrG,5,Sst,0.9999997615814208,Sst_4,0.9997294545173644,0.066565834,39.254208999999996,False
1077500867,H21.26.402,MTG,4,Sst,0.9999896287918092,Sst_4,0.987169861793518,,,False
734995812,H18.03.314,MTG,3,Sst,0.9997181296348572,Sst_5,0.506514847278595,0.213389918,26.013648,False
758996755,H18.03.317,TemL,4,Sst,0.999991774559021,Sst_5,0.9999850988388062,0.001955363,59.359196000000004,True
851673843,H19.03.307,SFG,5,Sst,0.9999935626983644,Sst_5,0.9999994039535522,0.289126515,52.925743,False
893462603,H19.03.314,MTG,6,Sst,0.9999996423721312,Sst_5,0.9999998807907104,0.171237081,46.561929,False
912009356,H19.03.316,PaCG,6,Sst,0.9999960660934448,Sst_5,1.0,0.137120962,21.998048999999998,False
1002945840,H20.03.302,MTG,5,Sst,0.9997519850730896,Sst_5,0.9998314380645752,0.035655677,33.459389,False
1005680527,H20.03.303,MTG,5_6,Sst,0.9999991655349731,Sst_5,0.9999990463256836,0.120186225,24.414631999999997,False
1033090409,H20.26.406,MTG,6,Sst,0.999996542930603,Sst_5,0.9996211528778076,0.245666221,28.647512,False
1033783568,H20.26.406,MTG,2,Sst,0.9999674558639526,Sst_5,0.9999916553497314,0.421737283,35.496953999999995,False
1065886304,H20.03.310,CgGr,5,Sst,1.0,Sst_5,0.9999871253967284,0.029299861,26.112104000000002,False
1002227446,H20.26.401,TemL,5,Sst,1.0,Sst_7,0.4809611141681671,0.37209326,41.110712,False
1037749730,H20.03.305,MTG,6,Sst,0.9998506307601928,Sst_7,0.8421165943145752,0.231736511,37.642916,False
937690827,H19.03.320,MTG,3,Sst,1.0,Sst_9,0.9999085664749146,0.500311732,34.023967,False
983385090,H19.03.321,MTG,5,Sst,0.9998310804367064,Sst_9,0.9992340803146362,0.345919877,35.599148,False
1030932602,H20.06.354,AnG,3,Sst,0.9999923706054688,Sst_9,0.9999409914016724,,,False
1053301349,H20.26.407,MTG,4,Sst,0.9999951124191284,Sst_9,0.9997453093528748,0.26790455,22.844119,False
