query_set,source,term_name,p_value,term_size,intersection_size,intersection
down,REAC,Neurotransmitter release cycle,0.6475711750191097,40,1,STX1A
down,REAC,Glycosphingolipid metabolism,0.6475711750191097,40,1,ARSA
down,REAC,Formation of Incision Complex in GG-NER,0.6475711750191097,40,1,XPC
down,GO:BP,regulation of actin filament-based process,0.6485402570842427,279,5,"RNH1,CORO1A,PICK1,LPAR1,EVL"
down,GO:BP,cellular response to nitrogen compound,0.6487001348632171,465,8,"AGRN,DRD3,PTPRE,AFG3L2,SLC27A4,PRKCQ,IGF1,FLT3"
down,GO:BP,somatic diversification of immunoglobulins involved in immune response,0.6488771016243847,38,1,TFRC
down,GO:BP,glial cell proliferation,0.6488771016243847,38,1,ABCC8
down,GO:BP,positive regulation of gliogenesis,0.6488771016243847,38,1,RNF112
down,GO:BP,regulation of mitotic spindle organization,0.6488771016243847,38,1,PKD1
down,GO:BP,autophagy of mitochondrion,0.6488771016243847,96,2,"ULK3,SREBF2"
down,GO:BP,negative regulation of transport,0.6488771016243847,281,5,"OS9,DRD3,CORO1A,ABCC8,SREBF2"
down,GO:BP,ruffle organization,0.6488771016243847,38,1,EVL
down,GO:BP,substantia nigra development,0.6488771016243847,38,1,FGF9
down,GO:BP,response to stem cell factor,0.6488771016243847,38,1,FLT3
down,GO:BP,cellular response to stem cell factor stimulus,0.6488771016243847,38,1,FLT3
down,GO:BP,positive regulation of reactive oxygen species metabolic process,0.6488771016243847,38,1,ADGRB1
down,GO:BP,lipopolysaccharide-mediated signaling pathway,0.6488771016243847,38,1,IRAK1
down,GO:BP,somatic recombination of immunoglobulin genes involved in immune response,0.6488771016243847,38,1,TFRC
down,GO:BP,protein localization to organelle,0.6488771016243847,716,12,"FGF9,TOMM40,OS9,PDIA2,IFFO1,TFRC,TIMM13,FKRP,CSNK1D,PEX14,HK1,NETO2"
down,GO:BP,response to bacterium,0.6488771016243847,280,5,"ADGRB1,OCIAD2,IRAK1,ADAMTS9,ABCC8"
down,GO:BP,protein metabolic process,0.6488771016243847,3177,51,"SCRN2,PTPRN2,PLD1,TRIM67,ADGRB1,RPS6KL1,STK36,EPHB6,PCSK6,ASPSCR1,UQCC2,OS9,PDIA2,IRAK1,PTPRE,NECAB3,ADAMTS9,DHDDS,ADAM12,MME,POMT1,GFM1,HSPBP1,TCEA2,FKRP,CAPN1,ULK3,PICK1,D2HGDH,RNF112,RNF144B,AFG3L2,STX1A,CSNK1D,PTPN5,ZSWIM8,PRKCQ,CAMK1D,GPC1,PKD1,AATK,MMS19,BRSK2,SECISBP2,GALNT11,GLCE,IGF1,CIRBP,FLT3,HGSNAT,HDAC4"
down,GO:BP,Kit signaling pathway,0.6488771016243847,38,1,FLT3
down,GO:BP,"regulation of CD4-positive, alpha-beta T cell activation",0.6488771016243847,38,1,PRKCQ
down,GO:BP,neuroinflammatory response,0.6488771016243847,38,1,IGF1
down,GO:BP,regulation of amyloid precursor protein catabolic process,0.6488771016243847,38,1,IGF1
down,GO:BP,immune effector process,0.6488771016243847,281,5,"EPHB6,CORO1A,TFRC,RBP4,HK1"
down,GO:BP,T cell apoptotic process,0.6488771016243847,38,1,PRKCQ
down,GO:BP,heart looping,0.6488771016243847,38,1,AHI1
down,GO:BP,positive regulation of lipid transport,0.6488771016243847,38,1,ABCA3
down,GO:BP,presynapse assembly,0.6488771016243847,38,1,FARP1
down,GO:BP,isotype switching,0.6488771016243847,38,1,TFRC
down,GO:BP,aldehyde metabolic process,0.6488771016243847,38,1,TALDO1
down,GO:BP,positive regulation of immune system process,0.6488771016243847,591,10,"EPHB6,VAV2,IRAK1,CORO1A,TFRC,RBP4,PRKCQ,CAMK1D,HK1,IGF1"
down,GO:BP,centriole replication,0.6488771016243847,38,1,CCDC57
down,GO:BP,modified amino acid biosynthetic process,0.6488771016243847,38,1,GGT7
down,GO:CC,podosome,0.6501685405367288,35,1,VCL
down,GO:CC,ficolin-1-rich granule lumen,0.6501685405367288,92,2,"CAPN1,VCL"
down,GO:CC,phagophore assembly site,0.6501685405367288,35,1,ULK3
down,WP,Th17 cell differentiation pathway,0.6507364943002858,38,1,PRKCQ
down,WP,IL18 signaling,0.6507364943002858,38,1,IRAK1
down,WP,Histone modifications,0.6507364943002858,38,1,DOT1L
down,GO:CC,mitochondrial protein-containing complex,0.6510370729266612,152,3,"TOMM40,TIMM13,AFG3L2"
down,GO:BP,nucleoside phosphate biosynthetic process,0.6513950146046782,220,4,"ACSF3,HK1,NDUFS2,VPS9D1"
down,GO:BP,heart process,0.6520633389004111,160,3,"ATP2B2,SLC4A3,HDAC4"
down,GO:BP,fatty acid biosynthetic process,0.6520633389004111,98,2,"ACSF3,ACADVL"
down,GO:BP,aorta development,0.6520633389004111,39,1,ADAMTS9
down,GO:BP,positive regulation of cell cycle,0.6520633389004111,221,4,"DRD3,CCDC57,EXOC7,IGF1"
down,GO:BP,cell junction maintenance,0.6520633389004111,39,1,CNTNAP1
down,GO:BP,natural killer cell mediated cytotoxicity,0.6520633389004111,39,1,CORO1A
down,GO:BP,negative regulation of cell development,0.6520633389004111,160,3,"DRD3,ABCC8,IGF1"
down,GO:BP,immunoglobulin production involved in immunoglobulin-mediated immune response,0.6520633389004111,39,1,TFRC
down,GO:BP,regulation of extracellular matrix organization,0.6520633389004111,39,1,PRDM5
down,GO:BP,cellular response to nerve growth factor stimulus,0.6520633389004111,39,1,CORO1A
down,GO:BP,cellular response to BMP stimulus,0.6520633389004111,98,2,"PCSK6,KCP"
down,GO:BP,macromolecule deacylation,0.6520633389004111,39,1,HDAC4
down,GO:BP,response to BMP,0.6520633389004111,98,2,"PCSK6,KCP"
down,GO:BP,cellular response to macrophage colony-stimulating factor stimulus,0.6520633389004111,39,1,FLT3
down,GO:BP,endocrine process,0.6520633389004111,39,1,MME
down,GO:BP,regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,0.6520633389004111,98,2,"TFRC,PRKCQ"
down,GO:BP,steroid biosynthetic process,0.6520633389004111,98,2,"MVD,SREBF2"
down,GO:BP,postsynaptic density organization,0.6520633389004111,39,1,CNTNAP1
down,GO:BP,cellular response to monoamine stimulus,0.6520633389004111,39,1,DRD3
down,GO:BP,protein localization to membrane,0.6520633389004111,346,6,"AGRN,GRIP2,PICK1,GPC1,NETO2,FARP1"
down,GO:BP,brain-derived neurotrophic factor receptor signaling pathway,0.6520633389004111,39,1,FLT3
down,GO:BP,artery morphogenesis,0.6520633389004111,39,1,ADAMTS9
down,GO:BP,negative regulation of neurogenesis,0.6520633389004111,98,2,"DRD3,ABCC8"
down,GO:BP,canonical Wnt signaling pathway,0.6520633389004111,221,4,"FGF9,TLE2,CSNK1D,MCC"
down,GO:BP,determination of heart left/right asymmetry,0.6520633389004111,39,1,AHI1
down,GO:BP,regulation of SMAD protein signal transduction,0.6520633389004111,39,1,GLCE
down,GO:BP,cellular response to catecholamine stimulus,0.6520633389004111,39,1,DRD3
down,GO:BP,intracellular lipid transport,0.6520633389004111,39,1,GRAMD1B
down,GO:BP,semaphorin-plexin signaling pathway,0.6520633389004111,39,1,SEMA4G
down,GO:MF,nuclear receptor binding,0.6521682899294025,112,2,"MMS19,FLT3"
down,REAC,Iron uptake and transport,0.6527635545665595,41,1,TFRC
down,REAC,Organelle biogenesis and maintenance,0.6527635545665595,227,4,"CSNK1D,PKD1,EXOC7,AHI1"
down,REAC,XBP1(S) activates chaperone genes,0.6527635545665595,41,1,ACADVL
down,REAC,Cell-Cell communication,0.6527635545665595,102,2,"CDH4,SDK1"
down,REAC,E3 ubiquitin ligases ubiquitinate target proteins,0.6527635545665595,41,1,PEX14
down,GO:BP,DNA integrity checkpoint signaling,0.6528994579338883,99,2,"XPC,DOT1L"
down,GO:BP,regulation of cell shape,0.6528994579338883,99,2,"CORO1A,LPAR1"
down,WP,Splicing factor NOVA regulated synaptic proteins,0.6547900721035921,39,1,AGRN
down,WP,10q22q23 copy number variation,0.6547900721035921,39,1,AFG3L2
down,WP,Effect of omega 3 PUFA on Huntington 39 s disease pathways,0.6547900721035921,99,2,"SREBF2,AHI1"
down,GO:BP,regulation of response to stimulus,0.6549488161170547,2620,42,"FGF9,HEG1,TRIM67,STK36,PCSK6,TLE2,DOT1L,VAV2,GGT7,GRM4,OCIAD2,PPP6R2,KCP,IQSEC1,BOP1,CNTN6,DRD3,IRAK1,PTPRE,TFRC,ULK3,RASGRF2,SLC44A2,STX1A,CSNK1D,LPAR1,SLC27A4,PRKCQ,CAMK1D,GPC1,MCC,SREBF2,GALNT11,NR2C1,GLCE,CYTH3,IGF1,GIT2,FLT3,HDAC4,CACNG8,RALGPS1"
down,REAC,Metabolism of steroids,0.6556678123537011,103,2,"MVD,SREBF2"
down,REAC,Toll Like Receptor 4 (TLR4) Cascade,0.6556678123537011,103,2,"DNM1,IRAK1"
down,GO:BP,response to starvation,0.6560384525846972,161,3,"ULK3,PICK1,SREBF2"
down,GO:BP,cellular response to glucose starvation,0.657075149137862,40,1,PICK1
down,GO:BP,regulation of lymphocyte migration,0.657075149137862,40,1,CORO1A
down,GO:BP,platelet-derived growth factor receptor-alpha signaling pathway,0.657075149137862,40,1,FLT3
down,GO:BP,centriole assembly,0.657075149137862,40,1,CCDC57
down,GO:BP,spindle assembly,0.657075149137862,100,2,"TUBGCP5,CSNK1D"
down,GO:BP,vesicle transport along microtubule,0.657075149137862,40,1,BICDL1
down,GO:BP,regulation of spindle organization,0.657075149137862,40,1,PKD1
down,GO:BP,response to macrophage colony-stimulating factor,0.657075149137862,40,1,FLT3
down,GO:BP,synaptic vesicle transport,0.657075149137862,40,1,DNM1
down,GO:BP,natural killer cell mediated immunity,0.657075149137862,40,1,CORO1A
down,GO:BP,peptidyl-lysine modification,0.657075149137862,100,2,"STX1A,HDAC4"
down,GO:BP,mRNA 3'-end processing,0.657075149137862,40,1,SSU72
down,GO:BP,heterochromatin formation,0.657075149137862,100,2,"DOT1L,DNMT1"
down,GO:BP,morphogenesis of an epithelial sheet,0.657075149137862,40,1,ITGB5
down,GO:BP,cell-cell adhesion mediated by cadherin,0.657075149137862,40,1,CDH4
down,GO:BP,sex differentiation,0.657075149137862,162,3,"FGF9,RBP4,PKD1"
down,GO:BP,regulation of animal organ morphogenesis,0.657075149137862,40,1,AHI1
down,GO:BP,visual perception,0.657075149137862,100,2,"ELFN1,RBP4"
down,GO:BP,regulation of tissue remodeling,0.657075149137862,40,1,TFRC
down,GO:CC,dendritic shaft,0.657620000461788,36,1,LPAR1
down,GO:CC,chloride channel complex,0.657620000461788,36,1,BEST4
down,GO:CC,intracellular anatomical structure,0.6578684464844119,10176,161,"RBFOX3,FGF9,IDH3A,PTPRN2,SLC25A25,PLD1,RNPS1,TRIM67,ARSA,ADGRB1,ABLIM2,GRAMD1B,LENG8,FNBP4,RPS6KL1,PFKFB3,STK36,FTCD,SPATA2L,SDR39U1,MICAL1,XPC,PCSK6,PITPNM2,TLE2,ABCB8,DOT1L,TBC1D13,VAV2,NAT8L,BICDL1,TOMM40,ASPSCR1,UQCC2,BAALC,GRM4,OCIAD2,DGAT1,SLC4A8,OS9,PPP6R2,DNMT1,DNM1,ACSF3,ZNF18,PDIA2,IQSEC1,AGRN,BOLA3,BOP1,COL11A2,IFFO1,IRAK1,COL26A1,DTD1,PTPRE,RNH1,GRIP2,ACTR3B,NECAB3,ADAMTS9,CORO1A,DHDDS,ADAM12,SLC39A13,MME,ITGB5,CCNL2,POMT1,GFM1,HSPBP1,EML1,SEC23B,RASGRP2,SSU72,TFRC,TCEA2,PROM1,CCDC57,TUBGCP5,TIMM13,FKRP,ATAD3B,CAPN1,ULK3,ATP2B2,SLC25A44,PICK1,D2HGDH,RNF112,TALDO1,RASGRF2,RNF144B,COL24A1,RUBCNL,AFG3L2,SLC44A2,STX1A,MCRIP1,MVD,ZYX,CSNK1D,LPAR1,FAT1,RMDN3,PRDM5,ACADVL,OSGEP,QTRT1,PTPN5,SHC2,GSTK1,SLC27A4,PEX14,ZSWIM8,PRKCQ,CAMK1D,GPC1,HK1,CREB5,PKD1,AATK,MMS19,NDUFS2,ABCC8,MCC,BRSK2,MAP7D1,PNMA3,VPS9D1,EXOC7,SECISBP2,LPCAT4,SREBF2,GALNT11,NR2C1,VCL,GLCE,CYTH3,ABCA3,IGF1,CIRBP,GIT2,FLT3,HGSNAT,SST,MROH1,HDAC4,SVOP,CCDC136,AHI1,R3HDM2,CACNG8,ANKS1A,SUGP2,TRAPPC9,RALGPS1,NAV2,EVL,FARP1,PGLS"
down,GO:MF,"oxidoreductase activity, acting on the CH-CH group of donors",0.6579309606937882,48,1,ACADVL
down,REAC,NoRC negatively regulates rRNA expression,0.658915925917192,42,1,DNMT1
down,GO:BP,sensory perception of light stimulus,0.6593193939820531,101,2,"ELFN1,RBP4"
down,GO:BP,ERAD pathway,0.6593193939820531,101,2,"OS9,BRSK2"
down,GO:BP,regulation of actin polymerization or depolymerization,0.6593193939820531,101,2,"CORO1A,EVL"
down,GO:BP,negative regulation of programmed cell death,0.6593193939820531,539,9,"MICAL1,DNMT1,CORO1A,TFRC,RNF144B,PRKCQ,CAMK1D,IGF1,AHI1"
down,GO:BP,cardiac chamber development,0.6593193939820531,101,2,"HEG1,RBP4"
down,GO:BP,negative regulation of nervous system development,0.6593193939820531,101,2,"DRD3,ABCC8"
down,GO:BP,regulation of supramolecular fiber organization,0.6599353047678366,288,5,"RNH1,CORO1A,PICK1,LPAR1,EVL"
down,GO:CC,ciliary tip,0.6605373721780681,37,1,ULK3
down,GO:CC,intracellular organelle,0.6605373721780681,9217,146,"RBFOX3,IDH3A,PTPRN2,SLC25A25,PLD1,RNPS1,TRIM67,ARSA,ABLIM2,GRAMD1B,LENG8,FNBP4,RPS6KL1,PFKFB3,STK36,FTCD,SDR39U1,MICAL1,XPC,PCSK6,TLE2,ABCB8,DOT1L,NAT8L,BICDL1,TOMM40,ASPSCR1,UQCC2,BAALC,GRM4,OCIAD2,DGAT1,SLC4A8,OS9,PPP6R2,DNMT1,DNM1,ACSF3,ZNF18,PDIA2,IQSEC1,AGRN,BOLA3,BOP1,COL11A2,IFFO1,IRAK1,COL26A1,DTD1,PTPRE,RNH1,ACTR3B,NECAB3,ADAMTS9,CORO1A,DHDDS,ADAM12,SLC39A13,MME,ITGB5,CCNL2,POMT1,GFM1,HSPBP1,EML1,SEC23B,SSU72,TFRC,TCEA2,PROM1,CCDC57,TUBGCP5,TIMM13,FKRP,ATAD3B,CAPN1,ULK3,ATP2B2,SLC25A44,PICK1,D2HGDH,RNF112,TALDO1,RASGRF2,RNF144B,COL24A1,RUBCNL,AFG3L2,SLC44A2,STX1A,MCRIP1,ZYX,CSNK1D,LPAR1,FAT1,RMDN3,PRDM5,ACADVL,OSGEP,QTRT1,PTPN5,GSTK1,SLC27A4,PEX14,PRKCQ,CAMK1D,GPC1,HK1,CREB5,PKD1,MMS19,NDUFS2,ABCC8,MCC,BRSK2,MAP7D1,PNMA3,VPS9D1,EXOC7,SECISBP2,LPCAT4,SREBF2,GALNT11,NR2C1,VCL,GLCE,CYTH3,ABCA3,IGF1,CIRBP,GIT2,FLT3,HGSNAT,SST,HDAC4,SVOP,CCDC136,AHI1,R3HDM2,CACNG8,ANKS1A,SUGP2,TRAPPC9,NAV2,EVL,FARP1"
down,GO:CC,autophagosome,0.6605373721780681,95,2,"ULK3,RUBCNL"
down,GO:CC,platelet alpha granule lumen,0.6605373721780681,37,1,IGF1
down,GO:BP,natural killer cell activation,0.6611986613460096,41,1,CORO1A
down,GO:BP,amyloid-beta formation,0.6611986613460096,41,1,IGF1
down,GO:BP,vesicle-mediated transport between endosomal compartments,0.6611986613460096,41,1,CORO1A
down,GO:BP,Rho protein signal transduction,0.6611986613460096,102,2,"HEG1,LPAR1"
down,GO:BP,fertilization,0.6611986613460096,102,2,"ARSA,CCDC136"
down,GO:BP,cellular response to growth factor stimulus,0.6611986613460096,477,8,"FGF9,PCSK6,KCP,CORO1A,ITGB5,ZYX,GPC1,FLT3"
down,GO:BP,negative chemotaxis,0.6611986613460096,41,1,SEMA4G
down,GO:BP,response to monoamine,0.6611986613460096,41,1,DRD3
down,GO:BP,regulation of multicellular organism growth,0.6611986613460096,41,1,AFG3L2
down,GO:BP,positive regulation of leukocyte chemotaxis,0.6611986613460096,41,1,CAMK1D
down,GO:BP,collagen-activated tyrosine kinase receptor signaling pathway,0.6611986613460096,41,1,FLT3
down,GO:BP,retina homeostasis,0.6611986613460096,41,1,PROM1
down,GO:BP,response to catecholamine,0.6611986613460096,41,1,DRD3
down,GO:BP,negative regulation of G protein-coupled receptor signaling pathway,0.6611986613460096,41,1,DRD3
down,GO:BP,vasoconstriction,0.6611986613460096,41,1,GRIP2
down,GO:BP,neuropeptide signaling pathway,0.6611986613460096,41,1,NMU
down,GO:BP,response to nerve growth factor,0.6611986613460096,41,1,CORO1A
down,GO:BP,apical junction assembly,0.6611986613460096,41,1,VCL
down,GO:MF,G protein-coupled receptor binding,0.6616839495753691,114,2,"PICK1,NMU"
down,WP,Nucleotide excision repair,0.6621199447757616,40,1,XPC
down,GO:MF,myosin binding,0.6635731403578842,49,1,CORO1A
down,GO:MF,chloride channel activity,0.6635731403578842,49,1,BEST4
down,WP,Effect of dasatinib on the BCR ABL signaling pathway,0.6641420867133248,41,1,SHC2
down,WP,T cell antigen receptor TCR pathway during Staphylococcus aureus infection,0.6641420867133248,41,1,PRKCQ
down,WP,ATM signaling in development and disease ,0.6641420867133248,41,1,HDAC4
down,REAC,Rab regulation of trafficking,0.6641822067828219,105,2,"TBC1D13,TRAPPC9"
down,REAC,"Plasma lipoprotein assembly, remodeling, and clearance",0.6641822067828219,43,1,PCSK6
down,REAC,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",0.6641822067828219,43,1,IRAK1
down,REAC,IRE1alpha activates chaperones,0.6641822067828219,43,1,ACADVL
down,KEGG,PI3K-Akt signaling pathway,0.6663122635405545,221,6,"FGF9,ITGB5,LPAR1,CREB5,IGF1,FLT3"
down,KEGG,Type I diabetes mellitus,0.6663122635405545,12,1,PTPRN2
down,KEGG,NF-kappa B signaling pathway,0.6663122635405545,52,2,"IRAK1,PRKCQ"
down,KEGG,Insulin resistance,0.6663122635405545,87,3,"SLC27A4,PRKCQ,CREB5"
down,KEGG,Other types of O-glycan biosynthesis,0.6663122635405545,41,2,"POMT1,GALNT11"
down,KEGG,Glycosaminoglycan degradation,0.6663122635405545,12,1,HGSNAT
down,KEGG,Histidine metabolism,0.6663122635405545,13,1,FTCD
down,KEGG,Fatty acid biosynthesis,0.6663122635405545,13,1,ACSF3
down,KEGG,IgSF CAM signaling,0.6663122635405545,232,6,"VAV2,CNTNAP1,GRIP2,ACTR3B,PRKCQ,VCL"
down,KEGG,Renin-angiotensin system,0.6663122635405545,10,1,MME
down,KEGG,Fatty acid metabolism,0.6663122635405545,50,2,"ACSF3,ACADVL"
down,KEGG,Biosynthesis of amino acids,0.6663122635405545,48,2,"IDH3A,TALDO1"
down,KEGG,p53 signaling pathway,0.6663122635405545,52,2,"ADGRB1,IGF1"
down,KEGG,Phagosome,0.6663122635405545,84,3,"CORO1A,ITGB5,TFRC"
down,KEGG,AMPK signaling pathway,0.6663122635405545,97,3,"PFKFB3,CREB5,IGF1"
down,KEGG,Virion - Lassa virus and SFTS virus,0.6663122635405545,13,1,TFRC
down,KEGG,Endocrine and other factor-regulated calcium reabsorption,0.6663122635405545,40,2,"DNM1,ATP2B2"
down,KEGG,ECM-receptor interaction,0.6663122635405545,49,2,"AGRN,ITGB5"
down,KEGG,Amphetamine addiction,0.6663122635405545,48,2,"STX1A,CREB5"
down,KEGG,Pathogenic Escherichia coli infection,0.6663122635405545,135,4,"IRAK1,ACTR3B,LPAR1,CYTH3"
down,KEGG,Proteoglycans in cancer,0.6663122635405545,143,4,"VAV2,ITGB5,GPC1,IGF1"
down,KEGG,Central carbon metabolism in cancer,0.6663122635405545,52,2,"HK1,FLT3"
down,KEGG,Breast cancer,0.6663122635405545,95,3,"FGF9,SHC2,IGF1"
down,KEGG,Natural killer cell mediated cytotoxicity,0.6663122635405545,52,2,"VAV2,SHC2"
down,GO:BP,cellular response to xenobiotic stimulus,0.6663199269633454,103,2,"VAV2,TFRC"
down,GO:BP,negative regulation of secretion,0.6663199269633454,103,2,"DRD3,ABCC8"
down,GO:BP,response to endoplasmic reticulum stress,0.6663199269633454,228,4,"OS9,PDIA2,RASGRF2,BRSK2"
down,GO:BP,lymphocyte activation involved in immune response,0.6663199269633454,103,2,"CORO1A,TFRC"
down,GO:BP,regulation of proteasomal ubiquitin-dependent protein catabolic process,0.6663199269633454,103,2,"HSPBP1,CSNK1D"
down,GO:BP,detection of mechanical stimulus,0.6668434303078001,42,1,PKD1
down,GO:BP,neutrophil migration,0.6668434303078001,42,1,CAMK1D
down,GO:BP,actin filament depolymerization,0.6668434303078001,42,1,MICAL1
down,GO:BP,B cell proliferation,0.6668434303078001,42,1,TFRC
down,GO:BP,embryonic heart tube morphogenesis,0.6668434303078001,42,1,AHI1
down,GO:BP,regulation of cellular component organization,0.6668434303078001,1812,29,"PLD1,TRIM67,ADGRB1,CNTNAP1,IQSEC1,AGRN,CDH4,DRD3,RNH1,CORO1A,CCNL2,RASGRP2,TFRC,PICK1,STX1A,LPAR1,PRDM5,PRKCQ,CAMK1D,PKD1,ABCC8,BRSK2,VCL,GLCE,ABCA3,IGF1,AHI1,EVL,FARP1"
down,GO:BP,cytokinetic process,0.6668434303078001,42,1,EXOC7
down,GO:BP,regulation of macroautophagy,0.6668434303078001,166,3,"CAPN1,EXOC7,SREBF2"
down,GO:BP,modulation of excitatory postsynaptic potential,0.6668434303078001,42,1,STX1A
down,GO:BP,collagen fibril organization,0.6668434303078001,42,1,COL11A2
down,GO:BP,regulation of autophagy of mitochondrion,0.6668434303078001,42,1,SREBF2
down,GO:BP,regulation of cytosolic calcium ion concentration,0.6668434303078001,42,1,ATP2B2
down,GO:BP,neuron recognition,0.6668434303078001,42,1,CNTN6
down,GO:BP,granulocyte chemotaxis,0.6668434303078001,42,1,CAMK1D
down,GO:BP,macromolecule catabolic process,0.6670895900501683,1116,18,"RNPS1,TRIM67,ADGRB1,OS9,RNH1,MME,HSPBP1,CAPN1,RNF144B,AFG3L2,CSNK1D,ZSWIM8,GPC1,PKD1,BRSK2,SECISBP2,CIRBP,HGSNAT"
down,REAC,Diseases of signal transduction by growth factor receptors and second messengers,0.6671844474760541,362,6,"FGF9,OS9,DNMT1,VCL,FLT3,HDAC4"
down,REAC,Interleukin-1 family signaling,0.6671844474760541,107,2,"IRAK1,PTPN5"
down,REAC,NCAM signaling for neurite out-growth,0.6671844474760541,44,1,AGRN
down,REAC,Signaling by EGFR,0.6671844474760541,44,1,ADAM12
down,REAC,FCGR3A-mediated phagocytosis,0.6671844474760541,44,1,VAV2
down,REAC,Parasite infection,0.6671844474760541,44,1,VAV2
down,REAC,Leishmania phagocytosis,0.6671844474760541,44,1,VAV2
down,GO:BP,positive regulation of protein metabolic process,0.6675361217011356,609,10,"PLD1,TRIM67,ASPSCR1,UQCC2,HSPBP1,CSNK1D,IGF1,CIRBP,FLT3,HDAC4"
down,WP,Mitochondrial complex I assembly model OXPHOS system,0.6681796667300259,42,1,NDUFS2
down,WP,Neurogenesis regulation in the olfactory epithelium,0.6681796667300259,42,1,AGRN
down,WP,Neuroinflammation and glutamatergic signaling,0.6681796667300259,104,2,"GRM4,IGF1"
down,GO:BP,regulation of actin filament length,0.6681984021401518,104,2,"CORO1A,EVL"
down,GO:BP,negative regulation of cell communication,0.6705279893247046,991,16,"FGF9,HEG1,TRIM67,TLE2,DRD3,IRAK1,PTPRE,ULK3,PICK1,LPAR1,SLC27A4,PRKCQ,GPC1,ABCC8,MCC,IGF1"
down,WP,Modulators of TCR signaling and T cell activation,0.6706367478588143,43,1,PRKCQ
down,WP,Wnt signaling NetPath,0.6706367478588143,43,1,CSNK1D
down,GO:CC,T-tubule,0.6714757451635656,38,1,CACNG8
down,GO:BP,clathrin-dependent endocytosis,0.6716191744847017,43,1,DNM1
down,GO:BP,positive regulation of neurogenesis,0.6716191744847017,168,3,"CDH4,MME,RNF112"
down,GO:BP,social behavior,0.6716191744847017,43,1,DRD3
down,GO:BP,epithelial to mesenchymal transition,0.6716191744847017,105,2,"MCRIP1,IGF1"
down,GO:BP,lipid translocation,0.6716191744847017,43,1,ABCA3
down,GO:BP,regulation of G protein-coupled receptor signaling pathway,0.6716191744847017,105,2,"DRD3,GIT2"
down,GO:BP,ribonucleotide biosynthetic process,0.6716191744847017,105,2,"NDUFS2,VPS9D1"
down,GO:BP,positive regulation of muscle cell differentiation,0.6716191744847017,43,1,IGF1
down,GO:BP,negative regulation of signaling,0.6716191744847017,993,16,"FGF9,HEG1,TRIM67,TLE2,DRD3,IRAK1,PTPRE,ULK3,PICK1,LPAR1,SLC27A4,PRKCQ,GPC1,ABCC8,MCC,IGF1"
down,GO:BP,regulation of synaptic vesicle exocytosis,0.6716191744847017,43,1,SLC4A8
down,GO:BP,negative regulation of hormone secretion,0.6716191744847017,43,1,ABCC8
down,GO:BP,response to nitrogen compound,0.6716191744847017,611,10,"AGRN,DRD3,PTPRE,AFG3L2,SLC27A4,PRKCQ,ABCC8,SDK1,IGF1,FLT3"
down,GO:BP,membrane invagination,0.6716191744847017,43,1,ADGRB1
down,GO:BP,acyl-CoA biosynthetic process,0.6716191744847017,43,1,ACSF3
down,GO:BP,negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,0.6716191744847017,43,1,DRD3
down,GO:BP,biological process involved in intraspecies interaction between organisms,0.6716191744847017,43,1,DRD3
down,GO:BP,positive regulation of protein modification by small protein conjugation or removal,0.6716191744847017,105,2,"HSPBP1,HDAC4"
down,WP,Ectoderm differentiation,0.672367140447662,106,2,"GRAMD1B,AHI1"
down,REAC,Negative epigenetic regulation of rRNA expression,0.6725399439419428,45,1,DNMT1
down,REAC,"Gamma carboxylation, hypusinylation, hydroxylation, and arylsulfatase activation",0.6725399439419428,45,1,ARSA
down,GO:BP,dephosphorylation,0.6744787657496137,169,3,"PTPRN2,PTPRE,PTPN5"
down,GO:BP,positive regulation of cell cycle process,0.6744787657496137,169,3,"DRD3,EXOC7,IGF1"
down,REAC,Fatty acid metabolism,0.6746310067772898,109,2,"ACSF3,ACADVL"
down,GO:BP,hindbrain development,0.6750262300767081,106,2,"LPAR1,AHI1"
down,GO:BP,cellular response to decreased oxygen levels,0.6750262300767081,106,2,"IRAK1,PICK1"
down,GO:BP,positive regulation of post-translational protein modification,0.6750262300767081,106,2,"HSPBP1,HDAC4"
down,WP,Interleukin 1 IL 1 structural pathway,0.6750877972093166,44,1,IRAK1
down,GO:BP,tissue morphogenesis,0.6752665756143906,360,6,"HEG1,ITGB5,PKD1,BRSK2,VCL,AHI1"
down,GO:BP,epithelial cell differentiation,0.6752665756143906,360,6,"HEG1,PROM1,ACADVL,GSTK1,VCL,AHI1"
down,GO:MF,ligand-gated monoatomic ion channel activity,0.6755298234864016,117,2,"BEST4,ABCC8"
down,REAC,SUMOylation of chromatin organization proteins,0.6757897598695108,46,1,HDAC4
down,REAC,Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants,0.6757897598695108,47,1,HDAC4
down,REAC,Signaling by NOTCH1 PEST Domain Mutants in Cancer,0.6757897598695108,47,1,HDAC4
down,REAC,Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer,0.6757897598695108,47,1,HDAC4
down,REAC,Signaling by NOTCH1 in Cancer,0.6757897598695108,47,1,HDAC4
down,REAC,Signaling by FGFR in disease,0.6757897598695108,46,1,FGF9
down,REAC,Constitutive Signaling by NOTCH1 PEST Domain Mutants,0.6757897598695108,47,1,HDAC4
