,Sst_1,Sst_2,Sst_3,Sst_4,Sst_5,Sst_7,Sst_9,Sst_10,Sst_11,Sst_12,Sst_13,Sst_19,Sst_20,Sst_22,Sst_23,Sst_25
CYP2C19,0.0,0.0024422724,0.0029886225,0.00054126594,0.0036243063,0.0,0.0034477722,0.001833319,0.0034952648,0.001550376,0.0011837082,0.0006468739,0.0023812861,0.00817957,0.0,0.0015502846
CYP2C9,0.0014238802,0.0,0.00024118737,0.0,0.0006968412,0.0021837105,0.000523478,0.0,0.0,0.00085500197,0.0005172782,0.0,0.0,0.0015347272,0.0013536776,0.0
CYP2C8,0.025827486,0.03341536,0.032867674,0.028100945,0.0240284,0.014990368,0.030614018,0.030400937,0.023341574,0.031294603,0.024996925,0.020740924,0.025807457,0.03762612,0.019234879,0.025600707
AL157834.1,0.054118685,0.080509245,0.095941044,0.1033867,0.07263546,0.08153447,0.106658794,0.085158,0.060805265,0.12195391,0.0964935,0.07371344,0.09265834,0.097706765,0.05292656,0.0701641
ACSM6,0.04958892,0.076198906,0.053422313,0.095761605,0.07495928,0.083677836,0.06831001,0.06338909,0.044468813,0.068941146,0.050332207,0.060247462,0.043273672,0.021141354,0.044447042,0.049401596
AL157834.2,0.01665079,0.024269365,0.013287999,0.01842661,0.013552334,0.011255576,0.012063819,0.011584495,0.015781054,0.011159916,0.0152798,0.013146434,0.0139832795,0.0063021104,0.011671353,0.014952537
PDLIM1,0.0045702336,0.001996627,0.006815998,0.0033681565,0.002123849,0.0024020353,0.0034213117,0.004252258,0.0025274826,0.0023485094,0.0019918208,0.0017738789,0.0040365257,0.0,0.001661988,0.0013367096
SORBS1,1.8488526,1.5240655,1.5433064,2.074794,2.0166717,2.0972483,1.8165861,1.423606,0.9031129,1.8487194,1.9096662,1.8884646,1.1851369,1.1087698,0.9091267,0.85357773
ALDH18A1,0.14632435,0.103315614,0.11516387,0.15630427,0.1297329,0.16742617,0.12553687,0.109604515,0.10772969,0.15174864,0.12597047,0.1209112,0.111146465,0.081677824,0.09821175,0.1057483
TCTN3,0.114643045,0.13530657,0.12939574,0.1472349,0.14832892,0.17215466,0.16253677,0.13086621,0.13250697,0.12720855,0.13036054,0.13208702,0.13284181,0.116660416,0.11801941,0.12460442
ENTPD1,0.032769818,0.019304467,0.02025917,0.041596435,0.028000163,0.038893335,0.036121413,0.031266782,0.026178326,0.030970534,0.024296809,0.023933064,0.036005214,0.012352192,0.021212049,0.023470659
ENTPD1-AS1,0.52129334,0.5071371,0.5472835,0.5447229,0.48003012,0.50763357,0.6264563,0.57472545,0.54459137,0.48643473,0.53271514,0.4751283,0.564151,0.672049,0.5241666,0.56820786
AL365273.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC2D2B,0.11653954,0.09157031,0.07594984,0.10179666,0.08727946,0.058371004,0.09317326,0.090965256,0.08647845,0.057424985,0.067687616,0.062304772,0.06959166,0.093845285,0.07242911,0.07342038
CCNJ,0.061410688,0.057427216,0.05056983,0.053462256,0.050366264,0.03903392,0.056551788,0.061755877,0.060237616,0.0523996,0.038790684,0.057508208,0.041513436,0.04858093,0.05237049,0.050403655
AC021037.1,0.0,0.0,0.0,0.0,0.0006313184,0.0,0.00068162294,0.0,0.0016247489,0.0,0.0005529653,0.00042226957,0.0,0.0010487721,0.0,0.00080153765
ZNF518A,0.68611526,0.6585173,0.6866308,0.6752875,0.62280524,0.6639492,0.82155013,0.73686016,0.6821908,0.6999018,0.6628285,0.62818146,0.7587136,0.84556353,0.7020894,0.82286
BLNK,0.018798834,0.009925626,0.010160618,0.019692192,0.013729586,0.0131797325,0.02157794,0.0208729,0.008092811,0.0069174557,0.00796747,0.010198596,0.009596291,0.011545044,0.0032756405,0.012325053
AL136181.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00064958073,0.0,0.0,0.0,0.0,0.0,0.0
DNTT,0.0,0.0021000337,0.0,0.0,0.0,0.0,0.0008899593,0.0,0.0,0.0,0.0004060568,0.0,0.0,0.0,0.0,0.0011285868
OPALIN,0.003362446,0.0069775647,0.0025343243,0.0035058425,0.0013534499,0.005085493,0.0026577613,0.0059452625,0.0031572815,0.0043992335,0.0034286901,0.004868271,0.0047863936,0.0017116532,0.0025778157,0.0045728213
TLL2,0.52779216,0.0332634,0.15104032,0.11124319,0.42634627,0.053622816,0.28991202,0.34916088,0.011835375,0.5504348,0.3905877,0.2510719,0.017398888,0.013880089,0.019744832,0.021350043
TM9SF3,0.5031901,0.4738303,0.4308138,0.46474028,0.48777056,0.47384316,0.44037738,0.5674844,0.40713078,0.48146176,0.47423223,0.4731968,0.418267,0.4450171,0.4314398,0.45113352
PIK3AP1,0.0071603237,0.0013496497,0.0026726993,0.006455766,0.0056696655,0.0,0.003907498,0.005220925,0.0022867909,0.0032257154,0.002669682,0.0017514455,0.002746006,0.002481004,0.0033156672,0.0055362177
LCOR,0.7740705,0.8161684,0.85006136,0.82789826,0.9103169,0.7975159,0.9197631,1.0591315,0.7317165,1.0168614,0.95549095,0.7217721,0.79930985,0.8976271,0.7978633,0.82815325
SLIT1,0.68240136,0.3658758,0.063426875,0.13908531,0.18348075,0.6055003,0.13723661,0.68860376,0.24545789,0.31668317,0.16015169,0.056200087,0.13652293,0.117530264,0.37278822,0.07672071
SLIT1-AS1,0.0,0.0,0.0,0.00067114574,0.0,0.0,0.0,0.0,0.0,0.0003807073,0.0,0.0,0.0,0.0011443582,0.0,0.0
AL512424.1,0.0,0.0,0.00036350827,0.0,0.0,0.0,0.0,0.000522232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00029366772
ARHGAP19,0.03885035,0.050145164,0.04291774,0.049749445,0.056347262,0.049167804,0.03334031,0.04719848,0.0745961,0.046903558,0.048774555,0.055018153,0.05149866,0.07892956,0.077698335,0.05551339
FRAT1,0.011298871,0.01992171,0.0071431883,0.016669441,0.014398826,0.018872442,0.009360392,0.0200045,0.013250583,0.009983536,0.00832191,0.009472045,0.012337534,0.011199605,0.019887675,0.0143845705
FRAT2,0.014164256,0.024078652,0.006818892,0.009282589,0.016135903,0.028802045,0.020843701,0.018423282,0.02970777,0.013276858,0.009595343,0.010437803,0.023218114,0.022656843,0.02114638,0.03108335
AL355490.1,0.009543753,0.003261153,0.0044884323,0.0009863083,0.0031855828,0.009551405,0.009024386,0.007168328,0.008487733,0.008120903,0.0051785465,0.004286982,0.003519738,0.008228192,0.008234456,0.017251989
RRP12,0.1937752,0.08659078,0.112894475,0.13390838,0.12524627,0.17673133,0.1366259,0.08273578,0.09855313,0.16580853,0.105160326,0.103337444,0.12468777,0.102305114,0.10389365,0.119810216
AL355490.2,0.010389092,0.0030984185,0.0069334274,0.016297907,0.012950184,0.018681666,0.005792168,0.0062735956,0.0020199763,0.013534905,0.0097917095,0.008461714,0.0027789555,0.0057439413,0.002434621,0.0076181157
PGAM1,0.3954217,0.30079508,0.17341454,0.2760523,0.27668178,0.32219127,0.20236214,0.25831118,0.21531539,0.16279106,0.19665928,0.21764238,0.18128297,0.13647036,0.24847962,0.250643
EXOSC1,0.22854854,0.2305683,0.19697751,0.2388555,0.20237443,0.23414394,0.21986213,0.23769867,0.19888555,0.22107404,0.21036416,0.21485507,0.20981452,0.22932836,0.23307307,0.23472787
ZDHHC16,0.09344318,0.09842859,0.099605866,0.109835014,0.12446618,0.13889998,0.11116684,0.10568917,0.11939176,0.10088512,0.10764763,0.104882516,0.08081603,0.08551386,0.099850684,0.098574415
MMS19,0.35970196,0.35688862,0.29074198,0.31303883,0.28656906,0.3066353,0.34556967,0.29477257,0.23147747,0.3700534,0.28686672,0.31709847,0.26374456,0.2514374,0.22838143,0.35753572
UBTD1,0.053188365,0.03941098,0.041412096,0.036204632,0.03226214,0.075873055,0.092331536,0.027284253,0.015540826,0.07922563,0.033480637,0.01821257,0.04691899,0.062318634,0.035203937,0.124322414
ANKRD2,0.026799377,0.013789754,0.013128924,0.015687145,0.010412188,0.0197765,0.016534507,0.012236418,0.008808199,0.01654836,0.009248593,0.010943299,0.009504642,0.015458147,0.005290966,0.026502633
HOGA1,0.020059228,0.0076273736,0.008262425,0.015926033,0.0057055703,0.005928806,0.006661417,0.008386451,0.006500494,0.008576696,0.00674302,0.007529443,0.012841703,0.011676933,0.009608153,0.010014547
C10orf62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MORN4,0.32890144,0.30267408,0.28975916,0.38385546,0.32539767,0.29784584,0.30145112,0.30958462,0.28720737,0.3059698,0.28237185,0.26150873,0.28071758,0.28396976,0.29899243,0.31553295
PI4K2A,0.12787676,0.0861628,0.10801339,0.11171748,0.11096534,0.13457271,0.12018321,0.12750138,0.08807294,0.12660812,0.10341056,0.11077165,0.09216891,0.096697345,0.09731187,0.100451745
AVPI1,0.05457792,0.0587362,0.03999144,0.05783196,0.05132858,0.038312025,0.04795559,0.06162132,0.030815938,0.03330279,0.045534063,0.050296694,0.0350405,0.031848036,0.036543716,0.03110361
MARVELD1,0.06252772,0.047407374,0.048195846,0.040673174,0.041994117,0.042947527,0.042267382,0.027972102,0.0639449,0.04216553,0.042843856,0.047280546,0.06508175,0.08530842,0.06252419,0.04713532
ZFYVE27,0.48220986,0.3378149,0.34252447,0.3714103,0.31036785,0.3498203,0.34795606,0.31732813,0.30679646,0.3795373,0.2981954,0.31287405,0.35124856,0.295129,0.3151384,0.35515746
SFRP5,0.0061406926,0.004691263,0.0030660394,0.0058550783,0.0066435016,0.0,0.005462239,0.004505152,0.009094347,0.002208103,0.006040897,0.003241867,0.0046804524,0.008406158,0.0047463635,0.0043714964
LINC00866,0.04262594,0.040099483,0.027951304,0.05213073,0.036584456,0.03612513,0.02554785,0.03628709,0.016747985,0.03444688,0.026499731,0.014584017,0.021889195,0.04920374,0.024150683,0.023388444
GOLGA7B,0.21121132,0.27120242,0.22524507,0.21131085,0.18700697,0.17172219,0.25033185,0.2663715,0.17540357,0.24801563,0.25220063,0.28076744,0.1796611,0.18558295,0.22079122,0.17598271
CRTAC1,0.545926,0.34456167,0.32417122,0.875751,0.75307125,0.7014672,0.31727883,0.34521547,0.17421953,0.5847876,0.33908597,0.17895672,0.24577907,0.34407687,0.16839002,0.4526913
R3HCC1L,0.35632724,0.29184532,0.28000313,0.40011334,0.31374162,0.30621165,0.23295775,0.23398173,0.28917074,0.26316038,0.27081773,0.27707672,0.23982966,0.3099837,0.2886944,0.2924082
LOXL4,0.0,0.0024136058,0.004466794,0.005774602,0.008756369,0.00916223,0.0036584877,0.0026762974,0.0017095839,0.002392875,0.0031478363,0.008651119,0.0015553054,0.0022959248,0.008416434,0.001659951
AL139241.1,0.0042393683,0.0050461753,0.00206021,0.0020591703,0.002965758,0.007626415,0.0030538277,0.004983312,0.0,0.00763444,0.0030445135,0.004459387,0.00067870563,0.005126197,0.0023166046,0.0024263603
PYROXD2,0.029365629,0.01896058,0.035363667,0.03205834,0.014286365,0.013676267,0.017689941,0.023060512,0.022969322,0.019762676,0.021684138,0.027318412,0.02212671,0.034338225,0.023252662,0.025579669
HPS1,0.14149536,0.11699192,0.101337194,0.134284,0.079935186,0.120344594,0.08400809,0.08313052,0.051752582,0.08321129,0.09052696,0.12419399,0.08612803,0.058552913,0.10800364,0.08909026
AL139243.1,0.02239776,0.009613337,0.0056619714,0.0053758323,0.0035243817,0.0049378388,0.001758519,0.0044351183,0.009822507,0.0063108946,0.0032736629,0.005866093,0.0007940417,0.00442127,0.0037048561,0.004586033
HPSE2,0.01597726,0.79337686,0.072395764,0.110999264,0.083932914,0.072123125,0.02373352,0.015647855,0.021637125,0.016915139,0.013036392,0.017039824,0.04808321,0.014420165,0.14585999,0.0127031375
CNNM1,0.5693478,0.58634573,0.7103579,0.6422277,0.66815776,0.59530103,0.7068063,0.5886314,0.3316046,0.6175489,0.6582946,0.64426714,0.45390114,0.45501778,0.49819994,0.530409
GOT1,0.3748336,0.3850581,0.24161644,0.40415037,0.34732473,0.34978914,0.34878448,0.32152748,0.32458484,0.28175485,0.24125558,0.29053771,0.30462685,0.21565616,0.2992791,0.38196558
AL391684.1,0.108097844,0.102542065,0.072062016,0.090142936,0.0703164,0.097933196,0.08233006,0.05234979,0.0812732,0.068235025,0.06983071,0.089641735,0.08150989,0.09871844,0.10335174,0.12006719
LINC01475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL513542.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NKX2-3,0.0,0.0,0.00028651088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC25A28,0.19591947,0.19996317,0.20801677,0.1934054,0.20060895,0.19267426,0.19795479,0.1988318,0.1833065,0.19836748,0.21540469,0.1962232,0.1925394,0.23151311,0.20094363,0.21331446
AL353719.1,0.0061316425,0.0,0.0017304086,0.0027504838,0.0004911005,0.0061242636,0.0055736317,0.003891307,0.0,0.0009676177,0.0019676762,0.002681462,0.0,0.0030346217,0.00092787726,0.0040151305
AL133353.1,0.020694053,0.018460393,0.026004743,0.028016785,0.020700598,0.01583595,0.0259966,0.017063119,0.03467301,0.024984702,0.017429542,0.017002549,0.029019592,0.033761445,0.038043704,0.031909794
ENTPD7,0.05981022,0.059661455,0.065835215,0.08904027,0.07161173,0.06043193,0.06378281,0.06771657,0.07495143,0.0640461,0.055406485,0.0693416,0.071494564,0.049780037,0.10533588,0.08391112
CUTC,0.109601736,0.073153,0.08145606,0.11414121,0.09982439,0.131012,0.08293788,0.09380407,0.10801288,0.07773643,0.0843944,0.10031115,0.11117865,0.096374355,0.12276377,0.12425135
COX15,0.20226815,0.14767532,0.17378345,0.20094097,0.1621387,0.15821329,0.18497746,0.19178075,0.18903483,0.15992741,0.1813218,0.16635916,0.18700095,0.14931126,0.15375358,0.1829011
ABCC2,0.0041768323,0.0071442835,0.008304137,0.008863068,0.007805992,0.0068052355,0.0065194727,0.0017204662,0.004011002,0.0042426744,0.008577573,0.014077821,0.0036075152,0.0047446517,0.008406596,0.013153024
DNMBP,0.18283597,0.2133166,0.33317065,0.26278007,0.23354962,0.19337447,0.27449566,0.18668231,0.19995056,0.2560667,0.23166458,0.23107667,0.2743292,0.3518184,0.30640352,0.3970215
DNMBP-AS1,0.024674462,0.014943211,0.034664743,0.029690063,0.025387662,0.0146885365,0.029228155,0.013223576,0.015862009,0.022252632,0.022218876,0.029742748,0.025944054,0.020558286,0.029200016,0.0361337
CPN1,0.0057825465,0.0016916929,0.0019652743,0.002354335,0.00061738264,0.0029318933,0.0022456867,0.0037238887,0.0,0.00032611185,0.00059591496,0.00324221,0.0016228473,0.003653665,0.00071966904,0.0030052294
ERLIN1,0.095783025,0.1074567,0.118924305,0.1553004,0.11184161,0.13611953,0.12628694,0.15435497,0.11091427,0.12524706,0.16966821,0.14939581,0.10410147,0.093790315,0.113405354,0.11876505
CHUK,0.18410347,0.15134555,0.1879543,0.19730164,0.12975802,0.18495277,0.13727316,0.17947608,0.117075205,0.2083994,0.18465194,0.15444109,0.19736089,0.17418346,0.16722612,0.18326424
AL138921.2,0.0,0.0,0.0,0.00083453034,0.0,0.0,0.00040460264,0.0,0.0018436407,0.001008678,0.0,0.0,0.0,0.0,0.0,0.0010811548
AL138921.1,0.0019490183,0.001740151,0.0,0.0026868915,0.00111171,0.0,0.00089806406,0.0011049504,0.0,0.0,0.0,0.0011280202,0.003841084,0.0018523338,0.0018647471,0.0006403293
CWF19L1,0.2621834,0.25853506,0.25079164,0.3002894,0.257341,0.25302806,0.24865471,0.2594555,0.15738606,0.26297736,0.2397341,0.25326806,0.25150415,0.22221696,0.21874829,0.25051686
BLOC1S2,0.21060862,0.1581448,0.14144011,0.15713225,0.15954274,0.16649137,0.1284805,0.16223542,0.13834748,0.14071997,0.14275841,0.15832123,0.12045455,0.09327558,0.1335841,0.1304179
PKD2L1,0.0018299128,0.0051246686,0.0023935202,0.0018224497,0.0028310886,0.0013389816,0.0048306743,0.0035348928,0.0,0.0039045992,0.002043076,0.0009716388,0.0017848474,0.0066702496,0.0031888173,0.0016984948
AL139819.1,0.0026583774,0.0017151221,0.00090214674,0.0,0.0008624981,0.0025242171,0.003315772,0.0014099111,0.0018935618,0.0010036745,0.0009335506,0.0,0.0056508067,0.00184559,0.0,0.0010047865
SCD,0.07158817,0.016756427,0.035419457,0.024575517,0.047968168,0.070721336,0.035771705,0.021110268,0.009820138,0.09463825,0.023589345,0.017996993,0.01722436,0.012721461,0.006159409,0.007974552
OLMALINC,0.117078826,0.045375217,0.05347254,0.05550528,0.06838778,0.12850794,0.07095032,0.054220583,0.023366041,0.07768108,0.050486937,0.043165784,0.05598421,0.049397815,0.02725303,0.047516707
WNT8B,0.0,0.0,0.0009506344,0.0,0.0,0.0,0.0007641631,0.0,0.0012140846,0.0011252395,0.00040442467,0.0009268223,0.0,0.0018972058,0.0017244784,0.00041163358
SEC31B,0.3963586,0.34546882,0.2989172,0.3138343,0.2956808,0.30153194,0.34316534,0.35777086,0.23936136,0.3022561,0.3120294,0.30938506,0.33066744,0.28712475,0.29543796,0.30371165
NDUFB8,0.79544866,0.6299296,0.49587128,0.67286736,0.6232774,0.7366553,0.5862258,0.6099243,0.48296645,0.5219324,0.55697346,0.70396394,0.45381823,0.45507967,0.54696435,0.633292
HIF1AN,0.176828,0.1514319,0.15961422,0.16891806,0.16241775,0.12178171,0.17480333,0.16404341,0.13742508,0.18199085,0.15407594,0.14913891,0.1558166,0.19155388,0.15767345,0.17854163
PAX2,0.0011088823,0.0011422962,0.0005650738,0.0,0.0019527813,0.0,0.0011511154,0.00044863383,0.0,0.0025054459,0.000334052,0.0,0.0,0.0011861954,0.0008291724,0.0009488475
AL138762.1,0.010682597,0.010662933,0.009083567,0.011149236,0.015798243,0.011842541,0.009394715,0.016753728,0.008748384,0.011806546,0.007012507,0.012609074,0.013551055,0.0039016178,0.013170126,0.0169228
SLF2,0.37443385,0.3833724,0.3762519,0.3889252,0.34395126,0.39376995,0.3768887,0.38310888,0.3644815,0.3749624,0.3897522,0.38805687,0.36139005,0.40210018,0.34815404,0.40699244
AL133215.3,0.0,0.0,0.0008135415,0.0010427856,0.0,0.0,0.0,0.0010549991,0.0,0.0,0.00076063414,0.00077720743,0.0010741068,0.0014404597,0.0043048756,0.0014626288
MRPL43,0.14849474,0.15849803,0.120611146,0.13992916,0.13828953,0.141871,0.10754653,0.15508541,0.1398737,0.106556945,0.112579346,0.12909593,0.14066735,0.11532906,0.13259502,0.13761863
SEMA4G,0.14603376,0.15741499,0.13010266,0.17096183,0.11845031,0.11870319,0.16031419,0.15496482,0.14976268,0.14660557,0.15634172,0.13390927,0.13752614,0.11837054,0.13191558,0.14522013
AL133215.1,0.0,0.0,0.00013752875,0.0,0.0,0.0,0.0,0.0008431181,0.0,0.00044975846,0.0,0.00062117644,0.0,0.0,0.0,0.00031083173
TWNK,0.015919123,0.0045469967,0.0053702323,0.011403414,0.00813823,0.010323661,0.009351416,0.004675095,0.013681742,0.012104337,0.009916583,0.0048875925,0.009063059,0.0032735565,0.0040774364,0.007250132
LZTS2,0.06611489,0.0677934,0.07083108,0.05503659,0.063120596,0.08091492,0.078590944,0.07923228,0.05842033,0.07541311,0.073201366,0.06789622,0.07849282,0.09370494,0.0708438,0.089629345
PDZD7,0.15597792,0.08695094,0.085678466,0.08935543,0.09537544,0.10915795,0.12754406,0.10792974,0.03807247,0.15548627,0.08000079,0.068646245,0.05087837,0.06352763,0.03041345,0.10953283
SFXN3,0.16882703,0.08478723,0.085975416,0.104531795,0.10393403,0.10875263,0.104371876,0.12774996,0.04861469,0.10918509,0.10000597,0.11382029,0.077239476,0.056946523,0.06774827,0.10429957
AL133215.2,0.0020291414,0.0012931504,0.0,0.0009875388,0.0,0.0,0.0008330381,0.0006408779,0.0012470322,0.00037587085,0.0007248077,0.0,0.0,0.0,0.0010868766,0.0
KAZALD1,0.0,0.0017685582,0.00022601263,0.0005910051,0.0,0.0010536202,0.0,0.0009377687,0.0,0.0027413135,0.0004109491,0.00047194766,0.0,0.0,0.0,0.000495763
TLX1NB,0.0,0.0008008114,0.00030997954,0.0,0.0018560775,0.0,0.00046885217,0.0014609881,0.001934366,0.0022723177,0.0004133353,0.0005967382,0.0,0.0,0.0,0.0013532799
TLX1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01514,0.0,0.0014079219,0.0010010027,0.0,0.0,0.0,0.00038354294,0.0022550912,0.0,0.0,0.0,0.00022809976,0.0013647443,0.0,0.0,0.0003650365
LBX1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LBX1-AS1,0.0045699608,0.001740151,0.0005381305,0.0013350158,0.0030186484,0.0,0.0013715435,0.0,0.0,0.00040534302,0.0006959832,0.0010277401,0.00491843,0.0061512645,0.0011587025,0.0019259608
LINC02681,0.0029919618,0.0009941378,0.0050409874,0.003716535,0.005929769,0.001876156,0.00975132,0.005744304,0.00764505,0.004816808,0.005063504,0.002549162,0.014684148,0.008202993,0.006158156,0.008439972
AL133387.1,0.0024917014,0.0,0.0,0.0027757264,0.00083359424,0.0013688,0.0013746903,0.0006240674,0.0,0.00035817717,0.0012218872,0.0015944021,0.0,0.0020712307,0.0,0.0015501359
AL133387.2,0.0,0.0,0.0,0.0,0.0017572946,0.0,0.0,0.00078351365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BTRC,1.0621783,0.81451565,0.85619044,0.8040116,0.7832274,0.8332914,0.95041794,0.8728581,0.8658962,0.98907024,0.86679304,0.82433814,0.8326894,1.1406423,0.87283623,1.0356923
DPCD,0.07937895,0.08534798,0.06814673,0.100757174,0.084821396,0.06312385,0.072037205,0.084675536,0.07245663,0.066685,0.07545816,0.08371055,0.08392329,0.099847786,0.08740017,0.0890238
POLL,0.08325704,0.065819375,0.0830835,0.09668947,0.08657756,0.10614028,0.10545415,0.07705922,0.07468006,0.07674058,0.080921866,0.07440296,0.05396475,0.075875476,0.0709177,0.0908145
FBXW4,0.6236637,0.45198476,0.5022964,0.4392381,0.4838204,0.44454697,0.53352576,0.583408,0.44491374,0.5274466,0.52631766,0.500337,0.3850599,0.43224794,0.43729085,0.42718577
AC010789.2,0.009946219,0.02583793,0.023946587,0.020847386,0.022621743,0.021348512,0.027049778,0.019432785,0.02803317,0.030280696,0.022148024,0.025196701,0.027594525,0.03748567,0.02164208,0.02279372
AC010789.1,0.0015571845,0.0,0.0018699234,0.002902952,0.0028553188,0.0034415137,0.004119847,0.0020685396,0.0032000144,0.0021419215,0.0019519525,0.0029241678,0.0024382197,0.0,0.0025521135,0.003516665
FGF8,0.008524485,0.022507356,0.0054942346,0.0035106337,0.0014820897,0.0027028103,0.0046916674,0.0012071354,0.0022213259,0.0068186997,0.0020315072,0.0020896834,0.0045088083,0.002678632,0.0034101033,0.0061700186
NPM3,0.022620555,0.027856562,0.02465722,0.029289003,0.026325855,0.014526112,0.01855513,0.016365798,0.015388628,0.023736594,0.014082235,0.019183224,0.019034801,0.020849615,0.030847516,0.029039841
OGA,0.9005817,0.69557947,0.84794766,0.90341693,0.78857964,0.8683001,0.8038414,0.79069114,0.6573884,0.7714486,0.7714365,0.9126252,0.729675,0.7875581,0.793593,0.8478583
KCNIP2-AS1,0.037966,0.04687008,0.03330047,0.06732072,0.04052646,0.06760261,0.032796174,0.038215842,0.05957064,0.02883581,0.027137902,0.037862167,0.023270499,0.026592106,0.04815191,0.038843013
KCNIP2,0.16677032,0.08640393,0.114891626,0.19030654,0.12426842,0.31131732,0.14943187,0.1072739,0.16119546,0.086807065,0.11325236,0.26282725,0.069205806,0.23994698,0.0898568,0.119871095
ARMH3,0.649251,0.62409914,0.664558,0.59065074,0.65224344,0.68221426,0.64989066,0.63116676,0.5529372,0.69265634,0.6433825,0.71202594,0.580301,0.5429292,0.5486965,0.61625063
HPS6,0.019923037,0.013822336,0.008784695,0.0073444857,0.017084423,0.014345759,0.011243976,0.014065884,0.00515546,0.0078075347,0.009195095,0.009058262,0.008658449,0.009163471,0.019418104,0.0103346305
LDB1,0.16514184,0.13738778,0.12863979,0.1578424,0.13932487,0.14021754,0.13877879,0.12783094,0.1509605,0.14041069,0.15742286,0.15292636,0.13583678,0.12588783,0.12068386,0.1520488
PPRC1,0.055334195,0.06299682,0.05491981,0.061359733,0.06262583,0.06650039,0.059290145,0.053853415,0.0699039,0.068087585,0.063140005,0.0529108,0.07202816,0.053971853,0.07022651,0.06916106
NOLC1,0.07652501,0.059300907,0.05911564,0.06685845,0.08618861,0.06054253,0.07028076,0.069577746,0.064143606,0.058139734,0.0721642,0.07538322,0.071055084,0.06441014,0.07863893,0.0636999
ELOVL3,0.0014944723,0.0,0.0,0.0,0.0007445528,0.0,0.0,0.0,0.0,0.00071376516,0.0,0.0005739201,0.0,0.0,0.0,0.00082155375
PITX3,0.0,0.0,0.0,0.0,0.0008379086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GBF1,0.57019645,0.5901571,0.54388875,0.5765059,0.52285296,0.5973865,0.61338913,0.55060697,0.5175441,0.59318435,0.54846114,0.51790494,0.54825675,0.54285276,0.53194106,0.55595547
NFKB2,0.0,0.0024659212,0.00080314546,0.0,0.002386543,0.0,0.0027757033,0.0,0.0,0.000994575,0.0011542662,0.00137987,0.0016658471,0.0,0.0009773467,0.0019467976
PSD,0.37974942,0.3584034,0.30202916,0.3135223,0.2667327,0.33937111,0.33112648,0.36275136,0.3303009,0.3286673,0.32230952,0.2860608,0.2987754,0.3386593,0.34403592,0.35102427
FBXL15,0.19308719,0.16030191,0.11883898,0.17704596,0.174839,0.19117577,0.1394942,0.14937901,0.09199932,0.11886739,0.11008676,0.16655059,0.13482927,0.110743605,0.15839796,0.13895617
CUEDC2,0.14511706,0.16650967,0.110547036,0.14174578,0.15946546,0.18771455,0.11955489,0.13627107,0.10526219,0.09786809,0.11427011,0.1217832,0.10650039,0.07439258,0.13634256,0.12777929
RPARP-AS1,0.13106775,0.06582776,0.07144816,0.10978653,0.105155624,0.085032225,0.085574895,0.088225536,0.084720455,0.09803279,0.07446176,0.074234895,0.086699165,0.10811214,0.080168225,0.081687994
C10orf95,0.015562499,0.00747398,0.006214702,0.01734363,0.015428391,0.013020432,0.010826421,0.015515077,0.010448081,0.009080367,0.012297047,0.0066798977,0.015649378,0.00398787,0.011104493,0.010390585
MFSD13A,0.11913646,0.119842686,0.095692776,0.09123651,0.07586907,0.08849087,0.075001836,0.068762414,0.10375667,0.090530924,0.077958,0.0805253,0.0895405,0.09324748,0.096518606,0.09033691
ACTR1A,0.17892584,0.18700153,0.15080392,0.15376714,0.16215633,0.12765773,0.1546282,0.15178023,0.110996306,0.15645984,0.14994211,0.1383831,0.13257667,0.12702848,0.15994072,0.15553826
AL121928.1,0.0,0.0018651511,0.0026648254,0.001873049,0.0021120207,0.0039984738,0.001569925,0.0012562177,0.0016742027,0.0027233344,0.0016378594,0.0031663089,0.0022803822,0.0019208762,0.0022797412,0.0008699843
SUFU,0.28048623,0.32005617,0.27982178,0.20217228,0.17701018,0.19074821,0.2957096,0.24294783,0.31684315,0.23575106,0.23397288,0.21143462,0.32442635,0.33858603,0.32491437,0.30944845
TRIM8,0.13799866,0.22779198,0.18331984,0.12859286,0.13096331,0.15071844,0.18558142,0.15641436,0.15828279,0.1454648,0.16056314,0.19626291,0.15378918,0.16261281,0.22019848,0.1733733
