,Sst_1,Sst_2,Sst_3,Sst_4,Sst_5,Sst_7,Sst_9,Sst_10,Sst_11,Sst_12,Sst_13,Sst_19,Sst_20,Sst_22,Sst_23,Sst_25
LINC02593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAMD11,0.0,0.0008008114,0.0006214408,0.008013537,0.0005229333,0.03388132,0.0005347043,0.0020474112,0.0,0.0,0.0010820479,0.00043280362,0.00095595926,0.0,0.0018240561,0.0006870462
NOC2L,0.15452167,0.16583146,0.1261585,0.16090342,0.1496503,0.15298697,0.12515931,0.13832256,0.119587176,0.12142524,0.141703,0.13817525,0.11037341,0.0802251,0.12710194,0.11621817
KLHL17,0.041587114,0.042373024,0.04294029,0.058894448,0.034504674,0.065373994,0.041555192,0.03137319,0.030999048,0.043410756,0.035581462,0.034315232,0.039155744,0.0450983,0.024759833,0.032007676
PLEKHN1,0.0,0.0010572507,0.0006329228,0.001629342,0.0,0.0,0.0015292246,0.0,0.0,0.0017040024,0.0017106738,0.0002636461,0.0,0.0,0.0,0.00040470713
PERM1,0.008707337,0.0,0.0022744585,0.009930747,0.0067971605,0.0033611958,0.0026759626,0.00047997362,0.0,0.0036549736,0.005704501,0.0034493888,0.0,0.0,0.0,0.0
AL645608.7,0.013187587,0.012505376,0.010584454,0.013377318,0.0051804637,0.012668842,0.0071628327,0.008174053,0.0,0.0051791035,0.009364348,0.012191884,0.014294864,0.015767317,0.0060110623,0.011700832
HES4,0.54053044,0.46988437,0.375073,0.5145821,0.535905,0.53434193,0.30474666,0.31996244,0.16292149,0.3093007,0.35543355,0.42929864,0.3425657,0.27308732,0.24482928,0.3838355
ISG15,0.07771146,0.06617512,0.06293582,0.07055814,0.07284984,0.108700454,0.042954557,0.029201822,0.038907688,0.034342892,0.055916764,0.05572227,0.05189842,0.03871741,0.039444678,0.07164842
AL645608.1,0.0039152876,0.0,0.0028033226,0.0039301533,0.0013789214,0.0017076265,0.0,0.0007663203,0.0015350763,0.0017617848,0.0012431333,0.00067289383,0.0,0.0,0.0,0.0021556471
AGRN,0.09562139,0.10417333,0.10881835,0.10667836,0.120535135,0.16109748,0.102775455,0.04241117,0.03274305,0.112417944,0.09787685,0.035210222,0.115651906,0.092410184,0.026686482,0.05356802
AL645608.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL645608.8,0.0,0.0,0.00016907832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNF223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1orf159,0.24875599,0.23142801,0.23212023,0.25886244,0.21664177,0.20106353,0.2831273,0.25623214,0.18076238,0.28617117,0.24397993,0.16556808,0.2332624,0.22551519,0.22029907,0.2493926
AL390719.3,0.022547161,0.031797387,0.034693826,0.04986852,0.044736054,0.039464206,0.032248728,0.022423029,0.02707937,0.03360973,0.030650094,0.028727138,0.048165742,0.016460652,0.027758233,0.04335203
LINC01342,0.0,0.0,0.0024989238,0.0030572359,0.0014838553,0.0,0.0,0.0034955654,0.0,0.002385729,0.0070253853,0.00023310335,0.0,0.0020712307,0.0010863257,0.00037685074
AL390719.2,0.0,0.0,0.00017982247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TTLL10-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0003048261,0.0,0.0,0.0,0.0006676107,0.0,0.0,0.0,0.0,0.00039844267
TTLL10,0.0,0.0,0.00060164044,0.0014516077,0.0011549608,0.0016380615,0.00042722124,0.002337313,0.0,0.0012603904,0.000542243,0.0013554232,0.0019061592,0.0,0.0,0.0
TNFRSF18,0.013359801,0.0033165982,0.022804104,0.0010695175,0.008393484,0.004828751,0.009039861,0.0007162712,0.0,0.008769011,0.0051853643,0.0064291446,0.0057906006,0.034046136,0.0,0.020032002
TNFRSF4,0.0,0.0,0.0016200636,0.0035127713,0.0020311656,0.002905545,0.0033747982,0.0011304165,0.0,0.004491474,0.0045366953,0.0011739014,0.0011658897,0.0,0.0023356492,0.0013503929
SDF4,0.22093426,0.25528216,0.24493332,0.2296997,0.2121622,0.2433182,0.23159538,0.24268337,0.24719645,0.22543481,0.21813805,0.20766976,0.2871148,0.2207406,0.21887822,0.20142806
B3GALT6,0.08975227,0.060421135,0.02987769,0.048295747,0.06066419,0.06529803,0.046936437,0.05195538,0.06135356,0.036948368,0.042821206,0.043581996,0.03938641,0.01986844,0.04776588,0.042579632
C1QTNF12,0.009168596,0.014720131,0.009800503,0.010776529,0.009967826,0.016084852,0.008952318,0.009052271,0.007823616,0.008361526,0.009261981,0.010858831,0.0059666242,0.0074829035,0.00851579,0.018021403
AL162741.1,0.0,0.0,0.0,0.0,0.0,0.0026348284,0.0005694769,0.0,0.0,0.0,0.0013177544,0.0020512643,0.0,0.0,0.0,0.00090529304
UBE2J2,0.22128497,0.15191428,0.17270654,0.15619273,0.14605226,0.17525868,0.16527246,0.17422478,0.14409114,0.16491817,0.17484236,0.13608883,0.1457321,0.13950229,0.17372441,0.15193273
LINC01786,0.029211843,0.03492237,0.037092388,0.03514861,0.035741787,0.036778536,0.040540263,0.029749958,0.026707536,0.02597508,0.03197733,0.030409,0.033495583,0.018771723,0.041054975,0.03363704
SCNN1D,0.031017346,0.05155042,0.042587724,0.046724368,0.03750679,0.05347358,0.058463506,0.0470548,0.04925517,0.062626205,0.053570453,0.046718735,0.054791562,0.06442093,0.043813247,0.054513734
ACAP3,0.37256414,0.39638484,0.48596573,0.41447487,0.35582823,0.34976777,0.3944978,0.38220894,0.45654303,0.5112928,0.4572707,0.38029525,0.51775944,0.6920031,0.41770378,0.45822895
PUSL1,0.022449927,0.020826679,0.022425577,0.02299726,0.034104075,0.015193054,0.02127285,0.0063766986,0.016877798,0.020856788,0.018375764,0.017757382,0.020697944,0.02066925,0.02547863,0.025742263
INTS11,0.13562463,0.18548685,0.17174141,0.123355865,0.12495775,0.14188103,0.16108774,0.14318655,0.18976367,0.1771049,0.17778319,0.16050482,0.16509551,0.18791226,0.15312131,0.19550984
AL139287.1,0.0,0.0018910035,0.0001832073,0.0,0.0,0.0,0.00045253595,0.0,0.0,0.0005758462,0.00063408795,0.0003131134,0.0,0.0,0.0,0.0011799984
CPTP,0.041105803,0.026817122,0.023981925,0.040689494,0.029598027,0.024314411,0.029478606,0.031338938,0.033230156,0.030612476,0.033415165,0.031311583,0.015493382,0.024334926,0.04657919,0.02596036
TAS1R3,0.0,0.0,0.0007789276,0.0,0.0,0.004245294,0.0006450616,0.0007632504,0.0019401335,0.0,0.0003914482,0.00035810043,0.0,0.0,0.0,0.00063408294
DVL1,0.10745905,0.083934896,0.09026302,0.08533762,0.07156429,0.104760304,0.07496932,0.09774972,0.09186982,0.088021934,0.1015914,0.07569997,0.11436767,0.1304344,0.105572805,0.09386743
MXRA8,0.0040668994,0.0,0.0043164208,0.0,0.0039486596,0.004735364,0.0030618866,0.0032973066,0.0033274645,0.005682843,0.002446438,0.0070927697,0.004144627,0.0018436491,0.0012007827,0.0011769669
AURKAIP1,0.15946628,0.11678994,0.09800386,0.12830704,0.12024214,0.15701532,0.10074663,0.11690984,0.11287091,0.09284043,0.09651028,0.13493025,0.09389267,0.086913906,0.115319416,0.100900896
CCNL2,0.30504814,0.36042756,0.34816712,0.2846112,0.27457917,0.24440534,0.30193207,0.32291,0.29138356,0.2915531,0.31034303,0.30070686,0.3319117,0.4121886,0.316631,0.35787642
MRPL20-AS1,0.030143406,0.0493409,0.016979117,0.034492657,0.029316906,0.033473425,0.018301686,0.020717636,0.025293024,0.01813113,0.021560954,0.029149776,0.033231463,0.016257351,0.041940566,0.026401628
MRPL20,0.16054615,0.15567887,0.12885445,0.1277721,0.18609625,0.14838688,0.11787194,0.14880669,0.13497363,0.124578886,0.14318751,0.17012094,0.1324923,0.13807178,0.14615604,0.12924714
AL391244.2,0.0047541056,0.013708019,0.010494014,0.012128124,0.0073457384,0.013139812,0.012368082,0.012006944,0.008182524,0.019161863,0.012450944,0.013254316,0.0050211293,0.015183522,0.008821549,0.014254846
ANKRD65,0.025857551,0.043394934,0.027302187,0.017592203,0.021411225,0.029262848,0.025553212,0.035212357,0.02350387,0.013047861,0.018141555,0.024121141,0.025885213,0.025886413,0.019011086,0.029305348
AL391244.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003267012,0.0,0.0,0.0017607729,0.0,0.0
TMEM88B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003138737,0.00050646777,0.0,0.0,0.0,0.0011508442,0.0
LINC01770,0.0,0.0,0.00024199957,0.0,0.0,0.0,0.00030168213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VWA1,0.052084938,0.017524043,0.036160395,0.035906963,0.040216323,0.036431834,0.027030446,0.043970745,0.031143874,0.021500502,0.044715624,0.036928218,0.024414511,0.025307298,0.019144187,0.0057785744
ATAD3C,0.011864745,0.0072579626,0.009612156,0.005663514,0.017376069,0.01364813,0.017988263,0.013522565,0.0,0.015201933,0.015331167,0.008178654,0.0067897737,0.010612486,0.0050863796,0.0059446036
ATAD3B,0.10246001,0.0998835,0.12663236,0.11551067,0.110970534,0.09516127,0.12230872,0.11724675,0.10038851,0.14662759,0.13411154,0.10111991,0.15415086,0.1467146,0.09502273,0.12868546
ATAD3A,0.089780666,0.060986023,0.0657987,0.077379115,0.06429052,0.072712585,0.093345664,0.06867198,0.057409268,0.09037334,0.077935934,0.064212136,0.076636754,0.07176513,0.04849827,0.08318875
TMEM240,0.21101668,0.29136553,0.17712697,0.19124138,0.18121947,0.21387252,0.1904016,0.21613957,0.24696445,0.16169487,0.18690738,0.23061809,0.1458476,0.15079953,0.27047777,0.19252317
SSU72,0.2786218,0.29306564,0.21978223,0.2499949,0.25146335,0.23600447,0.22279346,0.27162644,0.2335686,0.19503644,0.22972862,0.27348837,0.21554776,0.17566596,0.22908306,0.2136781
AL645728.1,0.03425147,0.03518389,0.01815814,0.046243906,0.03905004,0.0477244,0.02787861,0.032901324,0.0103875445,0.023056213,0.028288253,0.030875938,0.014977792,0.021508362,0.019890668,0.025121601
FNDC10,0.1269343,0.08303452,0.07035252,0.07188825,0.08178699,0.06233813,0.05616819,0.078904346,0.036056574,0.058223218,0.071547866,0.06968137,0.055373184,0.048805162,0.06086713,0.05666932
AL691432.4,0.045457788,0.039215174,0.037862435,0.0432652,0.041630223,0.03799325,0.042253725,0.043814737,0.03543588,0.035362914,0.0355338,0.03435597,0.058351353,0.03865887,0.025154443,0.038503222
AL691432.2,0.037675876,0.046615593,0.039569262,0.05149584,0.056307405,0.061059203,0.040926665,0.048940763,0.049318425,0.034220047,0.03704279,0.051690098,0.046230536,0.057804663,0.056091662,0.048565626
MIB2,0.17443821,0.16297606,0.14850102,0.15407173,0.12727205,0.17934008,0.1770841,0.14272319,0.13133207,0.20139375,0.13938083,0.13443184,0.15595566,0.17012125,0.14990053,0.17461143
MMP23B,0.024423422,0.023929477,0.016003307,0.008521814,0.01464245,0.021036038,0.010482366,0.014673529,0.0109881405,0.023451338,0.025002373,0.013186857,0.015757777,0.007324315,0.0029899345,0.01469984
CDK11B,0.075155795,0.061848458,0.073137656,0.061158992,0.07097661,0.07420091,0.07704717,0.06972591,0.05793809,0.06250333,0.06827269,0.07252716,0.055171095,0.06816566,0.048896477,0.06960961
FO704657.1,0.0,0.0,0.0013703007,0.0011252584,0.0015529895,0.0023056492,0.004607243,0.0036998824,0.002982666,0.0026270195,0.0021336945,0.0011716112,0.0,0.0,0.0011998374,0.0012119445
SLC35E2B,0.19165406,0.15803415,0.15367475,0.19034585,0.1572448,0.1540983,0.2044986,0.17922524,0.12925853,0.19758692,0.17692864,0.17339355,0.14511247,0.14100009,0.15400288,0.15365909
CDK11A,0.07116135,0.05455816,0.04606599,0.056354847,0.044316575,0.055192232,0.05425051,0.05543267,0.02911245,0.047794033,0.0484415,0.048189897,0.051928602,0.063905306,0.036225643,0.048336733
SLC35E2A,0.10942748,0.14032087,0.12179491,0.10675552,0.13484211,0.1037967,0.133361,0.1318509,0.14187618,0.14608687,0.12242248,0.10335189,0.13494845,0.09792635,0.118211634,0.1080542
NADK,0.09765948,0.09448728,0.07211871,0.09501205,0.0754129,0.08953647,0.093641,0.0756886,0.075373285,0.09840825,0.084183626,0.078058094,0.084365584,0.07478042,0.08125321,0.08532115
GNB1,0.8481979,0.7665532,0.79425746,0.7003158,0.7330126,0.77424866,0.7972814,0.8167792,0.78063047,0.7825146,0.76508826,0.7299529,0.77143943,0.74947315,0.8021452,0.7769051
AL109917.1,0.0022184278,0.0,0.0020876543,0.008752973,0.011580939,0.0,0.0025944093,0.0043151965,0.0018172297,0.0023350497,0.002336953,0.005298639,0.0028560737,0.00244525,0.0026651756,0.003612559
CALML6,0.007978676,0.0014286087,0.0024631792,0.00068773684,0.0016612919,0.0021988328,0.0022239117,0.0,0.0,0.0023540105,0.0018430079,0.0030606482,0.004410375,0.0033066075,0.0018749638,0.0010022118
TMEM52,0.00476296,0.0043022507,0.0029981814,0.01545142,0.01021877,0.017882062,0.0042659785,0.00658202,0.0011327713,0.007860644,0.010397406,0.0021871484,0.008444216,0.0,0.0028378365,0.002357352
CFAP74,0.03331072,0.03888907,0.0139284525,0.038728442,0.07516119,0.046632666,0.035081513,0.012893305,0.012628295,0.008758607,0.0072060605,0.007813037,0.013114496,0.0053346152,0.03173816,0.01542268
AL391845.2,0.0017429396,0.012084925,0.0015348948,0.0042270347,0.0066724345,0.014187337,0.0053231376,0.0007602054,0.0022559965,0.0013449723,0.0,0.0013000484,0.0012673553,0.0,0.0056568254,0.0012409484
GABRD,0.033105418,0.26962247,0.034071263,0.117606364,0.17265745,0.20434374,0.067896605,0.017919041,0.04584217,0.022657247,0.02130843,0.024782328,0.069253035,0.026093151,0.10359489,0.07195234
AL391845.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRKCZ,0.5972359,0.45602483,0.4726827,0.5562058,0.54668665,0.46556,0.59214187,0.5767839,0.42267263,0.5765583,0.532183,0.4810527,0.41990274,0.45584422,0.41544318,0.48408812
AL590822.2,0.022363767,0.012921753,0.0125998175,0.019042447,0.020885604,0.01988553,0.017571736,0.017181635,0.017700918,0.017016001,0.014987714,0.013902917,0.013918802,0.0031973748,0.009874062,0.011908795
PRKCZ-AS1,0.0031873551,0.0013648323,0.002955385,0.003913123,0.00059568783,0.0,0.0,0.0011572164,0.007524023,0.00061057124,0.003940573,0.0041239117,0.003178531,0.0035453867,0.0036676982,0.0007605307
FAAP20,0.19070236,0.21001768,0.14567405,0.1729417,0.22019614,0.1502814,0.15251812,0.16536945,0.16965449,0.13035402,0.16807617,0.19678281,0.13771836,0.11338077,0.13574022,0.10560798
AL590822.1,0.0074261464,0.019507824,0.0115536535,0.018587518,0.019552583,0.013939258,0.016728578,0.009709191,0.00696956,0.01200854,0.015985113,0.020763438,0.0046416563,0.010250554,0.0031175755,0.011880985
SKI,0.298008,0.37692124,0.41056204,0.32589328,0.29870024,0.2426764,0.41936865,0.329518,0.42117137,0.41321728,0.43929103,0.357353,0.46363628,0.44005278,0.41179892,0.4238211
AL590822.3,0.0,0.0012654415,0.002890364,0.0,0.002910904,0.003088871,0.0043434543,0.00063973636,0.0017348273,0.002702312,0.0016573989,0.0012052782,0.0016450441,0.0058484264,0.0005944067,0.0031945948
MORN1,0.10692638,0.115299724,0.093217194,0.15188323,0.13112931,0.14037704,0.10634663,0.095002465,0.08213122,0.10595092,0.09716994,0.10313019,0.08489046,0.08215539,0.092233226,0.11969143
AL589739.1,0.0,0.0,0.0,0.0,0.0,0.0027859902,0.0036684293,0.0011474362,0.0025811226,0.0,0.0003154835,0.00043147386,0.001280803,0.002154678,0.0,0.0009365804
AL513477.2,0.02170569,0.010570575,0.020524498,0.02221444,0.0231544,0.01612964,0.021211842,0.018058956,0.019750314,0.01463955,0.01583429,0.019913504,0.017535971,0.009832147,0.008332766,0.025056055
RER1,0.21131022,0.20747416,0.17051052,0.20901684,0.20764813,0.19289339,0.1838318,0.21742852,0.17450507,0.17532371,0.18314834,0.198133,0.16528755,0.17020735,0.20853014,0.1654999
PEX10,0.07531469,0.074936844,0.061042983,0.08875343,0.090981886,0.10551121,0.07405742,0.090056844,0.072316825,0.061974116,0.06623736,0.07949945,0.072018474,0.039807163,0.085733324,0.06463417
PLCH2,0.26469675,0.19473961,0.120202966,0.14499502,0.117340356,0.13967372,0.17516871,0.052919287,0.024518294,0.12689535,0.05821151,0.08260678,0.04969177,0.010285851,0.09220989,0.06576273
AL139246.1,0.0,0.0,0.0015530252,0.0,0.0,0.0,0.0,0.0007353123,0.0,0.0,0.00077570183,0.0016890293,0.0038036616,0.0,0.0,0.0012657263
AL139246.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000620397,0.0,0.0,0.0,0.0011644467,0.0
PANK4,0.08861132,0.0649566,0.043161158,0.051282037,0.04813382,0.05084142,0.052317906,0.04074961,0.029630238,0.053687636,0.04211273,0.0452402,0.038290557,0.036461152,0.063085325,0.05732049
HES5,0.0,0.003391892,0.0039521647,0.004741373,0.008339714,0.007010184,0.011513344,0.008400903,0.002070837,0.0061222757,0.007878102,0.008005004,0.008193666,0.00426275,0.00864425,0.003979912
AL139246.5,0.037308916,0.017699668,0.015438571,0.030258914,0.036362264,0.033946726,0.029294968,0.018616453,0.007736013,0.021121565,0.023835983,0.019145895,0.0047880257,0.0,0.013245976,0.009786741
TNFRSF14-AS1,0.0,0.0,0.00027820875,0.0,0.0,0.0,0.0,0.0,0.0,0.00038654727,0.00037116985,0.00023181507,0.0,0.0,0.0,0.0
TNFRSF14,0.0050677145,0.0072247433,0.0018858048,0.0020354516,0.00431721,0.010472022,0.0032544052,0.004252776,0.0028710277,0.0032672354,0.0038527718,0.0011836778,0.0,0.0,0.0076403697,0.0031127718
AL139246.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0005973644,0.0,0.0,0.0,0.0008321109,0.00027654404,0.0,0.0,0.0,0.00036114815
PRXL2B,0.09204881,0.04482342,0.037793115,0.05526932,0.054197297,0.08419016,0.038755096,0.04165001,0.037443515,0.04017242,0.038591698,0.042966828,0.029477159,0.010258852,0.0293382,0.028149283
MMEL1,0.003551122,0.0,0.00079010613,0.00062855,0.002456517,0.0059993127,0.0,0.0,0.0,0.004049407,0.0,0.00025636426,0.0,0.0,0.0,0.00040290956
AL831784.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TTC34,0.012052776,0.016256819,0.016624384,0.022461737,0.018173253,0.014999999,0.022026187,0.015485393,0.002387979,0.02163786,0.02114,0.020880958,0.0061738417,0.010698538,0.008869383,0.014041391
AC242022.2,0.0,0.0,0.0,0.00077065354,0.0,0.0,0.0012751244,0.0,0.0,0.0015051635,0.00034990459,0.0,0.0,0.0021844981,0.0,0.0
AC242022.1,0.0,0.0,0.0,0.0,0.0008884671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL592464.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL592464.3,0.0,0.0,0.0006623669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL592464.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL589702.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTRT2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRDM16-DT,0.0,0.0,0.0003110575,0.0,0.000729972,0.0,0.0,0.00067341124,0.0,0.0,0.0,0.0004237041,0.0,0.0,0.0,0.0006878115
PRDM16,0.015276511,0.013490729,0.004122292,0.008494845,0.011028261,0.011109715,0.0047683865,0.0025407132,0.0,0.009765412,0.0073695085,0.00245795,0.0026898042,0.0,0.001318101,0.00046777018
AL008733.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL590438.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL354743.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL354743.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARHGEF16,0.014087671,0.00079327397,0.0,0.0015875007,0.006085573,0.0,0.0021140818,0.008150255,0.0,0.007451753,0.0030866738,0.00041685262,0.0,0.0,0.0007669084,0.0
AL512413.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEGF6,0.011221632,0.005833111,0.0069782017,0.019047884,0.01614306,0.01895153,0.009834425,0.017803049,0.0033771286,0.010105201,0.020778872,0.010708227,0.007822284,0.0043975543,0.0011976828,0.0037768704
AL513320.1,0.038107976,0.022223627,0.013347468,0.014561564,0.025604853,0.018777598,0.015979396,0.019265397,0.010577077,0.010439304,0.010983746,0.018619915,0.015561603,0.0035258392,0.0077542462,0.010882557
TPRG1L,0.13877253,0.07438076,0.075378984,0.09691756,0.108676404,0.118082486,0.08773907,0.11211169,0.070163205,0.06942537,0.08404092,0.10000058,0.08329192,0.035250563,0.08134539,0.07061623
WRAP73,0.09241795,0.08688043,0.080494076,0.08186687,0.059210647,0.06698989,0.06552526,0.07449766,0.06837735,0.073268525,0.06704619,0.07694247,0.07209401,0.052166134,0.07637302,0.07574112
TP73,0.0,0.0013630895,0.0005166868,0.0026485387,0.00037644105,0.0,0.00044225372,0.0,0.0016247489,0.0002825868,0.00113224,0.0013508108,0.0,0.0,0.0009250503,0.0
AL136528.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003432817,0.0,0.0,0.0,0.0016352985,0.0
AL136528.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014589235,0.0,0.0,0.0,0.0,0.0
CCDC27,0.0,0.0,0.0013084399,0.0010899822,0.0012108183,0.0,0.0010142825,0.00047072084,0.0,0.0014961171,0.0005223205,0.0003417217,0.0,0.0,0.0,0.00063491386
SMIM1,0.0042787073,0.0033571923,0.0027075144,0.003060797,0.0034238535,0.0023851364,0.00044007323,0.0066790446,0.0,0.00186893,0.0039361627,0.0059053623,0.0,0.0,0.0029495242,0.0012052121
LRRC47,0.12962732,0.13002214,0.08754534,0.10160295,0.10761693,0.11714557,0.10103463,0.10996998,0.095942296,0.096841514,0.09834268,0.101701096,0.08143067,0.058452535,0.12275552,0.08554124
AL365330.1,0.0,0.0,0.0010982086,0.0,0.0005704332,0.0,0.0,0.0,0.0,0.000666355,0.00038582334,0.0,0.0,0.0015990718,0.0011756585,0.00039395015
CEP104,0.23155577,0.29069364,0.29425007,0.26281565,0.27116865,0.25078765,0.25940913,0.23392929,0.22926398,0.2717275,0.26891014,0.3223789,0.19950017,0.19851938,0.2989992,0.3050231
