gene,logFC,logCPM,PValue,F,FDR,n_scz,n_ctrl,n_samples,n_genes_tested,celltype,cell_class
FABP3,0.10160295866396662,8.779615273854773,0.38669179848296376,0.7788612862038972,0.7734360615953365,12,12,24,300,Astro_2,Non-neuronal
AK5,0.06700507496630623,11.161236668864108,0.389641735547299,0.7690750133739067,0.7734360615953365,12,12,24,300,Astro_2,Non-neuronal
LMO4,-0.061591019409900076,11.886040850406996,0.3921151525676342,0.7609553681916998,0.7734360615953365,12,12,24,300,Astro_2,Non-neuronal
MRPL57,-0.08212072718397012,9.167219384758294,0.3925147403494291,0.7596520926661512,0.7734360615953365,12,12,24,300,Astro_2,Non-neuronal
BAIAP3,0.24541394242444073,9.061515678181507,0.39257265982708356,0.7594634622883993,0.7734360615953365,12,12,24,300,Astro_2,Non-neuronal
HMGB2,0.1519904542064589,9.215151347297455,0.39445239141362165,0.7533538667563761,0.7734360615953365,12,12,24,300,Astro_2,Non-neuronal
CNN3,-0.149771145130738,12.751803021618347,0.4003005630172751,0.7346208410918119,0.7796651218207238,12,12,24,300,Astro_2,Non-neuronal
NPTX2,-0.17982806750406874,7.768822313055244,0.4058043759120804,0.7173727774972183,0.7796651218207238,12,12,24,300,Astro_2,Non-neuronal
MT-ND2,-0.06456728468267203,16.40349802204676,0.41163067991438085,0.6994787719692472,0.7796651218207238,12,12,24,300,Astro_2,Non-neuronal
ARPP19,-0.1765308996533465,9.385280355519237,0.41290996116093315,0.695604014318926,0.7796651218207238,12,12,24,300,Astro_2,Non-neuronal
CCNI,-0.07449524445554785,12.876524607294828,0.41340610614978623,0.6941050929609197,0.7796651218207238,12,12,24,300,Astro_2,Non-neuronal
GJB1,-0.1639426182654535,5.139648694895575,0.4141505952488932,0.6914730329703397,0.7796651218207238,12,12,24,300,Astro_2,Non-neuronal
TEF,-0.08701221020595115,11.098911259343799,0.415821398304386,0.6868513256954033,0.7796651218207238,12,12,24,300,Astro_2,Non-neuronal
MYL6,0.0685388404941397,9.719258236569521,0.424628881615296,0.660939976010253,0.7912339408980671,12,12,24,300,Astro_2,Non-neuronal
GAD1,0.0745093836406823,8.005163182460567,0.428854408433045,0.6488065545066686,0.7939186526903724,12,12,24,300,Astro_2,Non-neuronal
NORAD,0.061675180847829705,12.124970740963814,0.431362467961769,0.6416851985700837,0.7939186526903724,12,12,24,300,Astro_2,Non-neuronal
ADCYAP1,-0.11309012260721345,7.1205703561722284,0.446752167903409,0.5994238698931453,0.8114765175472857,12,12,24,300,Astro_2,Non-neuronal
PFN1,0.10593682346853238,8.09779554395366,0.44929108819530494,0.5926550356502368,0.8114765175472857,12,12,24,300,Astro_2,Non-neuronal
NEFH,0.07865172693726438,8.301931211812867,0.4506010224086885,0.5891946948344959,0.8114765175472857,12,12,24,300,Astro_2,Non-neuronal
CORT,-0.09111734595297957,6.593433091555165,0.4517219281013224,0.5862754443743027,0.8114765175472857,12,12,24,300,Astro_2,Non-neuronal
RPL36AL,-0.05941363117706342,10.155981530968836,0.46037920226533646,0.5638681015423196,0.8136128498143863,12,12,24,300,Astro_2,Non-neuronal
CASC3,0.06212914692202427,10.391240590758278,0.4651708715806556,0.5517763440508804,0.8136128498143863,12,12,24,300,Astro_2,Non-neuronal
SMAD1,-0.11268324206286358,8.52060996484957,0.46814065824388806,0.5443870872948372,0.8136128498143863,12,12,24,300,Astro_2,Non-neuronal
IFITM3,-0.3066223006918698,9.080030161191331,0.46865168050528216,0.5431213308697225,0.8136128498143863,12,12,24,300,Astro_2,Non-neuronal
MTRNR2L1,0.08972874506121375,16.449579660142806,0.4714286223092674,0.5362906309776597,0.8136128498143863,12,12,24,300,Astro_2,Non-neuronal
ABCG2,-0.09637340793668873,6.45840215966677,0.4719543509434857,0.5350331356146087,0.8136128498143863,12,12,24,300,Astro_2,Non-neuronal
CHST1,-0.07204977049576046,11.835781419312827,0.4734200696394716,0.5314339908923885,0.8136128498143863,12,12,24,300,Astro_2,Non-neuronal
TYROBP,-0.1293862722791802,4.639708153856369,0.48009515511563383,0.5149904794947556,0.8136128498143863,12,12,24,300,Astro_2,Non-neuronal
MT-ND6,0.13278674575329263,13.697882389431607,0.4818357144590121,0.5112821254143234,0.8136128498143863,12,12,24,300,Astro_2,Non-neuronal
ANLN,-0.11700609772849667,6.104609206201861,0.4819309219613944,0.5110586831278994,0.8136128498143863,12,12,24,300,Astro_2,Non-neuronal
MT-ND4,-0.05457941327427399,16.297860754006162,0.48377939068302345,0.5067119967724246,0.8136128498143863,12,12,24,300,Astro_2,Non-neuronal
MYL9,0.11559979959339176,7.9560609253902586,0.4868190989955288,0.4996298978386518,0.8136128498143863,12,12,24,300,Astro_2,Non-neuronal
MAP2K1,0.057794474571100894,9.475331262411807,0.4885286128554185,0.4956759031135589,0.8136128498143863,12,12,24,300,Astro_2,Non-neuronal
MT2A,-0.15304641093621363,11.119295935444248,0.4912145913738426,0.48951448028200245,0.8136128498143863,12,12,24,300,Astro_2,Non-neuronal
SESN1,0.08013441927631682,8.865346292250432,0.4949165787739579,0.4811181410986772,0.8136128498143863,12,12,24,300,Astro_2,Non-neuronal
CX3CR1,-0.14286444556451391,6.54756563014224,0.49856441863949397,0.472972198333299,0.8136128498143863,12,12,24,300,Astro_2,Non-neuronal
TRABD2A,0.08046929359262256,4.694304715475206,0.500065114722128,0.46930990481973883,0.8136128498143863,12,12,24,300,Astro_2,Non-neuronal
NPIPA1,-0.06618263015424362,12.310309005809737,0.5049951305017688,0.4587983861459676,0.8136128498143863,12,12,24,300,Astro_2,Non-neuronal
TNK2,0.05540168153279681,11.47293381121434,0.5075272023006876,0.45331338950352057,0.8136128498143863,12,12,24,300,Astro_2,Non-neuronal
CAPN3,0.06500237822639822,7.854367505331927,0.5088180270432618,0.4505397514799902,0.8136128498143863,12,12,24,300,Astro_2,Non-neuronal
HPCAL1,0.07175595223556126,10.230167564919574,0.5123796680673715,0.44293616389082074,0.8136128498143863,12,12,24,300,Astro_2,Non-neuronal
ACY3,-0.11191908389515227,5.422812511331252,0.5125760953830634,0.44243127637290713,0.8136128498143863,12,12,24,300,Astro_2,Non-neuronal
