supertype,beta,se,p,dataset,n_donors
Lamp5_2,-0.2459539447415951,0.4684143486015008,0.6054353168153546,Multiome,11
Lamp5_3,0.5128521809355107,0.4657923198844719,0.28425908131341665,Multiome,11
Lamp5_4,0.3391622411101789,0.5350676067216663,0.5335161543441271,Multiome,11
Lamp5_5,-0.12294592792776954,0.5008588772282867,0.8086516432706504,Multiome,11
Lamp5_6,0.19491269282194343,0.49426209437981344,0.6975921230347023,Multiome,11
Pax6_1,-0.12230094331193316,0.5056994551437577,0.8114196924849988,Multiome,11
Pax6_2,0.3848833024863381,0.5186151950169913,0.46683085152881676,Multiome,11
Pax6_3,-0.18413464099760354,0.4799393780299504,0.7053706507429525,Multiome,11
Pax6_4,-0.4701041327449234,0.4999945175550467,0.3585821067901055,Multiome,11
Sncg_3,-1.4092827490828783,0.5723339066441645,0.02323918710006428,Multiome,11
Sncg_6,-0.06284243101807066,0.5242069044646049,0.9058012400880633,Multiome,11
Sncg_2,-1.0324172646970047,0.6839063357256708,0.14714678823044255,Multiome,11
Sncg_1,-0.6968733774332819,0.5187891769897958,0.19457632975873684,Multiome,11
Sncg_8,-0.6281627794652352,0.4961254586362635,0.22034855283795027,Multiome,11
Sncg_4,-0.318399417938844,0.5740725286851477,0.5854378996488312,Multiome,11
Sncg_5,-0.17096699522382006,0.4846078881043663,0.7280188848883353,Multiome,11
Vip_14,-0.2343941772614764,0.8092750302864594,0.7751460586943002,Multiome,11
Vip_15,-0.17880393371075148,0.4325445664108654,0.6838310043436773,Multiome,11
Vip_16,-0.7846933718367876,0.564532494175162,0.1801629854674137,Multiome,11
Vip_4,-0.17465517234385378,0.4542146538473814,0.7047443304821674,Multiome,11
Vip_5,0.24554073664922793,0.45529644145245857,0.5957719937776924,Multiome,11
Vip_6,-1.0386201243603679,0.5412233510773309,0.06970429490170268,Multiome,11
Vip_9,-0.5113768117874159,0.466931033633279,0.2867483529766028,Multiome,11
Vip_2,-0.44472503767990484,0.4544666708599457,0.33975385335084396,Multiome,11
Vip_11,-0.6823876731396082,0.46513428874575113,0.15826344260929207,Multiome,11
Vip_13,-0.2739565287588746,0.405260506862728,0.5069613609851505,Multiome,11
Vip_1,-0.12369062364207585,0.4573072212260639,0.7896298285990152,Multiome,11
Vip_12,0.03194801143923405,0.5786634618549952,0.9565316675572615,Multiome,11
Vip_18,0.28453250722955475,0.4715536849449545,0.5531859857752481,Multiome,11
Vip_19,-0.183896893861337,0.5280144610468056,0.7313534027288913,Multiome,11
Vip_21,0.10489782543844522,0.5196739108780423,0.8421177526225853,Multiome,11
Vip_23,-0.4589634793083176,0.537488670164944,0.4035038012970944,Multiome,11
Sst Chodl_1,0.35192576576020973,0.7634291028291837,0.6499014938792942,Multiome,11
Sst_1,0.8314850293314714,0.7194856671592406,0.2617512996743003,Multiome,11
Sst_4,0.46274386834566555,0.4834918034081911,0.3502137622702055,Multiome,11
Sst_5,0.3348488089341285,0.5540948903097578,0.5525846040921484,Multiome,11
Sst_7,-0.01113944358071253,0.5646310470893732,0.9844598144386945,Multiome,11
Sst_3,-0.25067129054460174,0.4791017387882884,0.6067094121516226,Multiome,11
Sst_19,0.26827001547654694,0.4144508624649535,0.5249749892260698,Multiome,11
Sst_9,-0.367619737346088,0.5648650915715496,0.5227479157955995,Multiome,11
Sst_10,0.8294782675512556,0.5647316957495787,0.15779965275133806,Multiome,11
Sst_13,0.06639897561581123,0.49510589327194837,0.8946865122426785,Multiome,11
Sst_12,0.37135097261382455,0.5530638089628362,0.5097974409728504,Multiome,11
Sst Chodl_2,-0.6177788020611666,0.7757658304707444,0.4353976740349095,Multiome,11
Sst_11,-0.32481571065248394,0.46747405638254586,0.4953394074658777,Multiome,11
Sst_20,-0.37519576214716516,0.47624171435222157,0.4402494676120866,Multiome,11
Sst_22,-0.8744674486669759,0.4913918965826809,0.09070230650115343,Multiome,11
Sst_23,-0.40728636416984926,0.49766180229782986,0.42299581073334014,Multiome,11
Sst_25,-0.1599226216124595,0.45944309522814525,0.7315018128997803,Multiome,11
Sst_2,-1.0167934593062404,0.5455490705343997,0.0774448772144907,Multiome,11
Pvalb_6,-0.20718210383206875,0.49177165282054836,0.6781351723338851,Multiome,11
Pvalb_5,-0.46364911146774374,0.4508426060123709,0.3163195275611401,Multiome,11
Pvalb_8,-0.7271908083556466,0.4643510876080792,0.13338880064902284,Multiome,11
Pvalb_7,0.36842838940565664,0.7386512326112022,0.6234981358480157,Multiome,11
Pvalb_1,0.37564181109386585,0.5064893956898516,0.4671143921975308,Multiome,11
Pvalb_3,-0.018217979518732982,0.5236412464540576,0.972599319672835,Multiome,11
Pvalb_2,-0.247324894528006,0.4548292784659568,0.5927458126158045,Multiome,11
Pvalb_15,-0.4854298409277515,0.5770824640807087,0.41042202991110643,Multiome,11
Pvalb_14,-0.9368343123673504,0.6045400684490013,0.13726429370957857,Multiome,11
Pvalb_12,0.1069912236167131,0.652861076322137,0.871508115555838,Multiome,11
Pvalb_10,0.6455446597211585,0.5066208060981269,0.21753059740356448,Multiome,11
Pvalb_13,0.795692310039761,0.5754322435813121,0.18233138565214596,Multiome,11
Pvalb_9,0.19619612955722313,0.9416796221420564,0.8371139967286045,Multiome,11
Chandelier_1,-0.17624006659088842,0.6157506603971432,0.7777216784930049,Multiome,11
Chandelier_2,0.1672444618766031,0.6201298153613621,0.79022372478593494,Multiome,11
L2/3 IT_1,-0.4982165060843126,0.4828280910025635,0.3147335326612744,Multiome,11
L2/3 IT_2,-0.7342736205356203,0.7206443246108023,0.32069272178466873,Multiome,11
L2/3 IT_6,-0.06491627510429598,0.4589266961325958,0.888960486286823,Multiome,11
L2/3 IT_7,0.5914548801106327,0.5752754756195323,0.3164484099642977,Multiome,11
L2/3 IT_5,-0.36170075674560975,0.6015238099793578,0.5545464432642075,Multiome,11
L2/3 IT_13,-0.38372742625681,0.46389754500603375,0.4181200151985318,Multiome,11
L2/3 IT_10,0.18744858687629676,0.6578349136602561,0.7786818064896869,Multiome,11
L2/3 IT_8,-0.06025045350019172,0.5746035812075823,0.9175589901332302,Multiome,11
L2/3 IT_12,-0.3085331537916171,0.4319129118940147,0.48346175236356026,Multiome,11
L6 IT_1,0.3611941148699001,0.5959970174435671,0.5514670739341248,Multiome,11
L6 IT_2,0.4288475573909916,0.5150526932614125,0.41511360642605566,Multiome,11
L4 IT_2,-0.1512019091182211,0.5452821847654165,0.7844683851449856,Multiome,11
L4 IT_3,-0.8828237657785983,0.6159363261767344,0.16757570447464742,Multiome,11
L4 IT_4,-0.029128008635489037,0.5022767097519246,0.95434387848839,Multiome,11
L5 IT_1,0.13550665222900507,0.5223221490105355,0.7980156973206145,Multiome,11
L5 IT_3,0.6843416107274706,0.5403088904681905,0.22019513574524344,Multiome,11
L2/3 IT_3,-0.5320623531704904,0.4408542842261596,0.24188020710253616,Multiome,11
L4 IT_1,-0.1833665258124866,0.7285820979881976,0.8039191176588528,Multiome,11
L5 IT_2,-0.10306169221669938,0.7436655038630696,0.8911952685447052,Multiome,11
L5 IT_5,0.18545734848066164,0.5460240310889826,0.7377426196896693,Multiome,11
L5 IT_6,-0.30685264996892936,0.5304273037827419,0.5695332776975528,Multiome,11
L5 IT_7,0.9435154139874123,0.595256698548505,0.12900161375958916,Multiome,11
L5 ET_1,1.5834107263383348,1.1692657491723555,0.1911270222074985,Multiome,11
L5 ET_2,0.8574561085344046,0.5528060404540238,0.13692137815943867,Multiome,11
L6 CT_1,1.0059132592071118,0.6569827474787613,0.14176893392859527,Multiome,11
L6 CT_2,0.9839885535596063,0.5746966169243051,0.10268483814101323,Multiome,11
L6 CT_3,0.5385977433149804,0.5761098588928589,0.3612549030978408,Multiome,11
L6 CT_4,0.055190503344228335,0.70150612244262045,0.9380916452018588,Multiome,11
L6b_1,1.40910974922006,0.6736091449759214,0.04972338605437211,Multiome,11
L6b_2,0.9043100253055552,0.6695434081849999,0.19224437228958233,Multiome,11
L6b_4,0.32303881921169897,0.6140341533446523,0.604743199407255,Multiome,11
L6b_5,0.2858808689600147,0.6160640552325283,0.6477433447473018,Multiome,11
L6b_6,0.36240659006138143,0.5303335264476964,0.5024036622705108,Multiome,11
L6 IT Car3_1,-0.8873725536670777,0.6926533390548819,0.2151448539141698,Multiome,11
L6 IT Car3_2,0.5840426851790975,0.6933054291906947,0.4097533395653007,Multiome,11
L6 IT Car3_3,0.48220058408027255,0.5493261544729269,0.3907140291478296,Multiome,11
L5/6 NP_1,0.3722433011946674,0.5062649607855321,0.4709050661891303,Multiome,11
L5/6 NP_2,-0.679341714702313,0.715681242441929,0.3540979633498399,Multiome,11
L5/6 NP_6,-0.9306217292705152,0.7191096173893262,0.21070455367801486,Multiome,11
L5/6 NP_4,0.901543546350226,0.6496522782924616,0.18083865620040304,Multiome,11
