supertype,beta,se,p,k,I2,Q_p,dropped
Sst Chodl_2,0.13678901999493762,0.08209001871431632,0.09564780376869153,6,0,0.45670572452736957,Fröhlich
Sst_1,0.1331533628848003,0.06982714626812099,0.05653357961652901,6,0,0.8487317409980142,Fröhlich
Sst_10,0.08480483105114693,0.06801801016202143,0.21247097002012466,6,0,0.7298865176789281,Fröhlich
Sst_11,-0.027896904022773533,0.08714319082864377,0.7488719215575058,6,0,0.960115714166385,Fröhlich
Sst_12,-0.01086085213417549,0.07347036767039462,0.8824798581043561,6,32.407793114593645,0.19272903442321462,Fröhlich
Sst_13,-0.1067165919353149,0.06738951116341647,0.11328963283247133,6,0,0.546746750240705,Fröhlich
Sst_19,-0.044199658991330035,0.06641497979028203,0.5057260267837657,6,0,0.5646826879423453,Fröhlich
Sst_2,-0.22509711503839466,0.06575760960201589,6.190353270333172e-4,6,0,0.5635023864709758,Fröhlich
Sst_20,-0.09472604615226157,0.08129653980288655,0.24394144074217347,6,0,0.7659497023212177,Fröhlich
Sst_22,-0.20917992441821168,0.08809790006580781,0.01757735061596324,6,0,0.692581552854049,Fröhlich
Sst_23,-0.0735753584813147,0.08366253249352379,0.3791680583508858,6,0,0.5032114154404191,Fröhlich
Sst_25,-0.2126285207417678,0.09447777784834235,0.024413007918642874,6,0,0.6365247012041866,Fröhlich
Sst_3,-0.11437446412149198,0.07011120464411644,0.10282084891460705,6,0,0.9249880007712221,Fröhlich
Sst_4,0.02845173913491551,0.07519880346920947,0.7051679213481311,6,0,0.8640136399205252,Fröhlich
Sst_5,0.03942832511090627,0.07578246295187424,0.6028663618004182,6,38.778074799543,0.14726846089654896,Fröhlich
Sst_7,-0.0017147287822868917,0.07335876269961357,0.9813514978350775,6,0,0.6243184777626106,Fröhlich
Sst_9,-0.0620867658870795,0.0645491450897623,0.33612362927205225,6,0,0.662809903640068,Fröhlich
Vip_1,-0.040996919878661234,0.06236349879697971,0.510932453783679,6,0,0.7759406491294606,Fröhlich
Vip_11,-0.08777404335231749,0.06530501602720563,0.1789280768975916,6,0,0.7584798167627994,Fröhlich
Vip_12,-0.0461817594001269,0.07216668336644726,0.522216904491019,6,49.1236113382638,0.08026586676485797,Fröhlich
Vip_13,-0.04818512340583017,0.0801074756476255,0.5475030486247116,6,0,0.6352023881581134,Fröhlich
Vip_14,0.1400029101028826,0.0713094328547591,0.04960953319190492,6,0,0.9928338370561016,Fröhlich
Vip_15,-0.01747625199878625,0.05389129180740968,0.7457206674081076,6,30.82238816185372,0.2042442564842924,Fröhlich
Vip_16,0.10110125544191752,0.07418276609577484,0.17292438152244227,6,0,0.6645267642615753,Fröhlich
Vip_18,-0.07438911265277319,0.07046353668174953,0.2911003875778578,6,0,0.9378391291745353,Fröhlich
Vip_19,0.0050926012383745445,0.04680064737241383,0.9133494160978399,6,0,0.8847058703796844,Fröhlich
Vip_2,-0.046520364728245875,0.06705080276999331,0.48780279931021414,6,0,0.7040206316820176,Fröhlich
Vip_21,-0.01094931753919038,0.07120756075603159,0.8777940685946343,6,22.988082330185144,0.2611998245253604,Fröhlich
Vip_23,0.01894826107210819,0.05247029599828967,0.7180070675848422,6,0,0.8950922485532984,Fröhlich
Vip_4,-0.09611023892717228,0.0564402242095613,0.08859281614513262,6,0,0.7687865151728565,Fröhlich
Vip_5,-0.07856439193744648,0.07624472481329511,0.3028110264351869,6,18.552428233722768,0.2929353278666382,Fröhlich
Vip_6,-0.0189274706141454,0.07216391678540028,0.7931021774790004,6,14.31364464063439,0.3225829091306491,Fröhlich
Vip_9,-0.001979380111126152,0.06921751830378374,0.9771863879964727,6,34.304548516006804,0.17902510205360067,Fröhlich
Chandelier_1,-0.035483249626858344,0.05234936665158405,0.49788822787615716,6,0,0.86857132231984,HBCC
Chandelier_2,0.11556184447590787,0.08150940992781798,0.15625703563406826,6,0,0.8553474291476151,HBCC
L2/3 IT_1,-0.07646986239814549,0.0658002769354955,0.24517410497944267,6,0,0.6246476527329505,HBCC
L2/3 IT_10,-0.15612250400380373,0.0910028569932436,0.08623929868253168,6,28.593572523222992,0.2204789143165681,HBCC
L2/3 IT_12,-0.027499536130659672,0.09180065108719303,0.7645150170931005,6,0,0.5930313265649538,HBCC
L2/3 IT_13,-0.04542064439577766,0.08065105360788873,0.5733158320721397,6,0,0.8409177700099097,HBCC
L2/3 IT_2,0.054211552017711044,0.09674445039391553,0.5752350951675913,6,1.7705174630234954,0.4049810244955176,HBCC
L2/3 IT_3,-0.06034125117091488,0.08089230468484346,0.45570033426008294,6,61.58926843382018,0.023218159943062987,HBCC
L2/3 IT_5,-0.03716941548593861,0.061469101491827736,0.5453886210120602,6,0,0.8722553061193369,HBCC
L2/3 IT_6,-0.06879681113690257,0.08242780104411883,0.4039254126330824,6,0,0.6297695052346826,HBCC
L2/3 IT_7,0.15041509274368486,0.10247451373907839,0.142150599191251,6,32.466990235233595,0.1922999582560775,HBCC
L2/3 IT_8,0.0012948558876164954,0.0992488151849242,0.9895906443727414,6,23.49154190863808,0.25756278703509594,HBCC
L4 IT_1,0.03398617620415499,0.06343588367326615,0.5921269673189402,6,31.10985826536294,0.20215337768437697,HBCC
L4 IT_2,-0.04060898463388729,0.053713206255965706,0.44962909605767315,6,0,0.6283553032880806,HBCC
L4 IT_3,-0.047162988326820775,0.08557899991794711,0.5815619097158851,6,56.04902685236028,0.04440874098874807,HBCC
L4 IT_4,8.348645369220605e-4,0.06534235215894107,0.9898058857832926,6,17.77226929070815,0.2984479938932422,HBCC
L5 ET_1,0.1770858845645607,0.10616785828525423,0.09531965913674544,6,0,0.5275778511841973,HBCC
L5 ET_2,0.09875609723034498,0.08378151404181539,0.23850421680108405,6,0,0.6895597321961701,HBCC
L5 IT_1,-0.013392695597514244,0.058311505553016216,0.8183443152729446,6,0,0.904583470947915,HBCC
L5 IT_2,0.01511108402848789,0.05782518203915385,0.7938429780406661,6,0,0.8575151853837207,HBCC
L5 IT_3,0.02748329171986352,0.06363688159778148,0.6658309695441877,6,0,0.6098711389500766,HBCC
L5 IT_5,-0.04522985039825002,0.0688293193281416,0.5110969588103758,6,29.203477633170035,0.21603390379152174,HBCC
L5 IT_6,0.14777945470635348,0.07840471214207065,0.05945296357704439,6,0,0.7489561232463414,HBCC
L5 IT_7,0.013410981145256781,0.07460359908564751,0.8573384809399482,6,16.32419604781334,0.30861575757617593,HBCC
L5/6 NP_1,0.04841302072477083,0.06960545284550113,0.48672015622498177,6,0,0.4547758124725718,HBCC
L5/6 NP_2,0.14222184696646567,0.08378372384190469,0.08960448040958222,6,50.24525951589672,0.07385051910876445,HBCC
L5/6 NP_3,0.0260923337813874,0.07984978065413091,0.743843547461724,3,33.55758107681587,0.22200339523195997,HBCC
L5/6 NP_4,0.2148701475650496,0.08305168888529578,0.009676340836400765,6,77.52445891915332,4.7002845044675785e-4,HBCC
L5/6 NP_6,0.07628168695541658,0.08078376206522475,0.34503166724532575,5,78.33653803411659,0.001001154429336742,HBCC
L6 CT_1,0.24917908816981996,0.10809631747852029,0.021157727612584606,6,77.4693457627309,4.813732101536256e-4,HBCC
L6 CT_2,0.1256525755735973,0.08169396493047955,0.12402689485141194,6,67.08424348820093,0.00957944923527936,HBCC
L6 CT_3,0.16299916450759092,0.08560521843685123,0.05689979615484135,6,0,0.9816219092364493,HBCC
L6 CT_4,0.032708630756383326,0.10109705727371363,0.7462886498954675,4,0,0.8239317440704584,HBCC
L6 IT Car3_1,-0.09096014774623538,0.09188092546718132,0.32218459082008566,6,14.830567494143171,0.3190093537426837,HBCC
L6 IT Car3_2,0.07817578487971721,0.09627424992210812,0.416785111489239,6,0,0.8230214566462382,HBCC
L6 IT Car3_3,0.09663030068550542,0.06758417384411765,0.15278101803856922,6,48.13459206601791,0.08609166382725887,HBCC
L6 IT_1,0.10800345017465467,0.08829611592129862,0.22125570012966073,6,0,0.706161095637391,HBCC
L6 IT_2,0.15596870974852592,0.08286933451271111,0.059821890179216554,6,0,0.7651146676228515,HBCC
L6b_1,0.5254194192718097,0.11079242254570054,2.1122523767214088e-6,6,65.95931567512608,0.011780581367466486,HBCC
L6b_2,0.21988272743328427,0.09679535405495666,0.023109181284668354,6,46.262063930804885,0.09752099222396375,HBCC
L6b_3,0.11254756001850444,0.10018647855975067,0.2612758278033919,4,51.973936111429786,0.10020957436869732,HBCC
L6b_4,0.2644461046227402,0.08471633058409092,0.0017990282872967715,6,0,0.519177955659986,HBCC
L6b_5,0.0033996717643751772,0.08413515556355643,0.967768436096376,5,58.763187017344556,0.04579466715876079,HBCC
L6b_6,0.15481528717745824,0.08637444323575487,0.07307311221906454,6,0,0.8460287344645305,HBCC
Lamp5_1,-0.009026517019454712,0.09271486318833827,0.9224422398147503,6,75.22361044380072,0.001155906826421398,HBCC
