supertype,beta,se,p,k,I2,Q_p,dropped
L5 IT_7,-0.11267758294442896,0.08054809533082125,0.1618472457117197,6,14.072686702778824,0.32424441612463556,MSSM 2
L5/6 NP_1,0.01961761399273317,0.07251641386973114,0.7867552076376061,6,0,0.46597141512924334,MSSM 2
L5/6 NP_2,0.10954713476943573,0.09046289255785454,0.22590992863624962,6,46.60310112409527,0.0954026288248059,MSSM 2
L5/6 NP_3,0.007876946381559757,0.09627027777111936,0.93478892444585715,2,65.46238567696045,0.08883305628763119,MSSM 2
L5/6 NP_4,0.2857638791644441,0.089574772894642,0.001421609718461233,6,73.35132920204681,0.0021278927009820156,MSSM 2
L5/6 NP_6,0.1656016465364058,0.08814010373292855,0.06026557789677539,5,80.25477310192271,4.4409449445579247e-4,MSSM 2
L6 CT_1,0.45816306485734765,0.12053335830496774,1.4403721724343103e-4,6,62.44536354742312,0.020607913972213957,MSSM 2
L6 CT_2,0.20944144298271178,0.0959227181105566,0.029003466413909718,6,59.71877426478647,0.029549803197839,MSSM 2
L6 CT_3,0.13857317164511543,0.08891853738189257,0.11913173480906486,6,0,0.9408233989721044,MSSM 2
L6 CT_4,0.1511324977734369,0.10897820142853355,0.1654984804277141,4,17.408818310209636,0.3039981929387249,MSSM 2
L6 IT Car3_1,-0.08515750506775548,0.10914215750568744,0.4352473136717427,6,24.90190226063841,0.24734612334064113,MSSM 2
L6 IT Car3_2,0.02385968328005065,0.10910313451584272,0.8268921191358528,6,0,0.6333037017561742,MSSM 2
L6 IT Car3_3,0.17206530463184366,0.07268795854287353,0.017924330897255005,6,0,0.5414907529531134,MSSM 2
L6 IT_1,0.12261749449133857,0.09944962989574824,0.217590392443243,6,0,0.7183738238128218,MSSM 2
L6 IT_2,0.11375284163405075,0.09139658202452401,0.21327618216812355,6,0,0.4899572768781866,MSSM 2
L6b_1,0.4743251714744442,0.12595571741664185,1.6601068291948942e-4,6,68.00446309960695,0.007993165170121998,MSSM 2
L6b_2,0.2081597274373515,0.11532617829728493,0.07108014281306414,6,52.70561412491748,0.060556442308442884,MSSM 2
L6b_3,0.1232114207551987,0.08927208127987164,0.16753164543341395,5,36.52407812796293,0.17772822968985397,MSSM 2
L6b_4,0.17100912772086138,0.10073650636893024,0.08958546798744592,6,0,0.8166877190144515,MSSM 2
L6b_5,0.07838942304513388,0.08854649785170995,0.3759996698290415,5,64.86990245410973,0.022549480886268482,MSSM 2
L6b_6,0.03836795634434582,0.09734830705286088,0.6934845467680413,6,0,0.6387071532125516,MSSM 2
Lamp5_1,0.058533747796960696,0.08916339541814662,0.5115170489044587,6,76.10205694436968,8.379003458925672e-4,MSSM 2
Lamp5_2,0.06431216483067845,0.046117446531300024,0.16315760287235936,6,0,0.9480094651893596,MSSM 2
Lamp5_3,0.08227260986692445,0.07677671516216883,0.2839074478484868,6,56.50551121287028,0.04239071032781665,MSSM 2
Lamp5_4,0.11141637131166238,0.07740365448693641,0.1500315502985959,6,0,0.5726146226700367,MSSM 2
Lamp5_5,-0.028589938910360917,0.07137891780889014,0.6887606109895819,6,0,0.530029563238304,MSSM 2
Lamp5_6,0.08287623284123015,0.09767726852902027,0.39617626839901526,6,0,0.7950107072204063,MSSM 2
Lamp5_Lhx6_1,0.00571017019471683,0.04826761450770924,0.9058281287762844,6,0,0.7184581991229779,MSSM 2
Pax6_1,-0.024609824960362358,0.07049745075457456,0.7270231294267683,6,0,0.8074389367459716,MSSM 2
Pax6_2,0.1722856172525823,0.09907260539779135,0.08203768096810185,5,18.0406253097934,0.2997837039335262,MSSM 2
Pax6_3,0.026259304067756884,0.08387007321608607,0.7542084560439816,6,0,0.7650720859670009,MSSM 2
Pax6_4,0.13873000815937545,0.08525615779791246,0.1036916688051101,6,1.0685003372902633,0.4093253490679569,MSSM 2
Pvalb_1,0.01608262700409894,0.07286748030417525,0.8253177591570975,6,22.21755319603326,0.26675437169560967,MSSM 2
Pvalb_10,0.028241001764085203,0.09050269638502502,0.7550055866132874,6,15.04851653853738,0.317498951186308,MSSM 2
Pvalb_12,0.07926631502140186,0.0816774385596313,0.33180732314687444,6,0,0.8133302669968896,MSSM 2
Pvalb_13,0.06731698619020046,0.07764882747622723,0.38597409720934783,6,9.09049288750181,0.3579486419582346,MSSM 2
Pvalb_14,0.2115575855082972,0.07712329803816194,0.0060860545696032236,6,29.424002883233296,0.21442694137067053,MSSM 2
Pvalb_15,-0.04167455721595349,0.049328068488757704,0.39819755357979314,6,0,0.46804052038271227,MSSM 2
Pvalb_2,-0.03692649620355515,0.06473486324740065,0.5683883058924959,6,0,0.49436293040100626,MSSM 2
Pvalb_3,-0.09788083950601162,0.06759716314833263,0.14761644130278584,6,0,0.5813397449725947,MSSM 2
Pvalb_5,-0.1340223383208537,0.07617963275060749,0.07852765761177566,6,0,0.7704402924916932,MSSM 2
Pvalb_6,-0.10950314411544716,0.06169910467329122,0.07593205910788903,6,0,0.47106541741760444,MSSM 2
Pvalb_7,0.23801450027616147,0.08835814474100562,0.0070653742049102755,6,20.572308575071986,0.2785600460261317,MSSM 2
Pvalb_8,0.008787683551313798,0.08739474234514485,0.9199063979042604,6,39.64181736142931,0.1412688112336745,MSSM 2
Pvalb_9,0.05433678098755046,0.07285075284504441,0.4557493495594962,6,0,0.7670669773643858,MSSM 2
Sncg_1,0.021245242992312507,0.08315024705323626,0.7983336477364666,6,0,0.6254866791435834,MSSM 2
Sncg_2,0.26864188048059867,0.09776348444875956,0.00599827868310573,6,60.64941480145825,0.026292232504718425,MSSM 2
Sncg_3,0.01975211033892558,0.08885050467846987,0.8240747175366843,6,29.26117239296867,0.21561346603396375,MSSM 2
Sncg_4,0.020067995313847314,0.08161271745240538,0.8057650685626897,6,34.33159709156718,0.17883044221097125,MSSM 2
Sncg_5,0.07494070661734066,0.09324644949739674,0.42157932897256156,6,0,0.6430093671232704,MSSM 2
Sncg_6,-0.04426323935309174,0.07817166962424664,0.5712366138592644,6,24.36434661413387,0.25124465697075765,MSSM 2
Sncg_8,0.08161961138067489,0.07781485563420805,0.29422645660108,6,0,0.4418881379879482,MSSM 2
Sst Chodl_1,0.0360854878599039,0.08520479070067122,0.6719197201673648,6,34.457634820480294,0.1779237161783259,MSSM 2
Sst Chodl_2,0.17184915254394628,0.09076518093820127,0.05831295469390081,6,0,0.5374413744944581,MSSM 2
Sst_1,0.04479744720295756,0.07816804378779939,0.5665826924762933,6,9.920061545362259,0.35242654483347574,MSSM 2
Sst_10,0.07171573375050672,0.06991038518774509,0.3049746673843741,6,0,0.7057244245111647,MSSM 2
Sst_11,-0.17943740396251764,0.09531537835249408,0.05975933092066118,6,24.980067547537434,0.24677883009710308,MSSM 2
Sst_12,-0.18669021157546348,0.08319436412720962,0.024830809403515036,6,0,0.5874929350411358,MSSM 2
Sst_13,-0.0190750376791925,0.06561018753754043,0.7712556355070839,6,0,0.9447055454335996,MSSM 2
Sst_19,-0.08436986744117073,0.06328505769426394,0.18247536311089593,6,0,0.6891438558394009,MSSM 2
Sst_2,-0.3101673140489844,0.07197349113364063,1.63649203025729e-5,6,0,0.6832306931731873,MSSM 2
Sst_20,-0.24222251542427622,0.08949498360882747,0.006798664672703667,6,27.668818514981055,0.22721827177011444,MSSM 2
Sst_22,-0.3476144453659549,0.10260344190018013,7.041931583079741e-4,6,0,0.443896163946525,MSSM 2
Sst_23,-0.11026418135710656,0.08317061249007407,0.18491956423942096,6,0,0.6446025779534688,MSSM 2
Sst_25,-0.34322042770336736,0.09776866566423681,4.472041250301695e-4,6,0,0.8706249412871463,MSSM 2
Sst_3,-0.2328370520277779,0.07158773996978787,0.0011440624814128637,6,0,0.4894166884550492,MSSM 2
Sst_4,0.018692998382896762,0.08286708241816268,0.8215295813439248,6,0,0.8740688699616557,MSSM 2
Sst_5,0.00084675102363695695,0.08179230113994537,0.9917400844395194,6,36.026699693712466,0.16668599288666186,MSSM 2
Sst_7,-0.02917361528164504,0.08143353417761777,0.720155757611667,6,0,0.7141785593327985,MSSM 2
Sst_9,-0.1066037977000214,0.06516138160683235,0.10184030238534715,6,0,0.8981668125393383,MSSM 2
Vip_1,-0.05522672212707718,0.05838759538742216,0.34421797822979555,6,0,0.7668562810619312,MSSM 2
Vip_11,0.02976180577696628,0.06844014764524374,0.6636648652147534,6,0,0.5471416973707773,MSSM 2
Vip_12,-0.13563780719108784,0.08910335854124533,0.127945833693963,6,45.71348555016782,0.10096096006929074,MSSM 2
Vip_13,-0.007460493436930396,0.07365557029744439,0.9193211086130818,6,0,0.8357248220389322,MSSM 2
Vip_14,0.04304844432078073,0.07920081096913349,0.5867612255440585,6,0.26946622994271563,0.4142336691519862,MSSM 2
Vip_15,-0.06145159558573558,0.058187363287262456,0.29092314891592047,6,12.028279769801015,0.3382283777038242,MSSM 2
Vip_16,0.035426944910466086,0.07777443263526071,0.6487431786262591,6,5.998736241580982,0.3781925937271905,MSSM 2
Vip_18,-0.044762897487105616,0.07617414091422782,0.5567746145696615,6,0,0.9494779306161772,MSSM 2
Vip_19,0.00479698459443534,0.05233289732554227,0.9269658829596508,6,0,0.8732937546275471,MSSM 2
Vip_2,-0.116456198907137,0.07164085072929469,0.10404418885752079,6,0,0.7158547322269923,MSSM 2
Vip_21,0.07621163264971832,0.07675229291535741,0.320731506088557,6,0,0.422891428140673,MSSM 2
Vip_23,-0.014039996135417484,0.04926392402117284,0.7756475976435113,6,0,0.8751898934213596,MSSM 2
Vip_4,-0.045895228063813444,0.059834598598966185,0.4430607387692479,6,0,0.7019586042352651,MSSM 2
Vip_5,-0.056369319520138336,0.07528569848952253,0.45401468519444865,6,3.640857442877487,0.39326194929635827,MSSM 2
Vip_6,0.031152307377235573,0.08027954697821417,0.6979806071069681,6,25.26967621317775,0.24467611501579906,MSSM 2
Vip_9,0.05194107034999732,0.07248029604268058,0.4736065516129552,6,17.080903565018126,0.3033132313875479,MSSM 2
Chandelier_1,-0.023221429314284225,0.0474460371216885,0.6245385638609343,6,0,0.8418768233644779,Multiome
Chandelier_2,0.15398314764336038,0.07043360211165899,0.02879972340905626,6,0,0.7296567538256133,Multiome
L2/3 IT_1,-0.03621489898218107,0.06150895517718143,0.556012612285469,6,0,0.4971675862902888,Multiome
L2/3 IT_10,-0.17501772818529712,0.08498819837713398,0.03946378358793495,6,26.963655492314146,0.2323549899770344,Multiome
L2/3 IT_12,-0.04944304963134002,0.08401379704346029,0.5561893053883857,6,0,0.5549968428629319,Multiome
L2/3 IT_13,-0.06243758899224268,0.07386610877131311,0.39795418813299505,6,0,0.8326207284875128,Multiome
L2/3 IT_2,0.08647362105636912,0.08271309894007327,0.2958082702402984,6,0,0.5510464913429757,Multiome
L2/3 IT_3,-0.0812726589363016,0.07396180670614606,0.2718351053484761,6,61.25665753789055,0.024281166816162828,Multiome
L2/3 IT_5,-0.03906538011546083,0.05660420333182107,0.49009998286251677,6,0,0.9035372244546028,Multiome
L2/3 IT_6,-0.0892333204895472,0.07715001153917544,0.24742725456963502,6,0,0.5721348009506417,Multiome
L2/3 IT_7,0.19908708763460178,0.08942696652658705,0.02599721341569717,6,38.994082220525605,0.14576319424706002,Multiome
L2/3 IT_8,-0.07536538199124529,0.08269963718478661,0.36212966641220684,6,40.37225813334165,0.13623770645786548,Multiome
L4 IT_1,0.05061741296684133,0.05701657984130927,0.37466633394902177,6,32.85921172492553,0.18945901339758184,Multiome
L4 IT_2,-0.016069215116490464,0.04993512977144424,0.7476028434040953,6,0,0.4489305375219869,Multiome
L4 IT_3,0.06154600782628954,0.07421355670113876,0.4069292948815475,6,63.87668977012,0.01664835131110882,Multiome
L4 IT_4,0.028053743143479474,0.0583190493372879,0.6304887080211503,6,26.83639351695721,0.2332816624141023,Multiome
L5 ET_1,0.1604250092082577,0.0905268542416032,0.07637361252561811,6,0,0.7457560351981106,Multiome
L5 ET_2,0.047860156529973115,0.07567519351680546,0.5270982193905775,6,0,0.8642118672032069,Multiome
L5 IT_1,-0.005498809886074118,0.05285678422138824,0.9171437601867763,6,0,0.896730730773073,Multiome
L5 IT_2,0.009638065927599766,0.05314600343669242,0.8560922980651351,6,0,0.8512608887435944,Multiome
L5 IT_3,-0.01809671487113754,0.058758226756197164,0.7580929380726524,6,0,0.5337078425342541,Multiome
L5 IT_5,-0.04852105055243927,0.06444524166538401,0.4515078810435234,6,27.340391315270463,0.22961105248928623,Multiome
L5 IT_6,0.11351102963804995,0.07172336717387068,0.11350748441943675,6,0,0.599187823209766,Multiome
L5 IT_7,-0.051497393676799064,0.06777639390627621,0.4473662961780506,6,14.642409592885427,0.3203115481258124,Multiome
L5/6 NP_1,0.03159695153081887,0.06424085120161198,0.622824408982424,6,0,0.4918000778988775,Multiome
L5/6 NP_2,0.16212928977733726,0.07647469528417604,0.03400280801108602,6,42.987635875062765,0.1185961234457507,Multiome
L5/6 NP_3,0.0260923337813874,0.07984978065413091,0.743843547461724,3,33.55758107681587,0.22200339523195997,Multiome
L5/6 NP_4,0.16476435656845564,0.07285167205031919,0.02371956882044113,6,77.26134717213336,5.261277328613801e-4,Multiome
L5/6 NP_6,0.1353591818924806,0.07573858725603619,0.07390692125702178,5,78.86299949390697,8.133710577058421e-4,Multiome
L6 CT_1,0.21472000622142853,0.094678703417118,0.023336477667149764,6,76.062045681253,8.507367579943145e-4,Multiome
L6 CT_2,0.08204440007437135,0.07695754199679036,0.286378647827243,6,63.419427262304254,0.017858394719924682,Multiome
L6 CT_3,0.12460999225293157,0.07463996871405698,0.09502213879820251,6,0,0.9798322567320995,Multiome
L6 CT_4,0.12160738346912921,0.08784746282202026,0.16626612387949022,4,21.909239332276478,0.27907470836582626,Multiome
L6 IT Car3_1,-0.03574232924151513,0.08217692712665936,0.6636033598487753,6,8.02556423049165,0.3649821414561784,Multiome
L6 IT Car3_2,0.019468266253972726,0.08585531891419468,0.8206129580545226,6,0,0.7330612622324859,Multiome
L6 IT Car3_3,0.07825402944060932,0.06323487860918972,0.2158964264277955,6,46.71000402519874,0.0947418595923445,Multiome
L6 IT_1,0.10029391408301648,0.07940541419080673,0.20656711254346483,6,0,0.7341816054604595,Multiome
L6 IT_2,0.10929661283278633,0.07854626182948253,0.16407582915730318,6,0,0.541898976758822,Multiome
L6b_1,0.45991718172680257,0.10225338593903684,6.865423276788575e-6,6,63.490084009755854,0.017668058064199604,Multiome
L6b_2,0.15449961951215077,0.0878786698951406,0.07873024418784505,6,48.095729726211566,0.08632367692746953,Multiome
L6b_3,0.1232114207551987,0.08927208127987164,0.16753164543341395,5,36.52407812796293,0.17772822968985397,Multiome
L6b_4,0.262201391480346,0.0772342950862648,6.865794706978375e-4,6,0,0.5203502068214554,Multiome
L6b_5,0.05191095042878792,0.07591769770446598,0.4941145377676559,5,65.18185317236164,0.021591437841979318,Multiome
L6b_6,0.09723643754460078,0.08168229803067127,0.23388041187965677,6,0,0.46883383374432247,Multiome
Lamp5_1,0.03785134231068236,0.077839785650108,0.626774018460972,6,76.24169641530398,7.942593649746602e-4,Multiome
Lamp5_2,0.051040302289807334,0.040681206328881815,0.20960917604227028,6,0,0.9386156472838564,Multiome
Lamp5_3,0.09362081455813291,0.06582177092424561,0.15492811475848683,6,54.26983029747333,0.052710459858866646,Multiome
Lamp5_4,0.07104363723000458,0.06697184076675676,0.2887814229558432,6,0,0.48974085814443025,Multiome
Lamp5_5,0.0019655431529408966,0.060334150226195954,0.9740114152393771,6,0,0.4634924889795297,Multiome
Lamp5_6,0.10845603183062623,0.08264625289717108,0.1894215678459997,6,0,0.7589598611384524,Multiome
Lamp5_Lhx6_1,0.003046255132685467,0.04174282918424664,0.94182463569945,6,0,0.7288815738700793,Multiome
Pax6_1,-0.03204821159993356,0.059000087554938394,0.5869995273037825,6,0,0.8048970852917662,Multiome
Pax6_2,0.1119958587410512,0.08378407626572179,0.18131401863772847,5,28.155428422137042,0.23385317916804416,Multiome
Pax6_3,0.04131213641187051,0.07265891817524443,0.569643735100527,6,0,0.7894964219339123,Multiome
Pax6_4,0.07606718635171036,0.07454893002576966,0.3075549582363686,6,27.742919641078835,0.22667833092747702,Multiome
Pvalb_1,-0.00595922027832791,0.05825637706397455,0.9185241018258868,6,16.894057969309415,0.30462475244703036,Multiome
Pvalb_10,0.03252008465669311,0.067322585400468,0.629061186238048,6,0,0.47901513205048485,Multiome
Pvalb_12,0.11920299197180005,0.06701132758476508,0.07526462184799952,6,0,0.7057145706231989,Multiome
Pvalb_13,0.0655678946170577,0.06252852839739693,0.2943587232294416,6,0,0.5595353582299265,Multiome
Pvalb_14,0.17040952789966357,0.062283345917672865,0.006218406710470249,6,1.6839006469051292,0.40551865113340846,Multiome
Pvalb_15,-0.060509641256990286,0.04210467579970649,0.15068275511081683,6,0,0.45182377125542295,Multiome
Pvalb_2,-0.08090287381723368,0.058234126340515356,0.16475092841119457,6,26.580432186640614,0.23514505914561107,Multiome
Pvalb_3,-0.04304024520310933,0.05562542437246666,0.43907786847055635,6,13.661553994042842,0.3270729890146185,Multiome
Pvalb_5,-0.0686983049748145,0.062136502955335744,0.26889838450480524,6,0,0.6302364452137517,Multiome
Pvalb_6,-0.11415431921359268,0.05165611091792836,0.02711280245725703,6,0,0.4721105084509886,Multiome
Pvalb_7,0.1340338430983409,0.06615082476918246,0.042745777206694285,6,45.67367744015936,0.10121210730599851,Multiome
Pvalb_8,0.027833549461133606,0.07008244986596741,0.6912536469170392,6,12.291685822942569,0.33643827643334084,Multiome
Pvalb_9,0.0031269487600635412,0.05867432226405609,0.9574982116348901,6,0,0.5673132224909289,Multiome
Sncg_1,0.025743510183615044,0.06782731831861709,0.7042832966892629,6,0,0.9008804128195372,Multiome
Sncg_2,0.17486428581018917,0.08291017752876084,0.03493758466510479,6,64.49689349294508,0.015089008160421424,Multiome
Sncg_3,0.07442896125205514,0.07238903487429468,0.3038651425682092,6,0,0.9762670025810203,Multiome
Sncg_4,0.001990048023284462,0.06645443856564505,0.9761100787129428,6,33.53611874463453,0.18456496785223733,Multiome
Sncg_5,0.01907803807267316,0.07356741038593072,0.7953827155676528,6,0,0.5094314080034612,Multiome
Sncg_6,-0.009214044645858108,0.061623968060671594,0.8811429584785757,6,29.56048878681182,0.21343247452995456,Multiome
Sncg_8,0.008679159504127275,0.064043027649366,0.8922001549637992,6,24.36392603907037,0.25124770509114785,Multiome
Sst Chodl_1,-0.02127974885936115,0.07070109046191372,0.7634282931994913,6,42.306490810326885,0.12312946593759654,Multiome
Sst Chodl_2,0.13837476172614513,0.07507825241008753,0.06531823264232554,6,0,0.5844405657238734,Multiome
Sst_1,0.06409282664618667,0.0620675226555439,0.30177677610003467,6,0,0.45435281646391207,Multiome
Sst_10,0.06271904261095773,0.05857486857622518,0.2842818382685587,6,0,0.9505566210779474,Multiome
Sst_11,-0.12659264914195942,0.07778119853748697,0.10362072184120752,6,30.51293838825908,0.2064961042966311,Multiome
Sst_12,-0.06773838839123905,0.06666530972522548,0.3095834319658063,6,46.18917631717249,0.09797576549873335,Multiome
Sst_13,-0.08366842165376946,0.0559763488810728,0.1349900816765794,6,0,0.49915605005358304,Multiome
Sst_19,-0.05876261486505218,0.054328186618611454,0.27942009116723326,6,0,0.6482356099842329,Multiome
Sst_2,-0.24544119995611682,0.05950432735251285,3.7111800183747744e-5,6,0,0.7037102775444306,Multiome
Sst_20,-0.1696172170020678,0.07564842094742354,0.024949877410512977,6,41.930512073683815,0.12565116383388822,Multiome
Sst_22,-0.25462891728628834,0.08201729071834638,0.001905519274756732,6,0,0.45555336763008153,Multiome
Sst_23,-0.058538540191313916,0.07075672414513799,0.40805501266427463,6,0,0.5670700469902497,Multiome
Sst_25,-0.2623028806915946,0.08398272531456172,0.001788380044575593,6,0,0.4949345491076449,Multiome
Sst_3,-0.185199614452832,0.06226034119100574,0.0029337076290391418,6,17.510371095995815,0.3002932683895239,Multiome
Sst_4,0.03369678473274449,0.0666159031448067,0.6129711225644348,6,0,0.9396911485468964,Multiome
Sst_5,0.02650082692046209,0.06726049342756046,0.6935789261157318,6,36.847983478495195,0.1608468115308607,Multiome
Sst_7,0.015366649121464723,0.06650967778841994,0.8172807699372666,6,0,0.5835573833021571,Multiome
Sst_9,-0.058366962156146444,0.05478714217548484,0.2867218657091637,6,0,0.7084431574298165,Multiome
Vip_1,-0.05059655430060313,0.04956168947847619,0.30731113571580587,6,0,0.7684730928292791,Multiome
Vip_11,-0.015196834056660613,0.05486726916066663,0.7817996918825627,6,0,0.5942397777674252,Multiome
Vip_12,-0.06969736875653364,0.067627391553369,0.30272441938232103,6,52.389000038231615,0.06220380302803154,Multiome
Vip_13,-0.04598380307784339,0.06376868525545733,0.4708460215913231,6,0,0.681831464716733,Multiome
Vip_14,0.07141981722881287,0.06392374152147375,0.2638806468593902,6,3.632939194642585,0.39331200362078766,Multiome
Vip_15,-0.016069149791116944,0.04675045438455317,0.7310555236698344,6,29.45982486115858,0.21416592600780682,Multiome
Vip_16,0.05655533286264479,0.06425564990663,0.37877196446999384,6,0,0.6720462902333045,Multiome
Vip_18,-0.07078716076719446,0.06154380509875911,0.25006501128635333,6,0,0.9778705420401164,Multiome
Vip_19,-0.0024336093641474468,0.04149623426176113,0.9532336638924128,6,0,0.8797629718957457,Multiome
Vip_2,-0.07128451233888375,0.057181093672163064,0.21252777201579748,6,0,0.6935770597490778,Multiome
Vip_21,0.010132727165207429,0.06124389734991449,0.8685907737779461,6,26.740095645021363,0.23398277783063123,Multiome
Vip_23,0.0016826867230068654,0.042143358743403275,0.9681507798215678,6,0,0.9319725408181816,Multiome
Vip_4,-0.06752379711841748,0.04814920130298194,0.16079981769286655,6,0,0.6482435997353084,Multiome
Vip_5,-0.10373581201701182,0.06609086545882427,0.11650964410328608,6,13.38578262876055,0.3289657349823511,Multiome
Vip_6,0.029717273768077503,0.06368354816578656,0.6407576563865391,6,0,0.7072976581449666,Multiome
Vip_9,0.0067014626444136865,0.05918671967928063,0.9098515556874474,6,21.86822009749211,0.2692675433240953,Multiome
