gene,log2FC,pct_vulnerable,pct_not_depleted,mean_vulnerable,mean_not_depleted,p_wilcoxon,fdr_wilcoxon,donor_delta,p_donor_paired,fdr_donor,neg_log10_p,always_label
SERP2,-0.031785328,0.37208755001176747,0.39476915520628686,0.2538802,0.27304003,0.0050912253,0.009496030898440712,-0.009134889,0.61606115,0.7313592143515854,2.2931776,False
ANKHD1,0.029263128,0.6547422923040715,0.618492141453831,0.5343429,0.5091584,0.005096464,0.00950423890815721,0.012462551,0.110807344,0.2361611924149061,2.292731,False
C9orf24,-0.038436376,0.1889856436808661,0.2082514734774067,0.112241514,0.12951422,0.005110635,0.009528090038942135,-0.020957919,0.0087675555,0.05945507448111007,2.2915251,False
GSS,0.022541711,0.2139326900447164,0.19277996070726916,0.12936749,0.116144545,0.0051109334,0.009528090038942135,-0.00041954816,0.9358094,0.9570700765472864,2.2914999,False
KDM5C,-0.030434482,0.24758766768651447,0.2691552062868369,0.15194914,0.16796057,0.005113984,0.009532210782214367,0.011205936,0.41952062,0.5645213824808809,2.2912407,False
HM13,-0.05298569,0.5584843492586491,0.5674115913555993,0.4236146,0.44985113,0.00511777,0.009537700128531796,-0.017962169,0.15192543,0.28839391174724943,2.2909193,False
ASNSD1,-0.026680563,0.13179571663920922,0.14980353634577603,0.0756958,0.088419355,0.0051211193,0.00954237498059066,-0.012040928,0.18462731,0.32796932498825554,2.290635,False
ADAMTS13,0.023448285,0.21534478700870793,0.1949901768172888,0.13104312,0.11731249,0.0051558274,0.009605469737348151,-0.0023851632,0.89955467,0.9348507745224899,2.2877016,False
AC107398.3,-0.031581577,0.21699223346669805,0.23894891944990176,0.13416678,0.14990216,0.0051686293,0.009627739040330908,-0.01532616,0.18498361,0.32849938972487475,2.2866247,False
ZBTB41,-0.032342765,0.2567662979524594,0.27922396856581533,0.15982382,0.17647958,0.005170071,0.009628843270857489,-0.02651832,0.05977079,0.1625191281517718,2.2865036,False
SDR39U1,0.020485593,0.14827018121911037,0.13040275049115913,0.08715846,0.07583356,0.0051804325,0.009646557227452179,-0.006211321,0.49823132,0.634764583070109,2.285634,False
LINC01567,0.0115506,0.179336314426924,0.15766208251473476,0.10377323,0.09517367,0.00520636,0.009693245924538468,-0.004788515,0.5896238,0.7098262106348827,2.2834659,False
CRYZL1,0.021143157,0.5636620381266181,0.5325392927308448,0.42639983,0.40651125,0.00522654,0.009729220118333286,0.013732791,0.35030898,0.5030975786096341,2.2817857,False
RNF20,-0.030593628,0.23440809602259355,0.2555255402750491,0.1424377,0.158255,0.0052338745,0.009741275402441487,-0.019824442,0.07281871,0.18295802457520072,2.2811768,False
LRP6,0.027745565,0.5547187573546717,0.5240667976424361,0.42142543,0.3992941,0.0052414387,0.009753655347156196,0.025761139,0.20041603,0.3453097708459903,2.2805495,False
MRPS18C,-0.03631436,0.23464344551659214,0.2546660117878193,0.14545524,0.16355196,0.0052422457,0.009753655347156196,-0.02039389,0.3414005,0.494363979079573,2.2804825,False
VPS9D1,0.03166974,0.5201223817368793,0.4904223968565815,0.3792158,0.3575934,0.0052451743,0.009757503911134413,-0.007771236,0.6247829,0.7376704410549803,2.28024,False
MOB3A,-0.032403182,0.14827018121911037,0.1662573673870334,0.08640087,0.101356946,0.005268783,0.00979981529534811,-0.010333198,0.029628467,0.10903820788902854,2.2782898,False
MAP2K6,-0.07387234,0.44245704871734526,0.45604125736738704,0.3462079,0.378468,0.00529465,0.00984631272613025,-0.055438828,0.013082916,0.07114697874220997,2.2761629,False
RAB27B,-0.05576935,0.6161449752883031,0.6168958742632613,0.5566979,0.58580846,0.00534654,0.009941087320803501,0.0051790713,0.8982255,0.9343851193546538,2.271927,False
CCDC6,0.031780947,0.6227347611202636,0.5981090373280943,0.50521606,0.4814148,0.0053473655,0.009941087320803501,0.010548413,0.6932982,0.791091455441561,2.2718601,False
UPRT,-0.028905738,0.14050364791715697,0.15913555992141454,0.08224763,0.09529289,0.0053546326,0.009952966451605831,-0.023759568,0.08362447,0.1986732810454843,2.2712703,False
SMC5,-0.047688253,0.590491880442457,0.5990913555992141,0.45978668,0.48487875,0.005357291,0.009956276119927122,-0.041338615,0.004563225,0.04481837615306243,2.2710547,False
MEST,-0.0491986,0.381501529771711,0.40152259332023577,0.2540738,0.27736858,0.0053589335,0.009957697038080339,-0.03162118,0.036811724,0.1230740117268065,2.2709217,False
RABEP1,-0.036027618,0.7895975523652624,0.7929764243614931,0.7740184,0.79735845,0.0053662113,0.009969587604061643,-0.04357505,0.27933186,0.4307161626469689,2.2703323,False
MRFAP1L1,-0.017582467,0.1459166862791245,0.16453831041257366,0.08639179,0.097424865,0.005384092,0.010001169282480018,-0.018861825,0.055250484,0.15384718642611683,2.2688875,False
NKRF,-0.03002466,0.25064721110849614,0.2717337917485265,0.15438437,0.1704684,0.0053930804,0.010016225253981395,-0.012624225,0.3172063,0.47099321774787306,2.2681632,False
AC015853.3,0.01233912,0.12873617321722758,0.11112475442043222,0.07247101,0.064683616,0.005404035,0.010034376353561976,-0.0061626607,0.33721924,0.4899980836508902,2.2672818,False
METAP1,0.014360047,0.23840903742056954,0.21647838899803537,0.14522696,0.1335319,0.0054046228,0.010034376353561976,-0.00044606478,0.9558825,0.9709465660816619,2.2672346,False
ZNF155,-0.030474266,0.21887502941868675,0.24177308447937132,0.13788886,0.15286912,0.005409067,0.010040984218511892,-0.029707078,0.10211869,0.22427570196809668,2.2668777,False
GNPDA1,0.020777881,0.23370204754059778,0.21168958742632613,0.14278138,0.12980805,0.005412612,0.01004592161528103,-0.0017534599,0.6955543,0.7931447943103578,2.266593,False
ZNF273,-0.04421797,0.318663214874088,0.3393909626719057,0.20721257,0.22868104,0.0054183872,0.010054995341638721,-0.03641849,0.0759787,0.18803997143794302,2.26613,False
SLC39A13,0.01648527,0.14615203577312308,0.12819253438113948,0.08445581,0.07448589,0.005419478,0.010055374155490664,0.0040544933,0.6333696,0.7442582069685396,2.2660425,False
PPP2R5D,-0.028080594,0.16050835490703694,0.18013261296660119,0.093852766,0.10728438,0.005424981,0.010063938692955335,-0.0076059354,0.59217423,0.7111607571161074,2.2656019,False
NCOA6,0.019186195,0.590491880442457,0.5631139489194499,0.4614517,0.4417565,0.0054681036,0.010142277080767915,0.0061331214,0.6259881,0.7386321481855888,2.2621632,False
RFLNA,-0.0539375,0.5441280301247352,0.5551326129666012,0.45895624,0.48767772,0.0054732854,0.010150229051960086,-0.044180594,0.15596133,0.2939889235288925,2.261752,False
PDS5A,-0.04031204,0.8065427159331607,0.8023084479371316,0.8032096,0.82606816,0.005481813,0.010164381827198239,-0.02501061,0.2302574,0.37783494794303224,2.2610757,False
GNA12,0.01701923,0.4179807013414921,0.38654223968565815,0.28819492,0.27237806,0.0054966784,0.010190279543409552,0.017153809,0.2202388,0.3674270450367647,2.2598996,False
AL365295.1,0.034323774,0.2934808190162391,0.2673133595284872,0.24367395,0.22506505,0.0055116285,0.010216325872084674,-0.011526978,0.73100835,0.8190990313858159,2.2587202,False
EIF3H,-0.03682777,0.4610496587432337,0.4830550098231827,0.33245558,0.35376242,0.005520509,0.010231115287901665,-0.036445037,0.072370075,0.18257365686833038,2.2580209,False
RNF187,-0.02176009,0.1847493527888915,0.20665520628683692,0.11595548,0.12803668,0.005525663,0.01023899391171824,-0.014617178,0.19607303,0.3406205882704824,2.2576156,False
C12orf76,-0.041510563,0.38644386914568135,0.4066797642436149,0.26214704,0.28385088,0.0055282274,0.01024207277623497,-0.040006913,0.0033093677,0.038943429210868616,2.257414,False
OSER1,-0.022911487,0.14073899741115556,0.15974950884086445,0.08306364,0.09459768,0.005547501,0.01027610300414162,-0.008188871,0.52958924,0.6609087080583058,2.2559025,False
TRIM73,-0.034002375,0.14544598729112732,0.162573673870334,0.08181173,0.097406454,0.0055495463,0.010278212566764987,-0.020270426,0.03797867,0.12513186782814767,2.2557425,False
AC099791.2,-0.02483495,0.13509060955518945,0.15361001964636542,0.080842316,0.092966,0.005554611,0.010285913340997899,-0.017086286,0.06366244,0.1692574686319062,2.2553463,False
ELP5,0.017149929,0.13956224994116262,0.12266699410609037,0.081883214,0.07138527,0.005579224,0.01032839182462767,0.0055920416,0.21832004,0.365337447793738,2.2534263,False
DHX35,0.018384429,0.25064721110849614,0.2288801571709234,0.15343976,0.1405391,0.005579371,0.01032839182462767,0.004232788,0.33211902,0.48532244048289963,2.2534149,False
NDUFB2,-0.04723636,0.38762061661567426,0.40839882121807464,0.2662666,0.28916296,0.0055842185,0.010335678571121283,-0.05839627,0.006704885,0.053040598891935256,2.2530377,False
CDYL,0.03367135,0.39444575194163334,0.3692288801571709,0.28201297,0.26201805,0.005602733,0.01036825568991034,0.015137559,0.053192053,0.15058877606115892,2.2516,False
ERI1,0.015837144,0.13909155095316544,0.12094793713163064,0.0847052,0.07545977,0.0056051784,0.010371088573310839,0.013566347,0.15738101,0.2957803512583354,2.2514105,False
KXD1,0.024652895,0.13579665803718521,0.1193516699410609,0.080216184,0.06790842,0.005611118,0.010380385362161038,0.0070300056,0.16395852,0.3033179117042258,2.2509506,False
RFX7,0.05050167,0.8522005177688868,0.8165520628683693,0.92292255,0.8852684,0.0056255376,0.010405363975138021,0.026468063,0.1747352,0.3156866008906175,2.249836,False
PDZD4,0.016993906,0.1360320075311838,0.11898330058939097,0.08146903,0.071240194,0.0056357714,0.0104225937302586,0.009860033,0.033234775,0.11600470440204327,2.2490466,False
RXRB,-0.023465943,0.16403859731701576,0.18418467583497053,0.09570404,0.10768926,0.005648112,0.010443713398803612,-0.023912001,0.009388856,0.061000675406789176,2.2480967,False
SCRN3,-0.03607849,0.3549070369498706,0.3773330058939096,0.23686367,0.25682446,0.0056836177,0.010507653247579601,-0.026977947,0.17889875,0.32107900732058814,2.2453752,False
ANKRD34C-AS1,0.02978598,0.5563662038126618,0.5254174852652259,0.52358365,0.49770558,0.0056900857,0.010517896727123263,0.014311594,0.607219,0.723788167719607,2.2448812,False
CSNK1G3,-0.049209014,0.5718992704165686,0.5865667976424361,0.44574517,0.47144896,0.0056938548,0.010523148801125544,-0.045594346,0.04363535,0.1352971561619493,2.2445936,False
PRPF6,-0.04595371,0.2852435867262885,0.3036591355599214,0.17390218,0.19515665,0.005720248,0.010570206108534447,-0.020399094,0.19956122,0.3444123702670965,2.2425852,False
TMEM14C,-0.034639057,0.14709343374911743,0.16466110019646366,0.08474755,0.10020035,0.005732596,0.010591298205844743,-0.026484588,0.0036164024,0.04037040102798327,2.2416487,False
CENPT,0.01982705,0.1967521769828195,0.17718565815324164,0.11986047,0.107347354,0.0057370523,0.010597805463613545,0.0036373422,0.72970957,0.8185330955515179,2.241311,False
KLHL21,-0.02700234,0.15603671452106377,0.1755893909626719,0.091692075,0.104658335,0.0057397345,0.010601033763829601,-0.012161602,0.09552096,0.2154682286099995,2.2411082,False
SNIP1,-0.024376603,0.11037891268533773,0.12733300589390964,0.0625999,0.073792964,0.005744087,0.010607346055485538,-0.018705621,0.014564771,0.0746600827209776,2.240779,False
Z84485.1,0.017432697,0.12473523181925159,0.10768664047151277,0.07288736,0.06368814,0.0057551917,0.01062612235546112,-0.004075551,0.65691197,0.7635255407114498,2.2399402,False
PRPS1,-0.017494291,0.10049423393739704,0.11714145383104126,0.058173593,0.067145295,0.005770391,0.010652451169888501,-0.01254333,0.010501421,0.06415205356185001,2.2387948,False
LINC01118,0.025967313,0.11885149446928689,0.10338899803536346,0.07605985,0.0633064,0.0057754433,0.010660044269456251,0.012978362,0.015155852,0.0764464110785349,2.2384148,False
ZNF445,0.019463306,0.39938809131560365,0.37045677799607074,0.26649094,0.25087282,0.005783816,0.010673761251439345,0.025780404,0.13345614,0.2650431571554403,2.2377856,False
PEX7,0.025622686,0.2219345728406684,0.19977897838899802,0.1416243,0.1281604,0.005794169,0.010691127144212295,0.00048766285,0.96381766,0.976277117047991,2.2370088,False
C2orf42,0.022436563,0.16992233466698048,0.15201375245579568,0.102688886,0.09006804,0.005806932,0.010712935490653969,0.0109977,0.110381536,0.23554519443824054,2.2360532,False
PPM1G,-0.036626477,0.33984466933396096,0.3605108055009823,0.22201127,0.24127828,0.0058270926,0.010748380335365853,-0.027238607,0.048677467,0.14331187682392996,2.234548,False
CHST10,-0.017949758,0.0974346905154154,0.11394891944990176,0.055452187,0.06437307,0.005830302,0.010752551866883942,-0.0025449574,0.76767313,0.8453144523667993,2.234309,False
CHMP2B,-0.028237026,0.1929865850788421,0.21291748526522594,0.115263,0.12979889,0.005857337,0.010799135790595035,-0.022445712,0.016143516,0.07911045852536115,2.2322998,False
UBE2E3,0.029059866,0.5977877147564132,0.5698673870333988,0.48630774,0.46294942,0.005857465,0.010799135790595035,-0.0005061209,0.9825952,0.9892225390763667,2.2322903,False
LIG3,-0.028422242,0.124499882325253,0.14194499017681728,0.07070175,0.08350879,0.005858951,0.010800119572968928,-0.026212042,0.13519853,0.2670541770280124,2.23218,False
MKRN2,-0.033554573,0.20946104965874324,0.22961689587426326,0.126851,0.14305721,0.005897625,0.010869643632035058,-0.023231046,0.0013012766,0.02636014563696725,2.229323,False
AP4S1,0.02921341,0.5405977877147564,0.5139980353634578,0.41564676,0.39376968,0.0059205987,0.010910212645056651,0.01735959,0.13740262,0.2699706312443172,2.2276344,False
COA4,-0.027124394,0.09390444810543658,0.10891453831041258,0.053069327,0.06538032,0.005929381,0.010924622593170756,-0.017305499,0.03758497,0.12459495094071905,2.2269907,False
EXTL3,-0.032997105,0.3605554248058367,0.38236738703339884,0.24384934,0.26297382,0.005953489,0.010967258355492854,-0.003105533,0.83387846,0.8901399810035758,2.2252285,False
CCSER2,-0.041330736,0.7728877382913627,0.7741895874263262,0.74259925,0.7663361,0.0059821345,0.011018239284688185,-0.04231099,0.050670862,0.14656048997940305,2.2231438,False
POC5,-0.026246237,0.1049658743233702,0.12131630648330059,0.06028997,0.072037615,0.0059899753,0.011030889486337637,-0.017787326,0.016285922,0.07946128927251345,2.222575,False
AP001528.1,0.019604301,0.1339138620851965,0.11726424361493124,0.081556626,0.07051285,0.0059922673,0.011033319300828168,-0.00037100315,0.954092,0.9700703153004302,2.2224088,False
AMZ2,0.020751944,0.16215580136502705,0.1431728880157171,0.09544198,0.08438904,0.0060136537,0.011070900248150205,-0.005465454,0.6115915,0.7280820697836866,2.2208617,False
SDHC,0.019507421,0.5269475170628383,0.49901768172888017,0.38529566,0.36700922,0.006042099,0.011121462367483495,0.003591156,0.8140185,0.8768758937683946,2.2188122,False
KIZ-AS1,0.0116961235,0.2845375382442928,0.2582269155206287,0.18733059,0.17551102,0.0060432847,0.011121840232537213,-0.0134315565,0.30812386,0.4618600599357492,2.2187269,False
MRGBP,-0.018566506,0.08943280771946341,0.10510805500982318,0.05007332,0.05901612,0.006051716,0.011135549924282746,-0.010634568,0.0806866,0.194374342080159,2.2181215,False
TMEM128,-0.023636473,0.16356789832901858,0.18393909626719057,0.097719595,0.109538645,0.0060816216,0.011188763207984056,-0.019583026,0.0036715409,0.040779367585004896,2.2159805,False
DAD1,-0.021465836,0.14521063779712873,0.16404715127701375,0.08732145,0.09889101,0.0060833264,0.011190085042251729,-0.01974282,0.005753466,0.04912744526400254,2.215859,False
IRF2BP2,-0.027851326,0.18945634266886327,0.2100933202357564,0.1163034,0.1302501,0.0060856417,0.011192529581864057,-0.0054620756,0.38958415,0.5388250269560778,2.2156937,False
TGFB2,0.0054460294,0.1734525770769593,0.15275049115913555,0.12850513,0.1197142,0.0060888105,0.011196541504064551,0.013347785,0.028036298,0.10547586334795155,2.2154675,False
MTERF2,-0.02875011,0.2584137444104495,0.2826620825147348,0.16286913,0.17809887,0.006105152,0.011224772052981285,-0.02894358,0.097850285,0.21885127600059148,2.2143035,False
SERF2,-0.037583966,0.29277477053424333,0.31262278978388996,0.1915888,0.21104647,0.006108104,0.011228379351724549,-0.03410905,0.031025548,0.11169590491485838,2.2140937,False
MT3,0.02334591,0.2216992233466698,0.20076129666011788,0.14185694,0.12810978,0.0061489074,0.011301556115635632,0.004910515,0.64196783,0.7511586292064208,2.2112021,False
SLC40A1,0.004611903,0.10261237938338433,0.0868123772102161,0.05807969,0.05286585,0.006163972,0.011327408902285533,-0.003187203,0.7638203,0.8422217480316874,2.2101393,False
MTHFSD,-0.024035126,0.14120969639915273,0.1595039292730845,0.08338596,0.0954011,0.0061697005,0.011336100151672463,-0.005121148,0.65675205,0.7635104154658521,2.2097359,False
DSTN,0.031026551,0.4857613556130854,0.45530451866404714,0.35392046,0.33313522,0.00618517,0.011362682759520496,0.005013046,0.68939435,0.7877205626605308,2.2086484,False
DLGAP1-AS4,0.06662597,0.4135090609555189,0.3957514734774067,0.33103848,0.30096698,0.0061979336,0.011384287028732695,-0.018942794,0.35593423,0.507698058122721,2.2077532,False
APPL1,-0.052774817,0.4850553071310897,0.4969302554027505,0.3477475,0.3732502,0.006204046,0.011393668872746175,-0.041368295,0.02355823,0.09582091694281665,2.207325,False
ABCB1,-0.03998251,0.23699694045657801,0.2567534381139489,0.15637392,0.17549013,0.006207432,0.01139804251026513,-0.033389904,0.11432079,0.24094752142160505,2.207088,False
OSBPL10,0.04968921,0.8460814309249235,0.831286836935167,0.9742852,0.94275737,0.0062114545,0.011403582786390901,0.096216775,0.0959406,0.2159424796937004,2.2068067,False
SNTB2,0.029252678,0.4200988467874794,0.3950147347740668,0.2995078,0.28023988,0.0062296805,0.01143519330564826,0.015207952,0.0038536144,0.041707758445267896,2.2055342,False
LRRC40,-0.038555868,0.412332313485526,0.42988703339882123,0.27859414,0.29952344,0.0062345965,0.011442366203353775,-0.042784315,0.025837574,0.101029946178013,2.2051916,False
RBM33,-0.040837046,0.7093433749117439,0.7140225933202358,0.61626303,0.6398689,0.006258278,0.011483970254572878,-0.023880089,0.16723467,0.3067055870867685,2.203545,False
KRBOX4,-0.04737596,0.34737585314191577,0.3667730844793713,0.22506595,0.24724673,0.006265909,0.011496114322095363,-0.034214873,0.021691093,0.09171217535575557,2.2030158,False
VEZF1,-0.025318906,0.17039303365497765,0.1900785854616896,0.10257774,0.115423225,0.006296866,0.011551042731952545,0.0014140576,0.9288445,0.952351093637021,2.2008755,False
PIGS,-0.023465768,0.11555660155330666,0.13224459724950885,0.06465772,0.07594386,0.006302719,0.011559910569927244,-0.020300902,0.020886242,0.08991784922764469,2.200472,False
