gene,log2FC,pct_vulnerable,pct_not_depleted,mean_vulnerable,mean_not_depleted,p_wilcoxon,fdr_wilcoxon,donor_delta,p_donor_paired,fdr_donor,neg_log10_p,always_label
EIF3E,0.03198551,0.4930571899270417,0.4631630648330059,0.36567315,0.3433928,0.003604984,0.006903263944616839,-0.0037249178,0.7879597,0.8591235863023736,2.4430966,False
MARC2,-0.021951284,0.10049423393739704,0.11861493123772102,0.06074351,0.07066189,0.003613159,0.006917349036143029,-0.015915962,0.2413293,0.39003271811333523,2.442113,False
ASPH,-0.061104406,0.6060249470463639,0.6149312377210217,0.5003067,0.5305906,0.0036135588,0.006917349036143029,-0.048982333,0.0325136,0.11450924854106838,2.4420648,False
FAM161A,0.034286153,0.19745822546481526,0.17718565815324164,0.12414371,0.107754275,0.0036174916,0.0069237090050118235,0.010989703,0.012616451,0.07035875577931318,2.4415925,False
SSH1,-0.04979236,0.443163097199341,0.4618123772102161,0.30932003,0.33445242,0.0036218178,0.006930819728918243,-0.016390612,0.22545408,0.372712186737194,2.4410734,False
PAAF1,0.028409611,0.4026829842315839,0.37831532416502944,0.28164694,0.262057,0.0036452254,0.006974436939617175,0.0028531135,0.703493,0.7994815472538068,2.4382756,False
TPM1,-0.04255508,0.5370675453047776,0.5512033398821218,0.39583218,0.4196163,0.003646312,0.006975339918474323,-0.03811287,0.023551328,0.09582091694281665,2.438146,False
ZBTB17,-0.0150889335,0.11602730054130383,0.13506876227897838,0.06701416,0.0759126,0.003646943,0.006975370441514592,-0.013293428,0.0031208808,0.03785261741051307,2.438071,False
ARHGEF7,-0.040814754,0.8802071075547188,0.8731581532416502,1.00433,1.0274324,0.0036573026,0.006994005641821503,-0.0154596325,0.44770548,0.589458100753685,2.436839,False
TBC1D14,-0.04072046,0.31654506942810073,0.3404960707269155,0.20501058,0.22607544,0.003675047,0.0070263400636205375,-0.02212609,0.13094828,0.2620813858366046,2.4347372,False
EFNA3,-0.022567822,0.09296305012944223,0.10940569744597249,0.053668007,0.06470756,0.0036756545,0.0070263400636205375,-0.022520775,0.013653946,0.07258217694497936,2.4346652,False
LINC02021,-0.025243733,0.10284772887738292,0.12021119842829077,0.058327463,0.06994735,0.003676069,0.0070263400636205375,-0.016111076,0.008794405,0.059482238005682454,2.4346163,False
GATAD1,-0.06094796,0.5333019534008002,0.5400294695481336,0.38380745,0.41258073,0.0036879524,0.007047865911314108,-0.023049116,0.43497223,0.5787385300294687,2.4332147,False
CLIC2,0.015956383,0.10167098140738998,0.08607563850687623,0.05964107,0.050130222,0.0037015274,0.00707236778539373,0.01335826,0.15128553,0.287865695320357,2.431619,False
SMURF1,-0.048508592,0.5900211814544599,0.5984774066797642,0.47488102,0.50127393,0.0037020205,0.00707236778539373,-0.016979326,0.19065599,0.3350583289964175,2.4315612,False
LSM4,-0.031894952,0.1574488114850553,0.17694007858546168,0.09085418,0.10590515,0.003709399,0.00708527058378015,-0.022334728,0.013810091,0.07298583700093882,2.4306965,False
SLC39A6,0.021803133,0.2722993645563662,0.24643909626719057,0.16876625,0.15474996,0.0037163182,0.007096907482908102,0.0034037083,0.7688896,0.8456975386913419,2.429887,False
CSAD,0.025786057,0.6057895975523653,0.5741650294695482,0.49756616,0.4740913,0.0037167424,0.007096907482908102,-0.027426016,0.37427807,0.5250573162980651,2.4298375,False
STX16,-0.0383078,0.622499411626265,0.6350687622789783,0.4975913,0.52121556,0.0037334594,0.0071276276651675834,-0.014049375,0.58931047,0.709750311454905,2.4278886,False
NUP62,-0.022754408,0.08519651682748883,0.10105599214145383,0.047261603,0.057928868,0.003738287,0.007134496604128769,-0.0150591135,0.0026539327,0.03511945277521616,2.4273274,False
MED9,-0.03629514,0.1965168274888209,0.21721512770137524,0.117974825,0.13515997,0.0037383153,0.007134496604128769,-0.016286183,0.060200367,0.16338661810474953,2.427324,False
CHKA,-0.05170095,0.4937632384090374,0.5040520628683693,0.35281765,0.37849247,0.0037559741,0.007166992264499777,-0.012525177,0.5381717,0.6677991708084937,2.4252775,False
ZNF880,0.01802253,0.12332313485526006,0.106213163064833,0.069699265,0.05971484,0.0037615655,0.007176454725627983,-0.0030812242,0.35846585,0.5099686269203364,2.4246314,False
FAM89B,-0.021834904,0.13838550247116968,0.1581532416502947,0.0818943,0.093406394,0.003763633,0.007179191618862124,-0.0070679346,0.6607678,0.7664741999776329,2.4243927,False
FEM1B,-0.03640043,0.2591197928924453,0.28204813359528486,0.16344762,0.18162297,0.0037743826,0.007198486379432293,-0.020580688,0.09330262,0.21202422411013871,2.423154,False
METTL16,0.036307786,0.40009413979759945,0.3736493123772102,0.27967805,0.25834852,0.0037752115,0.007198856986657093,-0.005194634,0.8668366,0.9134597799581978,2.4230587,False
CDK5RAP2,-0.052601255,0.4139797599435161,0.4284135559921415,0.28473762,0.3105878,0.0037772085,0.007201454098485097,-0.006672996,0.56114346,0.6860234215028559,2.4228292,False
PAFAH1B2,-0.03334485,0.3598493763238409,0.38580550098231825,0.23689343,0.2559294,0.0038175758,0.0072771936800275164,-0.019001607,0.29618162,0.44888233498246494,2.4182124,False
UBFD1,-0.02598898,0.1534478700870793,0.17448428290766207,0.08918545,0.101665206,0.0038244985,0.007289165450680641,-0.01668671,0.045314725,0.13825987948724952,2.4174254,False
NAA35,0.026498621,0.5911979289244528,0.5540275049115914,0.45962885,0.43641424,0.0038308685,0.007300079079129287,0.002393955,0.87134194,0.9168447203123551,2.4167027,False
RAB11FIP1,-0.032511447,0.1456813367851259,0.16478388998035365,0.08890955,0.10383622,0.0038463352,0.007328321759957854,-0.014209296,0.071730606,0.18138920532716368,2.4149528,False
CYB5R3,-0.032909922,0.2452341727465286,0.2675589390962672,0.15000752,0.1668935,0.0038601374,0.00735338340778495,-0.027168196,0.059587374,0.16213858990932253,2.4133973,False
SCML2,0.0274179,0.20169451635678984,0.18025540275049115,0.1337101,0.119003855,0.0038700895,0.0073711037875983125,0.00593493,0.57692856,0.6990683330885494,2.412279,False
C9orf72,0.027316988,0.5443633796187338,0.518172888015717,0.41050583,0.3888261,0.00387555,0.007380265406720167,-0.0005385995,0.97210675,0.9823248798826385,2.4116666,False
SLC25A33,-0.028433556,0.22711226170863733,0.25024557956778,0.14046142,0.15592074,0.0038766812,0.007381179901768434,-0.021538619,0.008569224,0.0590293152818402,2.4115398,False
FBXW8,-0.041095637,0.4556366203812662,0.4745825147347741,0.3266555,0.35013145,0.0038872021,0.0073999698419342065,-0.05099122,0.109828755,0.23489768832337624,2.410363,False
PRPS2,0.02352392,0.13320781360320075,0.1156679764243615,0.08376514,0.07158305,0.0039293286,0.007478909844520108,0.0015987053,0.83969235,0.894158427350277,2.4056816,False
NUBPL,0.038962346,0.6192045187102848,0.5825147347740668,0.5325263,0.50461686,0.0039576804,0.007531610036772223,0.015125769,0.57616484,0.698515994459362,2.4025593,False
KPNA4,-0.04099584,0.4502235820192987,0.46611001964636545,0.3180032,0.34141493,0.0039648036,0.0075439003960712766,-0.015060192,0.38279846,0.5324259220589137,2.4017782,False
WSCD1,0.003616901,0.34784655212991294,0.31471021611001965,0.23771456,0.22645754,0.0039742067,0.0075605233483679955,-0.020867337,0.5530394,0.679926163535006,2.4007494,False
PGM1,0.020507975,0.24240997881854554,0.21868860510805502,0.15221058,0.13895129,0.003978146,0.0075667481707055485,0.008576441,0.3682147,0.5190788298434199,2.4003193,False
ERH,-0.03287341,0.25794304542245233,0.2826620825147348,0.1643348,0.1813934,0.0039892783,0.007585964784740482,-0.02977414,0.02324689,0.09520314350885604,2.3991055,False
CSNK2A2,-0.03354005,0.2577076959284538,0.2808202357563851,0.15981853,0.17717566,0.003989586,0.007585964784740482,-0.016296977,0.013302866,0.07172419907022339,2.3990722,False
BSDC1,-0.049758803,0.467168745587197,0.4841601178781925,0.32643998,0.35145074,0.003998396,0.007601441820802172,-0.006238264,0.7015712,0.7980170483743608,2.3981142,False
PDHX,-0.04125349,0.6159096257943045,0.6268418467583498,0.49319255,0.51754487,0.0040134448,0.007628773236722153,-0.0516115,0.021137929,0.09069162850661285,2.3964827,False
LINC02175,-0.053033862,0.322664156272064,0.3433202357563851,0.2142118,0.23824415,0.00403052,0.007659946619955054,-0.0028548837,0.81993747,0.8804503556850449,2.394639,False
ZNF654,-0.048321314,0.4885855495410685,0.5077357563850687,0.3555917,0.38104424,0.004031232,0.007660016262750929,-0.050126337,0.011823345,0.06808801306672319,2.3945622,False
DRC3,0.012910072,0.10873146622734761,0.09196954813359529,0.060116794,0.052697737,0.0040356615,0.00766714859839321,-0.010874784,0.3451478,0.4980735841893525,2.3940852,False
PCSK7,0.0175061,0.5302424099788186,0.4927554027504912,0.39248312,0.37323263,0.004044567,0.007682780491291718,0.009474087,0.67338693,0.7766430646693008,2.393128,False
ZCWPW2,0.041099634,0.3951518004236291,0.3692288801571709,0.2895554,0.2665095,0.0040489845,0.007689884274564316,0.0021725805,0.93428993,0.9559470515863173,2.392654,False
PIAS3,0.015648486,0.10072958343139563,0.08521611001964637,0.057804037,0.04893088,0.004056973,0.0077037664412813595,0.0031248704,0.54703474,0.674737633110661,2.3917978,False
CIC,-0.026827645,0.13579665803718521,0.15471512770137524,0.07915001,0.09197044,0.0040760487,0.007738694067280662,-0.01392854,0.12139048,0.24969240051988895,2.3897607,False
HACE1,0.033004176,0.6137914803483172,0.5771119842829077,0.48383397,0.4586367,0.0040967106,0.007776620397606049,0.010179132,0.31316188,0.4670665659717657,2.3875647,False
ARL3,0.027335888,0.4812897152271123,0.45137524557956776,0.35210043,0.33170703,0.004124238,0.00782756540554711,0.0037540912,0.809489,0.8735581953957382,2.3846562,False
RUSC1,-0.044172574,0.3269004471640386,0.34835461689587427,0.20678063,0.22812949,0.004126063,0.00782971910187615,-0.038170137,0.003906838,0.041987333738163435,2.384464,False
LINC02245,0.029923106,0.6827488820899035,0.6553290766208252,0.6261929,0.5990938,0.0041297683,0.00783543922486842,-0.008048415,0.782149,0.8548380298651252,2.3840742,False
COG2,-0.027365204,0.171334431630972,0.1917976424361493,0.101245,0.11523966,0.004131197,0.007836839427118715,-0.01642644,0.1419772,0.27583021187778206,2.383924,False
PRPF4B,-0.033934582,0.5161214403389033,0.5362229862475442,0.3849815,0.407528,0.004133109,0.00783855306867053,-0.04166966,0.013013369,0.07108954538853841,2.3837233,False
SCGB2B2,-0.044567987,0.31772181689809365,0.3397593320235756,0.23093764,0.25338238,0.0041334825,0.00783855306867053,-0.013158378,0.29502708,0.4479104803767398,2.383684,False
COX8A,-0.024068963,0.2160508354907037,0.2406679764243615,0.1407701,0.15422556,0.0041426364,0.007854599389228138,-0.017316058,0.3107929,0.46420467695646805,2.382723,False
MTRR,-0.028242901,0.24664626971052012,0.27038310412573674,0.15280825,0.1681888,0.004156001,0.007878622269247942,-0.013857355,0.5148766,0.6480759345875402,2.3813243,False
RMND5A,-0.03770083,0.30171805130618967,0.32588408644400785,0.19335087,0.2123829,0.0041773035,0.007917683026943987,-0.029631566,0.03525268,0.11994793119012916,2.379104,False
EIF4E1B,0.018334506,0.21534478700870793,0.1925343811394892,0.13380775,0.121802256,0.004181107,0.00792275730309551,0.0032738596,0.7969631,0.8652262439886592,2.3787086,False
CDC42BPB,0.021811944,0.5509531654506943,0.5152259332023575,0.40627593,0.38609856,0.0041813776,0.00792275730309551,0.020355035,0.33491957,0.4876564994364491,2.3786807,False
POLR2A,-0.026745824,0.21722758296069664,0.2388261296660118,0.13226682,0.14732218,0.0041878815,0.007933755516607759,-0.013381774,0.09849825,0.21964427060301198,2.3780055,False
LUC7L2,0.030963428,0.8912685337726524,0.8668958742632613,1.0349121,1.0035453,0.0041929903,0.00794210734919129,0.00039932728,0.9870663,0.9919437917884343,2.3774762,False
PINK1,-0.04186178,0.3212520593080725,0.3451620825147348,0.20696506,0.22743726,0.0042013945,0.00795669746717348,-0.039959446,0.02935048,0.10834749211250204,2.3766065,False
CLSTN1,-0.055605974,0.8884443398446693,0.8781925343811395,1.0249684,1.0491337,0.0042130416,0.007977423415600288,-0.05447972,0.06756964,0.17535506490164685,2.3754044,False
CS,0.033004846,0.28359614026829844,0.26203339882121807,0.17811516,0.16018967,0.0042279693,0.00800435342521311,0.01972863,0.10631278,0.22982254464285715,2.3738682,False
TNK2,-0.024868542,0.46434455165921396,0.49398330058939094,0.34610453,0.36539754,0.004249012,0.008042849027193509,-0.0059570195,0.8298119,0.88738553376579,2.371712,False
LAMTOR1,-0.027094252,0.16851023770298895,0.18860510805500982,0.1017991,0.115430735,0.0042508966,0.008045073704278823,-0.0079782335,0.63336426,0.7442582069685396,2.3715196,False
HSPA4,-0.04859584,0.3631442692398211,0.3824901768172888,0.2396059,0.26322517,0.0042559314,0.008053258620668592,-0.02667966,0.01690168,0.08089985264001516,2.3710053,False
RBL1,-0.040660314,0.31983996234408096,0.3409872298624754,0.21455811,0.23595634,0.0042571244,0.00805417277798643,-0.009515176,0.36189404,0.5129734064569537,2.3708837,False
OAT,-0.036895342,0.3299599905860202,0.35461689587426326,0.21776673,0.23687789,0.0042607663,0.008059718717390921,-0.029541632,0.017693015,0.08262719013523241,2.3705122,False
SEZ6L2,0.042908926,0.7575900211814545,0.7302308447937131,0.72939026,0.6984377,0.0042666094,0.00806942602999014,-0.029337335,0.49538612,0.6319195048071516,2.3699172,False
FECH,-0.046236396,0.2602965403624382,0.2805746561886051,0.1570249,0.17791252,0.004282018,0.008097218600764516,-0.011174882,0.48060519,0.6202673937002275,2.3683515,False
NAPB,-0.04768025,0.5396563897387621,0.5535363457760314,0.40722007,0.43266714,0.004283353,0.008098393122355144,-0.021410966,0.35184452,0.5044646383657735,2.368216,False
MDM1,-0.030259633,0.16356789832901858,0.18344793713163066,0.095441,0.10992619,0.0042862715,0.008102560019497076,-0.023150256,0.009776106,0.062059399263780075,2.3679204,False
GGA2,-0.043105975,0.6700400094139798,0.681237721021611,0.56846356,0.5939116,0.0043023163,0.008131535678496166,-0.03904391,0.13818265,0.2706395143962038,2.3662977,False
WDR26,0.028604364,0.5521299129206872,0.5203831041257367,0.41146705,0.38931298,0.0043057734,0.008136713681530003,0.009994423,0.32460666,0.4776054332846952,2.365949,False
BLOC1S2,-0.029554045,0.22146387385267122,0.24275540275049115,0.13470939,0.15023956,0.004309139,0.008141717777341148,-0.017567962,0.15697199,0.2952562274278208,2.3656094,False
AC023424.3,-0.026998835,0.1986349729348082,0.2200392927308448,0.13030834,0.14520301,0.0043127146,0.00814711660469303,-0.0297756,0.030607313,0.11096495704248562,2.3652494,False
GIGYF2,-0.04684386,0.7914803483172511,0.7918713163064833,0.7678953,0.7937937,0.0043409728,0.008199133477606377,-0.018120587,0.22420543,0.37145997876579157,2.362413,False
MEF2A,0.032837585,0.8173687926570958,0.7976424361493124,0.86628324,0.83772963,0.0043575065,0.008228991657559996,-0.019807171,0.57474375,0.6973893535571987,2.360762,False
TRIM62,-0.023920065,0.12591197928924452,0.14427799607072692,0.07576638,0.08770335,0.00436069,0.008233632927093303,-0.0051118447,0.5756871,0.6980860210114912,2.3604448,False
LRRC8D,-0.05839837,0.5820192986585079,0.5919695481335953,0.46364394,0.4920865,0.004363758,0.008238054904947266,-0.030488532,0.012859683,0.07085004068219934,2.3601394,False
LHPP,-0.045294177,0.4309249235114144,0.45395383104125736,0.31189868,0.33550808,0.0043763276,0.008260409566209638,-0.008384359,0.6033362,0.7202953161176594,2.35889,False
FAM66D,-0.042664196,0.4316309719934102,0.4544449901768173,0.3111085,0.33432913,0.0043774103,0.008261078190553646,-0.0011286304,0.83737016,0.8925234382340506,2.3587828,False
ZNF774,0.017549766,0.14991762767710048,0.13150785854616895,0.08767674,0.07713128,0.0043940004,0.008291007833169923,0.0087057995,0.09369706,0.21270753174560986,2.3571398,False
NR2F6,-0.019430848,0.10802541774535185,0.12573673870333987,0.06306365,0.07309511,0.0043954034,0.008292276371978552,-0.015905157,0.030276021,0.11020905901921418,2.3570013,False
AC015923.1,-0.036127865,0.3247823017180513,0.3488457760314342,0.23545276,0.25552,0.0044064643,0.008311761032119716,-0.050511323,0.090752915,0.20865445857981607,2.3559098,False
MAPK11,-0.018619206,0.11108496116733349,0.1292976424361493,0.06739467,0.077137336,0.00441466,0.008325835851857985,-0.010546738,0.006324943,0.05173046329336022,2.3551028,False
UBE2E1,0.022818347,0.49964697575900213,0.46512770137524556,0.3756341,0.35559645,0.0044329083,0.008358861537689858,0.01141693,0.5876906,0.7085516215358965,2.3533113,False
MAK16,-0.021071907,0.08684396328547894,0.10277504911591355,0.04764629,0.057523698,0.004437105,0.008365384482735116,-0.009636741,0.243847,0.39253589321032,2.3529003,False
AC007262.2,-0.036281116,0.19934102141680396,0.22175834970530453,0.14191341,0.15907216,0.004445788,0.008380361869510284,-0.015806025,0.2975487,0.45041267388911127,2.3520513,False
AL451070.1,-0.024712825,0.10449517533537303,0.12119351669941061,0.060095333,0.071875624,0.0044624363,0.00841034652981217,-0.009821447,0.12501372,0.2548267000642738,2.3504279,False
AC098588.3,0.057699773,0.7156978112497058,0.6913064833005894,0.80740166,0.7711909,0.0044712615,0.008425580148285013,0.008850026,0.73837245,0.8247596286985526,2.34957,False
GTF2H2C,0.026950737,0.16615674276300305,0.1475933202357564,0.09718912,0.0835484,0.004475772,0.008432678161833972,0.001468008,0.6328581,0.7441067671894435,2.349132,False
ZNF431,0.02535926,0.28924452812426454,0.26534872298624756,0.18725035,0.17129521,0.0044782567,0.00843585814112309,-0.012407024,0.5792646,0.7012247621485167,2.348891,False
TIMM9,0.024444418,0.23629089197458225,0.21414538310412573,0.14528379,0.13103107,0.004478947,0.00843585814112309,0.0006701976,0.9281546,0.9519611055866932,2.348824,False
EDC4,0.01792877,0.18757354671687457,0.16785363457760313,0.109863974,0.0982115,0.0044838833,0.008443753874476054,0.002635581,0.80866617,0.8731262416135326,2.3483458,False
AP001972.3,0.012390615,0.2522946575664862,0.22581041257367387,0.15799657,0.14759302,0.0044870195,0.008448257129716676,-0.0010153785,0.91724116,0.945043947529743,2.348042,False
FCHO2,-0.044991806,0.46740409508119557,0.4818271119842829,0.33762076,0.36198732,0.0045015323,0.008474175889666912,-0.024361366,0.025424263,0.10040064538043478,2.3466396,False
ASB8,-0.03712058,0.2875970816662744,0.3101669941060904,0.18177402,0.20039059,0.004510134,0.00848895969014273,-0.036057204,0.04677085,0.14039917476721686,2.3458107,False
VPS37B,0.023953458,0.32148740880207105,0.29580058939096265,0.20679367,0.19122896,0.004511786,0.008490660527564076,0.035312496,0.19245107,0.3367673823003432,2.3456514,False
ZNF428,0.026507065,0.338667921863968,0.3129911591355599,0.22408636,0.20718898,0.0045166914,0.008498481779593618,-0.010914413,0.12880619,0.2597896918402778,2.3451796,False
WDR5,-0.039079264,0.3057189927041657,0.3295677799607073,0.19347289,0.21281615,0.0045278734,0.00851810891829913,-0.035244316,0.013508798,0.072221443477997,2.3441057,False
JARID2,0.031505015,0.8105436573311368,0.7944499017681729,0.86200696,0.83520615,0.0045317006,0.00852389518270997,-0.0049607754,0.90960354,0.9419502800721,2.3437388,False
CBR4,0.034923024,0.662508825606025,0.6365422396856582,0.5721018,0.545968,0.004542821,0.008543395869611746,0.0013610482,0.92220896,0.9487202399508026,2.3426743,False
FAM219B,-0.027952585,0.24923511414450458,0.27283889980353637,0.15220009,0.1674221,0.0045493944,0.00855433942863405,-0.03375864,0.02345034,0.09559753615351577,2.3420465,False
ANKS6,0.021662861,0.39797599435161213,0.36836935166994106,0.27401656,0.25690237,0.0045504374,0.008554882824638248,0.024282465,0.0019368165,0.03056798094005346,2.3419468,False
SPDYE3,-0.029804477,0.1649799952930101,0.18455304518664048,0.09780935,0.11239623,0.004559247,0.008570024289666075,-0.031644933,0.0019341788,0.03056798094005346,2.341107,False
CRLF3,0.03006342,0.742998352553542,0.718320235756385,0.7400584,0.71168053,0.00457892,0.008605577836690793,-0.052190017,0.06546115,0.17213521293318265,2.339237,False
PLEKHH1,-0.05507914,0.277006354436338,0.2956777996070727,0.17128432,0.19510564,0.004595395,0.008635110366970414,-0.022049785,0.08822507,0.2049191511624373,2.3376772,False
PCGF3,-0.041086614,0.24970581313250176,0.26903241650294696,0.15044919,0.16975376,0.004601337,0.008644843820153028,-0.023322308,0.087918766,0.20441698378093615,2.337116,False
ADIPOR1,-0.03127477,0.19392798305483644,0.21537328094302555,0.11612472,0.13113043,0.004614742,0.008668592856960356,-0.037474915,0.022540608,0.09368210118332189,2.3358526,False
NSUN2,-0.03494033,0.295834313956225,0.31986738703339884,0.18781653,0.20600891,0.00461803,0.008673333174345509,-0.009886727,0.042773534,0.13367023730737776,2.3355432,False
FAM214B,-0.020461937,0.09555189456342669,0.11222986247544205,0.053890273,0.06370302,0.0046723867,0.008773970418449191,-0.012542096,0.00579041,0.049315252703820874,2.3304613,False
PEPD,-0.03996306,0.22640621322664156,0.24533398821218075,0.13551585,0.15465862,0.0046737897,0.00877515230301949,-0.007625103,0.4770411,0.6175458403764407,2.3303308,False
PPP6C,0.030678753,0.39962344080960227,0.37205304518664045,0.2713519,0.25231966,0.0046792445,0.008783939834385149,0.010295555,0.35417777,0.5062682959359645,2.3298242,False
TJP2,0.020196976,0.20969639915274182,0.18774557956777996,0.13532035,0.12256024,0.0047078324,0.008836143463356932,0.0025683597,0.6141604,0.730499363565475,2.327179,False
MVK,-0.015961368,0.09790538950341257,0.11529960707269155,0.057102926,0.065441564,0.0047141057,0.008846453973535076,0.0056302557,0.66437083,0.7695142493969522,2.3266008,False
AMPD2,-0.025320832,0.16333254883502,0.18381630648330058,0.096920736,0.10959554,0.0047290353,0.0088730028753757,-0.02139724,0.05895299,0.16114765213196536,2.3252275,False
RSBN1L,-0.04787874,0.5996705107084019,0.6083005893909627,0.47150472,0.4964618,0.0047549377,0.008920127978418728,-0.039725292,0.07329397,0.18364733099516203,2.3228552,False
SMC1A,-0.032039404,0.1774535184749353,0.19818271119842829,0.1053733,0.120326705,0.004758256,0.008924877202069317,-0.017233957,0.07788047,0.19052751223177702,2.3225522,False
AP1G1,-0.057221264,0.5441280301247352,0.5524312377210217,0.40083572,0.42817748,0.00477563,0.008955983410868533,-0.03869157,0.012943888,0.07107911068540185,2.3209693,False
KAT7,-0.032198638,0.2826547422923041,0.306360510805501,0.17810324,0.1950678,0.004784388,0.008969576294570694,-0.010690888,0.4109227,0.5570634947680151,2.3201735,False
AC026894.1,0.013822375,0.18145445987291128,0.1598722986247544,0.11295103,0.10343392,0.0047844592,0.008969576294570694,-0.015566587,0.11331598,0.23951116469134293,2.320167,False
CNOT10,0.028320067,0.4626971052012238,0.4333251473477407,0.3280487,0.3081687,0.00479184,0.00898192847555076,0.007204515,0.62702733,0.7393968863695426,2.3194976,False
AC023282.1,0.035022568,0.13932690044716403,0.12242141453831042,0.09150047,0.07617708,0.004794376,0.008985197683927068,0.0005120039,0.92529863,0.9501737446822954,2.319268,False
COQ4,0.031128047,0.4808190162391151,0.4555500982318271,0.34184155,0.32137722,0.0048075924,0.009008478165302963,0.019888818,0.33828875,0.4911118002843454,2.3180723,False
CCDC107,0.015510336,0.1574488114850553,0.13801571709233793,0.09016747,0.08058801,0.004826602,0.009042605361497471,-0.0032149875,0.44649205,0.5883947816273803,2.3163586,False
AKR1C1,0.022967817,0.1226170863732643,0.106213163064833,0.07405601,0.06253633,0.0048420625,0.009070062786906549,0.014069882,0.3233797,0.4766037663314441,2.3149695,False
METTL15,-0.046912882,0.6192045187102848,0.6278241650294696,0.5291768,0.5559942,0.004842857,0.009070062786906549,-0.039939217,0.08116835,0.19520080488786298,2.3148983,False
AL121933.2,0.01890377,0.10684867027535891,0.0912328094302554,0.060643397,0.051044755,0.0048562125,0.009093574581857796,-0.009798566,0.2211696,0.36825891649007414,2.3137023,False
AC007566.1,0.019531853,0.4316309719934102,0.4025049115913556,0.3053157,0.28799394,0.004858635,0.009096609324310298,0.013475126,0.2490544,0.398374674754565,2.3134856,False
SUZ12,-0.059849974,0.44810543657331137,0.4656188605108055,0.31265247,0.33953774,0.0048789713,0.009133176520319268,-0.04168446,0.019865619,0.08723521693584445,2.3116717,False
SLC16A4,-0.024569195,0.09484584608143093,0.11087917485265227,0.054897252,0.06623512,0.004902237,0.009175214844555612,-0.015360661,0.028114961,0.10564297009240953,2.3096056,False
ZNF552,0.023311557,0.21911037891268534,0.1968320235756385,0.13167197,0.11871027,0.0049636276,0.009288583325694709,-0.0029872134,0.5920216,0.7110527333410535,2.304201,False
NDUFA5,0.025318703,0.4532831254412803,0.42620333988212183,0.32145467,0.30207103,0.0049751983,0.009308700020431626,0.0027647377,0.8938357,0.9316127206507259,2.3031895,False
LINC02576,0.017622482,0.12873617321722758,0.11137033398821218,0.07446895,0.064828135,0.0049900208,0.009334893843114847,-0.0020666071,0.7325158,0.8202210225730432,2.3018978,False
FBXO44,0.026611242,0.4554012708872676,0.42779960707269155,0.32034242,0.3012367,0.0049928734,0.009338690245927903,-0.0023653687,0.89648724,0.9335185401654581,2.3016493,False
OSBPL2,-0.029803686,0.23770298893857378,0.2587180746561886,0.14467973,0.16071938,0.004997584,0.009345959878148633,-0.011904456,0.46508554,0.6062168794519761,2.30124,False
HTRA1,0.027292686,0.36526241468580845,0.3379174852652259,0.27474263,0.25590593,0.005003509,0.009355498201198274,0.050557233,0.40348318,0.5507958220517449,2.3007252,False
IGBP1,0.02561407,0.3181925158860908,0.2948182711198428,0.21018326,0.19376265,0.0050054165,0.009357522173625668,-0.0036649047,0.8109817,0.8746500937292043,2.3005598,False
IDNK,0.018861672,0.13509060955518945,0.11750982318271119,0.08139708,0.07100178,0.005007132,0.009357659152940628,0.0073483745,0.20648889,0.3520832574942695,2.300411,False
TPK1,0.041581955,0.5558955048246647,0.5303290766208252,0.48764256,0.4602217,0.0050071394,0.009357659152940628,0.01234895,0.37867695,0.528852775298535,2.3004103,False
TSC1,-0.04159305,0.6255589550482467,0.6353143418467584,0.50026083,0.5245582,0.0050168303,0.009374225498954109,-0.039714046,0.1520067,0.28849991863340724,2.2995706,False
H1FX,-0.027484396,0.24735231819251588,0.2719793713163065,0.16595775,0.1810113,0.005023668,0.009385456366658367,-0.027288442,0.034271356,0.11815104697031771,2.298979,False
AC073091.3,0.019237107,0.13061896916921628,0.15176817288801572,0.12667556,0.12985459,0.0050255153,0.009387361302557169,-0.027168106,0.16719894,0.3067055870867685,2.2988193,False
KMT5B,0.02086942,0.6359143327841845,0.6027750491159135,0.52113456,0.49874428,0.005031698,0.009397362893374296,0.008180785,0.56891865,0.6921721351652992,2.2982855,False
AK6,0.023853317,0.20663685573076018,0.18713163064833005,0.12697233,0.11287532,0.0050411373,0.0094134421014982,0.009538403,0.0062015145,0.051163624156605116,2.2974715,False
AL353743.2,0.020576304,0.1266180277712403,0.1100196463654224,0.07650272,0.06552026,0.005045762,0.009419840928341814,0.0015177302,0.8676605,0.9140892538946416,2.2970734,False
ZNF793,0.020371307,0.3325488350200047,0.3083251473477407,0.21587397,0.20053361,0.0050462247,0.009419840928341814,0.013454428,0.39766693,0.5455991150116398,2.2970333,False
POLQ,-0.025574643,0.09790538950341257,0.11394891944990176,0.060043134,0.07212382,0.0050571053,0.009438598497245767,-0.016270353,0.012774287,0.07066695623895355,2.296098,False
PPDPF,-0.040371377,0.18404330430689575,0.20346267190569745,0.11178745,0.12961824,0.005069514,0.009460201348143005,-0.0328475,0.014388532,0.07412511841152929,2.2950337,False
MPV17,0.02093909,0.37326429748176043,0.3449165029469548,0.24152823,0.2259714,0.005083673,0.009485064054790295,0.008868983,0.54515755,0.6730076275812112,2.2938223,False
ZNF766,-0.033529755,0.19628147799482232,0.21611001964636542,0.11870542,0.13505752,0.0050907177,0.009496030898440712,-0.024709476,0.06291828,0.1679312329773509,2.293221,False
