stratum,gene,k,estimate,se,z,padj
depleted,ABHD17A,7,-0.04300063593784788,0.08548125298199595,-0.5030417130982471,0.913163248208214
depleted,ABHD17B,7,0.07033691979916695,0.04032524508405029,1.744240354957869,0.5938860077755979
depleted,ABHD17C,6,0.07063267760399415,0.05112401670127121,1.3815948386199055,0.6898226735947988
depleted,ABHD18,7,-0.02073718642429978,0.05683505688470913,-0.3648661154041865,0.9373277232681853
depleted,ABHD2,7,-0.04365279796259323,0.02533619595592482,-1.7229420722247415,0.5959933962261676
depleted,ABHD3,7,0.19486935152159127,0.094068353036976,2.0715718435613812,0.49399820101433223
depleted,ABHD5,7,0.01732241525192934,0.06234436838248844,0.27785052124764076,0.9529877837759164
depleted,ABHD6,7,-0.02260495784091783,0.04911518463281258,-0.4602437720618086,0.9220576637533878
depleted,ABHD8,7,0.0568257245929186,0.04905500742981937,1.1584082353716163,0.7457242012817672
depleted,ABI1,7,0.02940588829820542,0.03133063037281185,0.9385667619290328,0.8040029988926107
depleted,ABI2,7,0.0189022397407314,0.02168447309783426,0.8716946755150466,0.8248643780461427
depleted,ABITRAM,5,0.04901170131040289,0.05153200051738622,0.9510925409128448,0.8020460997323472
depleted,ABL1,7,7.19695033381584e-4,0.03466646813499298,0.02076055254833157,0.996630595632027
depleted,ABL2,7,-0.04637008666885042,0.03716030131038315,-1.2478393617301995,0.716495797067787
depleted,ABLIM1,7,0.04974757953428825,0.05883629892813095,0.8455253039463844,0.8319202704098809
depleted,ABLIM2,7,-0.06965785690451899,0.03802360475906726,-1.831963522288299,0.562755341866501
depleted,ABLIM3,7,0.09170059847843896,0.0521807829380973,1.7573634068930029,0.5883732533222888
depleted,ABR,7,0.00592894363213771,0.04118503848393676,0.14395867650943567,0.9751445610684668
depleted,ABRACL,6,-0.1846161644516894,0.13525047285570996,-1.3649945952399334,0.6957824403550308
depleted,ABRAXAS2,5,0.05929709390680126,0.05418744565608163,1.094295794696611,0.7586373818197102
depleted,ABTB1,7,-0.22206612504124593,0.13194239957061157,-1.683053557945965,0.6095632725933577
depleted,ABTB2,7,-0.11063016971491446,0.08352078487875492,-1.3245824961476784,0.7010790834506063
depleted,AC006511.4,5,-0.09418514420424488,0.10374345943771604,-0.9078658521194808,0.8157287747454356
depleted,AC007563.2,5,0.15667435504994104,0.1773645698461107,0.8833464044475093,0.8217358736523414
depleted,AC016717.2,5,0.23825689973860217,0.08607028793828972,2.768166639682053,0.3024087530600489
depleted,AC016831.7,7,0.07471446772668074,0.05129742403832984,1.4564955088359504,0.6623782682858732
depleted,AC083843.3,5,0.1384610343971516,0.1317525645862765,1.0509171858015876,0.7700403405179881
depleted,ACAA1,6,-0.08805971428022366,0.05827587129343541,-1.5110836153237113,0.6542480720579705
depleted,ACACA,6,0.03123559662519416,0.02467682469712187,1.2657867050794938,0.712879125706946
depleted,ACACB,5,0.12168731152324432,0.08240914566211129,1.4766238691780509,0.6605755068121788
depleted,ACAD10,6,0.01294433184175435,0.07439818527294399,0.17398719866977388,0.973953675700722
depleted,ACAD8,6,-0.09267894297427567,0.1298841478259533,-0.7135508414657872,0.8608427040699542
